FID,COD_NOMBRE,COD_NOM_01,NOM_CALLE_,NOM_CAL_01,GID,COD_DEPTO,x,y
16539,8336,5403,CALLE DE TOSCA,PERNAMBUCO,46393336,1,-56.2559079509533,-34.8676118138818
16540,8336,4275,CALLE DE TOSCA,JOAQUIN MARTORI,46393337,1,-56.256089307288,-34.8667634405808
16541,1143,3321,RBLA DR BALTASAR BRUM,HEREDIA,46393338,1,-56.2301566847515,-34.8723427684264
16542,238,326,AV DE LA ALJABA,ANACAHUITA,46393339,1,-56.134900421769,-34.8070020161812
16543,5331,852,LUIS DE LA PEÃ‘A,PEDRO CELESTINO BAUZA,46393340,1,-56.2227427998896,-34.865754996139
16544,5331,5499,LUIS DE LA PEÃ‘A,GDOR DEL PINO,46393341,1,-56.2219574003336,-34.8651059374063
16545,1143,2577,RBLA DR BALTASAR BRUM,DR JUAN JOSE CARBAJAL VICTORICA,46393342,1,-56.2023863783201,-34.8805022237799
16546,5403,6171,PERNAMBUCO,AV DR SANTIN CARLOS ROSSI,46393343,1,-56.2532612854126,-34.8672475490279
16547,4065,2463,BASILIO PEREIRA DE LA LUZ,ECHEVARRIARZA,46393344,1,-56.1402481050068,-34.9087789970858
16548,4065,5424,BASILIO PEREIRA DE LA LUZ,RBLA REPUBLICA DEL PERU,46393345,1,-56.1404502020399,-34.9096660713266
16549,5904,3009,ELIAS REGULES,LUIS GIRALT,46393346,1,-56.2143126661482,-34.8327198792242
16550,7632,540,28 DE FEBRERO,CNO ARIEL,46393347,1,-56.2179355363046,-34.8327854348632
16551,2754,6414,AV GRAL FLORES,BV APARICIO SARAVIA,46393348,1,-56.144600310131,-34.8330334306637
16552,1215,4875,CARDENAL,SABIA,46393349,1,-56.2317368968836,-34.8225219613987
16553,7452,5480,YUGOESLAVIA,PSJE 1 CONT ILLESCAS,46393350,1,-56.2464711802848,-34.8463590522957
16554,7452,3471,YUGOESLAVIA,ILLESCAS,46393351,1,-56.2463802943168,-34.8462517575702
16555,7266,2442,CAP VIDELA,EDUARDO MAC EACHEN,46393352,1,-56.1503060745536,-34.900614593506
16556,8488,2301,PSJE 2,CURUPU,46393353,1,-56.1491842369856,-34.8300593018781
16557,8500,2043,PSJE CHELITA LINARES,CNO COLMAN,46393354,1,-56.1674825798874,-34.8215037237215
16558,3668,9804,CNO DE LA CAPILLA,RUTA NAL 1,46393355,1,-56.3008248792725,-34.8465235694278
16559,3668,6569,CNO DE LA CAPILLA,SBRE DE PASO DE 4 MTS,46393356,1,-56.304358017494,-34.8513381007246
16560,5460,2910,NICOLAS PIAGGIO,SALDANHA DA GAMA,46393357,1,-56.1302612409645,-34.9023146505753
16561,5460,3144,NICOLAS PIAGGIO,MIGUEL GRAU,46393358,1,-56.1304809152809,-34.9032453193867
16562,1242,5451,JOSE ANTONIO CABRERA,JUAN DE DIOS PEZA,46393359,1,-56.1421968566532,-34.8780445386785
16563,1242,2079,JOSE ANTONIO CABRERA,COMERCIO,46393360,1,-56.1414813939054,-34.8775879605172
16564,1215,4876,CARDENAL,GOLONDRINA,46393361,1,-56.2321960666569,-34.8232949861294
16565,4107,2142,MAGALONA,CORACE,46393362,1,-56.2248650023888,-34.7682914503617
16566,6792,2565,ELADIO TARDAGUILA,CNO PASO DE LA ESPAÃ‘OLA,46393363,1,-56.1306877811128,-34.808679582279
16567,6792,326,ELADIO TARDAGUILA,ANACAHUITA,46393364,1,-56.1351503830465,-34.8092939378799
16568,4876,1215,GOLONDRINA,CARDENAL,46393365,1,-56.2321960666569,-34.8232949861294
16569,4876,1885,GOLONDRINA,HUBER CHEDA,46393366,1,-56.2325878723429,-34.8233380519396
16570,5331,2082,LUIS DE LA PEÃ‘A,CONCILIACION,46393367,1,-56.2211608521039,-34.8644503925608
16571,5331,2805,LUIS DE LA PEÃ‘A,FRATERNIDAD,46393368,1,-56.2203408359481,-34.8638042016363
16572,6045,540,IGNACIO RIVAS,CNO ARIEL,46393369,1,-56.2167156831581,-34.8334877522188
16573,540,6045,CNO ARIEL,IGNACIO RIVAS,46393370,1,-56.2167156831581,-34.8334877522188
16574,6792,8000,ELADIO TARDAGUILA,PSJE PEATONAL VEHICULAR,46393371,1,-56.1360182611255,-34.8094421416358
16575,234,6414,DANTE ALIGHIERI,BV APARICIO SARAVIA,46393372,1,-56.1985977929232,-34.8283980961304
16576,234,3036,DANTE ALIGHIERI,GOETHE,46393373,1,-56.1976880260465,-34.8274310722432
16577,326,238,ANACAHUITA,AV DE LA ALJABA,46393374,1,-56.134900421769,-34.8070020161812
16578,2232,6393,COVADONGA,CNO GRAL MAXIMO SANTOS,46393375,1,-56.1970441354899,-34.8372492719183
16579,8503,8499,ERASMO BOGORJA DE SKOTNICKI,FRIDA KAHLO,46393376,1,-56.1666659450941,-34.8210838223168
16580,556,5594,ING CARLOS A AROCENA,EDGAR ALLAN POE,46393377,1,-56.2735842158254,-34.8334402425321
16581,1683,6222,CNO CARRASCO,JOAQUIN DE LA SAGRA,46393378,1,-56.1020558721793,-34.8717795602256
16582,7254,831,DR JOSE MARIA VIDAL,AV LUIS BATLLE BERRES,46393379,1,-56.2201483558872,-34.8623310652521
16583,7254,6042,DR JOSE MARIA VIDAL,CAYETANO RIVAS,46393380,1,-56.2203335207824,-34.8624918516046
16584,789,5466,IGNACIO BARRIOS,GERONIMO PICCIOLI,46393381,1,-56.138508143231,-34.8551479818698
16585,2824,2091,FRIULI,CONFUCIO,46393382,1,-56.2416676184032,-34.8336071838415
16586,2824,7182,FRIULI,VITTORIO VENETO,46393383,1,-56.2406590697247,-34.8336645547635
16587,2824,5398,FRIULI,SILVESTRE PEREZ BRAVO,46393384,1,-56.2406590697247,-34.8336645547635
16588,873,4926,GUSTAVO A BECQUER,OLIVERAS,46393385,1,-56.2068088407971,-34.8337970813129
16589,4926,873,OLIVERAS,GUSTAVO A BECQUER,46393386,1,-56.2068088407971,-34.8337970813129
16590,2262,7409,CUACZIOLA,YAMANDU,46393387,1,-56.223143616706,-34.7673368182469
16591,2262,6591,CUACZIOLA,SIRIPO,46393388,1,-56.2234459076146,-34.7673043292054
16592,6435,5904,AV SAYAGO,ELIAS REGULES,46393389,1,-56.2150964933108,-34.8323704581167
16593,6435,540,AV SAYAGO,CNO ARIEL,46393390,1,-56.2160662318069,-34.8338638153265
16594,8749,5470,CREMONA,CNO PICHINCHA,46393391,1,-56.0753185502139,-34.8593708174747
16595,8749,7140,CREMONA,CNO DR MIGUEL C RUBINO,46393392,1,-56.0753185502139,-34.8593708174747
16596,5470,8749,CNO PICHINCHA,CREMONA,46393393,1,-56.0753185502139,-34.8593708174747
16597,5470,7140,CNO PICHINCHA,CNO DR MIGUEL C RUBINO,46393394,1,-56.0753185502139,-34.8593708174747
16598,2262,6896,CUACZIOLA,TOLUBA,46393395,1,-56.2224525291049,-34.7673705133669
16599,3576,2331,ITAZURUBI,FRANCISCO JOSE DEBALI,46393396,1,-56.1202470523818,-34.8533908646421
16600,6086,4206,DR ANTONIO MARIA RODRIGUEZ,DR PABLO DE MARIA,46393397,1,-56.1702580372122,-34.9143179028368
16601,6086,7148,DR ANTONIO MARIA RODRIGUEZ,SDA DR RICARDO VECINO,46393398,1,-56.1700103352127,-34.9141920447469
16602,6234,6846,SALAMANCA,TERUEL,46393399,1,-56.1979495547805,-34.8335932779964
16603,6573,6234,DR JOSE MARIA SILVA,SALAMANCA,46393400,1,-56.1986182770339,-34.834348505523
16604,6573,1116,DR JOSE MARIA SILVA,BREMEN,46393401,1,-56.2003862326366,-34.8333202654289
16605,7452,5479,YUGOESLAVIA,PSJE 2,46393402,1,-56.2466907124043,-34.846618217821
16606,5982,300,PUERTO RICO,CENTRO AMERICA,46393403,1,-56.2559554163466,-34.8897850372997
16607,5982,765,PUERTO RICO,BARCELONA,46393404,1,-56.2560806365157,-34.8894441837596
16608,8000,5249,PSJE PEATONAL VEHICULAR,PSJE PEATONAL,46393405,1,-56.1607513874073,-34.8316232853464
16609,326,3747,ANACAHUITA,CNO BOISO LANZA,46393406,1,-56.1353478693097,-34.8082344146859
16610,5088,8296,CNO LA PALOMA,DIEGO FRANCISCO MARIO,46393407,1,-56.2552381450007,-34.8686293022181
16611,3150,534,GRECIA,REPUBLICA ARGENTINA,46393408,1,-56.2481432892385,-34.8901705278299
16612,3312,7398,HELVECIA,YACUY,46393409,1,-56.1458662025166,-34.825533703521
16613,8215,1962,COSTANERA PARQUE TOMKINSON,CNO CIBILS,46393410,1,-56.2737811585195,-34.8422318507628
16614,8215,4031,COSTANERA PARQUE TOMKINSON,LOS PLATANOS,46393411,1,-56.2771712845636,-34.845132093824
16615,6294,126,SAN FRUCTUOSO,AV AGRACIADA,46393412,1,-56.1955501872223,-34.8807583889891
16616,6294,3630,SAN FRUCTUOSO,JUJUY,46393413,1,-56.1966705778361,-34.8810146739393
16617,5088,7350,CNO LA PALOMA,VIZCAYA,46393414,1,-56.25781735807,-34.868981400677
16618,4876,2088,GOLONDRINA,CONFEDERADA,46393415,1,-56.2308127236865,-34.824010731132
16619,6624,6846,SORIA,TERUEL,46393416,1,-56.1961367360815,-34.834684710034
16620,6624,2472,SORIA,CNO EDISON,46393417,1,-56.1956339180811,-34.8341363110665
16621,6846,6624,TERUEL,SORIA,46393418,1,-56.1961367360815,-34.834684710034
16622,3075,4607,CNO GRAL LEANDRO GOMEZ,DR HECTOR HOMERO MUIÃ‘OZ,46393419,1,-56.1650506758416,-34.8325433194856
16623,3075,5502,CNO GRAL LEANDRO GOMEZ,SIMON DEL PINO,46393420,1,-56.1658673376783,-34.8326319187168
16624,8114,831,NUEVO LLAMAS,AV LUIS BATLLE BERRES,46393421,1,-56.302957439355,-34.8215288585591
16625,4926,5265,OLIVERAS,PASTOR,46393422,1,-56.2050086386804,-34.8348570587225
16626,3996,6846,LOGROÃ‘O,TERUEL,46393423,1,-56.1970489878641,-34.8341457409287
16627,3996,6573,LOGROÃ‘O,DR JOSE MARIA SILVA,46393424,1,-56.1977111193169,-34.8348784576172
16628,6573,3996,DR JOSE MARIA SILVA,LOGROÃ‘O,46393425,1,-56.1977111193169,-34.8348784576172
16629,5167,6970,PSJE DE LA PLAZA,PSJE DE LAS CATALPAS,46393426,1,-56.1708777250211,-34.8216345632788
16630,3507,6414,AV DE LAS INSTRUCCIONES,BV APARICIO SARAVIA,46393427,1,-56.1897765193089,-34.8336888516641
16631,3507,4576,AV DE LAS INSTRUCCIONES,ARQ CAYETANO MORETTI,46393428,1,-56.1910286368009,-34.8349247108813
16632,8494,2043,CIPRIANO S VITUREIRA,CNO COLMAN,46393429,1,-56.1650969064008,-34.8227589067114
16633,8494,2043,CIPRIANO S VITUREIRA,CNO COLMAN,46393430,1,-56.1649136147637,-34.8225270931954
16634,8494,8493,CIPRIANO S VITUREIRA,GUZMAN PAPINI,46393431,1,-56.1647303241458,-34.822295279409
16635,3747,444,CNO BOISO LANZA,ARAZA,46393432,1,-56.1322676552399,-34.8078115680886
16636,3747,326,CNO BOISO LANZA,ANACAHUITA,46393433,1,-56.1353478693097,-34.8082344146859
16637,603,624,FRANCISCA AZNAR DE ARTIGAS,CNEL SANTIAGO ARTIGAS,46393434,1,-56.2668503942054,-34.8347032128739
16638,3747,918,CNO BOISO LANZA,AV JOSE BELLONI,46393435,1,-56.137347440749,-34.8085145518197
16639,7146,5904,VEDIA,ELIAS REGULES,46393436,1,-56.2129783399525,-34.8333458885334
16640,7146,540,VEDIA,CNO ARIEL,46393437,1,-56.214313212377,-34.8349057580028
16641,540,7146,CNO ARIEL,VEDIA,46393438,1,-56.214313212377,-34.8349057580028
16642,326,6792,ANACAHUITA,ELADIO TARDAGUILA,46393439,1,-56.1351503830465,-34.8092939378799
16643,3805,831,CNO LAS HIGUERITAS,AV LUIS BATLLE BERRES,46393440,1,-56.2816273032826,-34.8319633854726
16644,457,7587,LIBER ARCE,2 DE MAYO,46393441,1,-56.1480183387783,-34.899579224708
16645,1777,831,CNO CAVIGLIA,AV LUIS BATLLE BERRES,46393442,1,-56.2781432189909,-34.8336444458295
16646,831,4383,AV LUIS BATLLE BERRES,CNO MENDEZ,46393443,1,-56.2786268542771,-34.8334144808732
16647,831,1777,AV LUIS BATLLE BERRES,CNO CAVIGLIA,46393444,1,-56.2781432189909,-34.8336444458295
16648,498,77,EDUARDO PAZ AGUIRRE,ACCESO RUTA 5 SANTA LUCIA,46393445,1,-56.2554597686204,-34.8358779668487
16649,498,3990,EDUARDO PAZ AGUIRRE,JOSE LLUPES,46393446,1,-56.2554597686204,-34.8358779668487
16650,498,6968,EDUARDO PAZ AGUIRRE,CNO DE LAS TROPAS,46393447,1,-56.2543492745738,-34.8355662249057
16651,3266,6690,RBLA JOSE GURVICH,SUIZA,46393448,1,-56.253302056561,-34.895435399534
16652,6922,6917,LOS CEIBOS,4,46393449,1,-56.2374206520563,-34.8126557806566
16653,556,3107,ING CARLOS A AROCENA,MAXIMO GORKI,46393450,1,-56.2743524259539,-34.8340775191485
16654,556,831,ING CARLOS A AROCENA,AV LUIS BATLLE BERRES,46393451,1,-56.2754849214876,-34.8349298349883
16655,831,1962,AV LUIS BATLLE BERRES,CNO CIBILS,46393452,1,-56.2768312436805,-34.8342670438889
16656,501,769,CNO DOMINGO ARENA,BARILOCHE,46393453,1,-56.1730125056538,-34.8212890309838
16657,5855,5040,RBLA EDISON,GRAL PACHECO,46393454,1,-56.1979558656182,-34.887049100482
16658,2232,2472,COVADONGA,CNO EDISON,46393455,1,-56.1947285659395,-34.8346932776345
16659,6846,2232,TERUEL,COVADONGA,46393456,1,-56.1951971228809,-34.8352192441742
16660,1569,7443,ARQ JUAN A SCASSO,ISMAEL,46393457,1,-56.0881542015543,-34.8950840960634
16661,540,4869,CNO ARIEL,HECTOR SUPPICI SEDES,46393458,1,-56.2286724034687,-34.8264494020147
16662,831,8125,AV LUIS BATLLE BERRES,LAS ARTES,46393459,1,-56.2807330794559,-34.8323967547114
16663,7380,4206,RBLA WILSON,DR PABLO DE MARIA,46393460,1,-56.1704486567478,-34.914692732325
16664,3747,1678,CNO BOISO LANZA,CARQUEJA,46393461,1,-56.1307841998057,-34.8076043452768
16665,2391,597,PARVA DOMUS,BV GRAL ARTIGAS,46393462,1,-56.1614607198446,-34.9258975965119
16666,2391,7500,PARVA DOMUS,JOSE LUIS ZORRILLA DE SAN MARTIN,46393463,1,-56.1600944427089,-34.9258058083336
16667,8223,8215,LOS CIPRESES,COSTANERA PARQUE TOMKINSON,46393464,1,-56.2829691995437,-34.8493959024248
16668,8223,6894,LOS CIPRESES,CNO TOMKINSON,46393465,1,-56.2854638703284,-34.8474547644729
16669,4869,5510,HECTOR SUPPICI SEDES,JULIO PIQUET,46393466,1,-56.2278528096969,-34.8256200652933
16670,4869,540,HECTOR SUPPICI SEDES,CNO ARIEL,46393467,1,-56.2286136346496,-34.826485043226
16671,1149,2463,MARCO BRUTO,ECHEVARRIARZA,46393468,1,-56.1372375990062,-34.9090476862321
16672,1149,3897,MARCO BRUTO,JUAN DE LEON,46393469,1,-56.1369260796236,-34.9098954965962
16673,513,4734,ARENAL GRANDE,NICARAGUA,46393470,1,-56.1811715843316,-34.891966385143
16674,513,3369,ARENAL GRANDE,HOCQUART,46393471,1,-56.1813876445992,-34.8906487368555
16675,5507,5510,MERCEDES PINTO,JULIO PIQUET,46393472,1,-56.2272125869327,-34.8260003073865
16676,5507,8956,MERCEDES PINTO,PSJE BLANCA LUZ BRUM,46393473,1,-56.2270299636774,-34.8257902272535
16677,5507,8963,MERCEDES PINTO,PSJE SOFIA ARZARELLO,46393474,1,-56.2266587009207,-34.8253528107268
16678,5510,4869,JULIO PIQUET,HECTOR SUPPICI SEDES,46393475,1,-56.2278528096969,-34.8256200652933
16679,5510,5507,JULIO PIQUET,MERCEDES PINTO,46393476,1,-56.2272125869327,-34.8260003073865
16680,8956,5507,PSJE BLANCA LUZ BRUM,MERCEDES PINTO,46393477,1,-56.2270299636774,-34.8257902272535
16681,624,594,CNEL SANTIAGO ARTIGAS,ANASTASIO ARTIGAS,46393478,1,-56.2672128075592,-34.8354275745392
16682,9142,9143,PSJE B,PSJE A,46393479,1,-56.2537107773247,-34.8649901401448
16683,9142,9435,PSJE B,PSJE F,46393480,1,-56.253322566508,-34.8643791210035
16684,7148,6426,SDA DR RICARDO VECINO,AV SARMIENTO,46393481,1,-56.16915343911,-34.9153926943556
16685,7148,6086,SDA DR RICARDO VECINO,DR ANTONIO MARIA RODRIGUEZ,46393482,1,-56.1700103352127,-34.9141920447468
16686,5855,6759,RBLA EDISON,CNEL FRANCISCO TAJES,46393483,1,-56.1975326106142,-34.8881196125902
16687,5855,306,RBLA EDISON,RBLA SUD AMERICA,46393484,1,-56.1975326106142,-34.8881196125902
16688,873,3810,GUSTAVO A BECQUER,LUIS MORO,46393485,1,-56.2084483997713,-34.8356806098151
16689,873,4956,GUSTAVO A BECQUER,BV JOSE BATLLE Y ORDOÃ‘EZ,46393486,1,-56.2076757871081,-34.8348626493811
16690,9141,9143,PSJE C,PSJE A,46393487,1,-56.2543250146291,-34.8648158779883
16691,831,6129,AV LUIS BATLLE BERRES,EMILIO ROMERO,46393488,1,-56.2207959007293,-34.8619666436171
16692,5398,7182,SILVESTRE PEREZ BRAVO,VITTORIO VENETO,46393489,1,-56.2406590697247,-34.8336645547635
16693,5398,2824,SILVESTRE PEREZ BRAVO,FRIULI,46393490,1,-56.2406590697247,-34.8336645547635
16694,8961,2946,PSJE LUIS DE LIMA PADRON,PSJE ANTONIO GARCIA DE AVILA,46393491,1,-56.2378938519315,-34.8358729234796
16695,8961,2445,PSJE LUIS DE LIMA PADRON,PSJE JUAN DELGADO,46393492,1,-56.2381029913916,-34.8357415452783
16696,1536,5313,AV ISLAS CANARIAS,PSJE PNAL SUR,46393493,1,-56.2348713839916,-34.8356528015858
16697,615,603,TTE CNEL JOSE MARIA ARTIGAS,FRANCISCA AZNAR DE ARTIGAS,46393494,1,-56.268661202402,-34.8346022685284
16698,615,3698,TTE CNEL JOSE MARIA ARTIGAS,SELMA LAGERLOFF,46393495,1,-56.2692289639822,-34.8357946316005
16699,3698,615,SELMA LAGERLOFF,TTE CNEL JOSE MARIA ARTIGAS,46393496,1,-56.2692289639822,-34.8357946316005
16700,3356,9904,AV GUILLERMO HERTER,SDA DIAGONAL 4,46393497,1,-56.1993421578078,-34.859610587597
16701,3356,1034,AV GUILLERMO HERTER,AV DR ALBERTO BOERGER,46393498,1,-56.1994332326709,-34.8595559295042
16702,6917,6922,4,LOS CEIBOS,46393499,1,-56.2374206520563,-34.8126557806566
16703,2341,5375,JOSE DE LA SIERRA,ISIDRO PEREZ DE ROXAS,46393500,1,-56.2298649564602,-34.8357769256948
16704,2341,5375,JOSE DE LA SIERRA,ISIDRO PEREZ DE ROXAS,46393501,1,-56.2299507841075,-34.8358667931722
16705,2341,2428,JOSE DE LA SIERRA,JACINTO DE SERPA,46393502,1,-56.2298649564602,-34.8357769256948
16706,5375,245,ISIDRO PEREZ DE ROXAS,JUAN ALONSO CASTELLANO,46393503,1,-56.2309166136994,-34.8352868386263
16707,5375,2341,ISIDRO PEREZ DE ROXAS,JOSE DE LA SIERRA,46393504,1,-56.2299507841075,-34.8358667931722
16708,6384,6609,RAMON DE SANTIAGO,MARIANO SOLER,46393505,1,-56.1845101804428,-34.8688666009495
16709,7380,3594,RBLA WILSON,JUAN D JACKSON,46393506,1,-56.1724188205238,-34.9145231911441
16710,7380,531,RBLA WILSON,RBLA REPUBLICA ARGENTINA,46393507,1,-56.1724188205238,-34.9145231911441
16711,3348,549,AV  DR. LUIS ALBERTO DE HERRERA,RBLA ARMENIA,46393508,1,-56.135321596466,-34.9098398534918
16712,3348,549,AV  DR. LUIS ALBERTO DE HERRERA,RBLA ARMENIA,46393509,1,-56.1353569581779,-34.9097468017228
16713,4236,5154,PSJE PEDRO DAMASIO MARQUEZ,PSJE FRANCISCO MORALES,46393510,1,-56.2386154600725,-34.8358165050215
16714,4236,2445,PSJE PEDRO DAMASIO MARQUEZ,PSJE JUAN DELGADO,46393511,1,-56.2383303520706,-34.8359931996113
16715,7146,6741,VEDIA,TACUABE,46393512,1,-56.2147919531439,-34.8360761140903
16716,6609,6384,MARIANO SOLER,RAMON DE SANTIAGO,46393513,1,-56.1845101804428,-34.8688666009495
16717,6609,2766,MARIANO SOLER,FOMENTO,46393514,1,-56.1841312582056,-34.8679507569963
16718,6537,2754,ING JOSE SERRATO,AV GRAL FLORES,46393515,1,-56.1616537740777,-34.8541274661934
16719,1962,986,CNO CIBILS,DR CESAR CARLOS BIANCO,46393516,1,-56.2743270359491,-34.840458853084
16720,789,7127,IGNACIO BARRIOS,JOSE VASCONCELOS,46393517,1,-56.138270657429,-34.8549169740989
16721,3150,765,GRECIA,BARCELONA,46393518,1,-56.2484866330544,-34.8883862377033
16722,3150,300,GRECIA,CENTRO AMERICA,46393519,1,-56.2483242313213,-34.8892820635949
16723,6294,126,SAN FRUCTUOSO,AV AGRACIADA,46393520,1,-56.1954750326993,-34.8807403940615
16724,6294,5076,SAN FRUCTUOSO,GRAL PALLEJAS,46393521,1,-56.1944112728684,-34.8804848699682
16725,1581,909,JOSE CAPARROZ,BELL,46393522,1,-56.2103131986704,-34.8318153053742
16726,2301,8489,CURUPU,PSJE 3,46393523,1,-56.1491134115475,-34.8304352568728
16727,2301,8488,CURUPU,PSJE 2,46393524,1,-56.1491842369856,-34.8300593018781
16728,1683,5046,CNO CARRASCO,PAES,46393525,1,-56.1236683739656,-34.8728688618229
16729,1388,1392,CALLE A,PSJE D,46393526,1,-56.2328337427672,-34.8218340393303
16730,1388,1390,CALLE A,PSJE C,46393527,1,-56.2328337427672,-34.8218340393303
16731,3266,5595,RBLA JOSE GURVICH,POLONIA,46393528,1,-56.2536800758544,-34.8954837039229
16732,3266,6690,RBLA JOSE GURVICH,SUIZA,46393529,1,-56.2536800758544,-34.8954837039229
16733,4461,5898,AV MILLAN,REGIDORES,46393530,1,-56.1931121891308,-34.8632950968665
16734,4236,2946,PSJE PEDRO DAMASIO MARQUEZ,PSJE ANTONIO GARCIA DE AVILA,46393531,1,-56.2381201660049,-34.8361200746217
16735,3698,5102,SELMA LAGERLOFF,PSJE IREVE AMBA,46393532,1,-56.2702630666346,-34.8354575031487
16736,5628,5859,PORTUGAL,AV CARLOS MARIA RAMIREZ,46393533,1,-56.2535218583059,-34.8744112562157
16737,5628,4183,PORTUGAL,MARACAIBO,46393534,1,-56.2535900846807,-34.8740806281447
16738,8000,501,PSJE PEATONAL VEHICULAR,CNO DOMINGO ARENA,46393535,1,-56.1749375251878,-34.8214458978738
16739,8000,501,PSJE PEATONAL VEHICULAR,CNO DOMINGO ARENA,46393536,1,-56.1757621815492,-34.8215186762649
16740,4515,918,MODENA,AV JOSE BELLONI,46393537,1,-56.1370466372563,-34.8414438235563
16741,4515,918,MODENA,AV JOSE BELLONI,46393538,1,-56.1370042848251,-34.8414297195722
16742,3576,2331,ITAZURUBI,FRANCISCO JOSE DEBALI,46393539,1,-56.1206314429981,-34.8532669360038
16743,597,2391,BV GRAL ARTIGAS,PARVA DOMUS,46393540,1,-56.1614607198446,-34.9258975965118
16744,597,6723,BV GRAL ARTIGAS,TABARE,46393541,1,-56.1613305628429,-34.9269879097895
16745,3348,1179,AV  DR. LUIS ALBERTO DE HERRERA,AV BURGUES,46393542,1,-56.1863478881608,-34.8610723199328
16746,6315,314,AV GRAL SAN MARTIN,IRMA CAMACHO,46393543,1,-56.1679233444642,-34.8140156492551
16747,597,2691,BV GRAL ARTIGAS,RAMON FERNANDEZ,46393544,1,-56.1615027780732,-34.9254949111476
16748,3348,1179,AV  DR. LUIS ALBERTO DE HERRERA,AV BURGUES,46393545,1,-56.1862971754033,-34.8610975946718
16749,831,7413,AV LUIS BATLLE BERRES,YAPEYU,46393546,1,-56.2357268749647,-34.8540012298476
16750,831,3822,AV LUIS BATLLE BERRES,LAS TUNAS,46393547,1,-56.2366788066217,-34.8534855259123
16751,831,6000,AV LUIS BATLLE BERRES,RODOLFO RINCON,46393548,1,-56.2366788066217,-34.8534855259123
16752,831,2266,AV LUIS BATLLE BERRES,AV 40 MTS,46393549,1,-56.2366788066217,-34.8534855259123
16753,2142,3177,CORACE,GUALCONDA,46393550,1,-56.2261157901712,-34.7682289474312
16754,2142,4107,CORACE,MAGALONA,46393551,1,-56.2248650023888,-34.7682914503617
16755,5819,333,ESPACIO QUINTA DE LA PARAGUAYA,CARLOS ANAYA,46393552,1,-56.1596077670828,-34.8837303848552
16756,5819,705,ESPACIO QUINTA DE LA PARAGUAYA,AZAMBUYA,46393553,1,-56.1596077670828,-34.8837303848552
16757,3810,5265,LUIS MORO,PASTOR,46393554,1,-56.2068492694578,-34.8366318454337
16758,3810,873,LUIS MORO,GUSTAVO A BECQUER,46393555,1,-56.2084483997713,-34.8356806098151
16759,6990,9072,CNO CAP MATEO TULA DUFORT,JUSTUS VON LIEBIG,46393556,1,-56.1313242619711,-34.8202773728074
16760,6990,7730,CNO CAP MATEO TULA DUFORT,PSJE HAROLDO PONCE DE LEÃ“N,46393557,1,-56.1322937117209,-34.8203866403802
16761,3807,3480,CALERA DE LAS HUERFANAS,INCLUSA,46393558,1,-56.2435349624947,-34.8681937472854
16762,5139,5995,LAURA CORTINAS,DR MARIO RINALDI GUERRA,46393559,1,-56.2270315943488,-34.8267971623885
16763,5139,9012,LAURA CORTINAS,PSJE 5,46393560,1,-56.2270315943488,-34.8267971623885
16764,9012,8956,PSJE 5,PSJE BLANCA LUZ BRUM,46393561,1,-56.2263892471647,-34.8261745169576
16765,9012,5995,PSJE 5,DR MARIO RINALDI GUERRA,46393562,1,-56.2270315943488,-34.8267971623885
16766,9012,5139,PSJE 5,LAURA CORTINAS,46393563,1,-56.2270315943488,-34.8267971623885
16767,1515,831,CAMPICHUELO,AV LUIS BATLLE BERRES,46393564,1,-56.2381001322354,-34.8527440114455
16768,1515,5517,CAMPICHUELO,PIRATAS,46393565,1,-56.2376025153999,-34.8518418799851
16769,1233,4113,EUSEBIO CABRAL,FRANCISCO MAGARIÃ‘OS,46393566,1,-56.1383111579681,-34.806554484408
16770,1413,8042,CALLE 121,SDA VEHICULAR 1,46393567,1,-56.1141621366725,-34.880220356937
16771,1413,3456,CALLE 121,IGUA,46393568,1,-56.1138283659423,-34.8813379619203
16772,7200,339,VERDI,SANTIAGO DE ANCA,46393569,1,-56.1134467159788,-34.8931686100436
16773,4909,6894,CNO OÂ´HIGGINS,CNO TOMKINSON,46393570,1,-56.3008151192224,-34.8579508963586
16774,4909,3668,CNO OÂ´HIGGINS,CNO DE LA CAPILLA,46393571,1,-56.3068342862355,-34.8548390975357
16775,662,3019,ARQ JUAN MARIA AUBRIOT,ARQ JUAN G GIURIA,46393572,1,-56.1857794029193,-34.8368189528243
16776,662,5611,ARQ JUAN MARIA AUBRIOT,ARQ BERNARDO PONCINI,46393573,1,-56.1879521256518,-34.8360511617667
16777,1601,5547,AV ING FEDERICO E CAPURRO,PSJE CENTRAL,46393574,1,-56.2641917115119,-34.8735171939495
16778,4113,3747,FRANCISCO MAGARIÃ‘OS,CNO BOISO LANZA,46393575,1,-56.1396837545495,-34.8088787402048
16779,4113,3801,FRANCISCO MAGARIÃ‘OS,LAS FLORES,46393576,1,-56.1393523394957,-34.8077583695664
16780,4113,3672,FRANCISCO MAGARIÃ‘OS,CNO CAP CORALIO C LACOSTA,46393577,1,-56.1396837545495,-34.8088787402048
16781,909,6741,BELL,TACUABE,46393578,1,-56.2135184684837,-34.8368732088178
16782,909,540,BELL,CNO ARIEL,46393579,1,-56.2128296573418,-34.835784609254
16783,6741,7146,TACUABE,VEDIA,46393580,1,-56.2147919531439,-34.8360761140903
