FID,COD_NOMBRE,COD_NOM_01,NOM_CALLE_,NOM_CAL_01,GID,COD_DEPTO,x,y
1,5934,5862,DR JOAQUIN REQUENA,AV GONZALO RAMIREZ,46346014,1,-56.1680761642006,-34.91148887766
2,2076,5016,DIVINA COMEDIA,DR GABRIEL OTERO,46345012,1,-56.0581234759272,-34.8899491691983
3,5862,5934,AV GONZALO RAMIREZ,DR JOAQUIN REQUENA,46346015,1,-56.1680790204982,-34.9114388962987
4,2076,7224,DIVINA COMEDIA,AV PEDRO BLANES VIALE,46345013,1,-56.0581234759272,-34.8899491691983
5,2076,4356,DIVINA COMEDIA,RBLA REPUBLICA DE MEXICO,46345014,1,-56.0569389081258,-34.8922189828099
6,5862,6249,AV GONZALO RAMIREZ,DR JOAQUIN DE SALTERAIN,46346016,1,-56.1692276663191,-34.9115132214074
7,2076,6210,DIVINA COMEDIA,CARLOS F SAEZ,46345015,1,-56.0581234759271,-34.8899491691983
8,6249,5862,DR JOAQUIN DE SALTERAIN,AV GONZALO RAMIREZ,46346017,1,-56.1692276663191,-34.9115132214074
9,5016,2076,DR GABRIEL OTERO,DIVINA COMEDIA,46345016,1,-56.0581234759272,-34.8899491691983
10,6249,6333,DR JOAQUIN DE SALTERAIN,SAN SALVADOR,46346018,1,-56.1693180050698,-34.9108500894387
11,5016,7224,DR GABRIEL OTERO,AV PEDRO BLANES VIALE,46345017,1,-56.0581234759272,-34.8899491691983
12,5016,6381,DR GABRIEL OTERO,PUNTAS DE SANTIAGO,46345018,1,-56.0587865892733,-34.8912015253483
13,5862,4568,AV GONZALO RAMIREZ,DR CARLOS MARIA MORALES,46346019,1,-56.1835969915461,-34.912619439925
14,5016,6210,DR GABRIEL OTERO,CARLOS F SAEZ,46345019,1,-56.0581234759272,-34.8899491691983
15,5016,1488,DR GABRIEL OTERO,CAMBARA,46345020,1,-56.0574676647121,-34.8890810657161
16,5862,6249,AV GONZALO RAMIREZ,DR JOAQUIN DE SALTERAIN,46346020,1,-56.1692209608574,-34.9115624424126
17,7224,2076,AV PEDRO BLANES VIALE,DIVINA COMEDIA,46345021,1,-56.0581234759272,-34.8899491691983
18,7224,5016,AV PEDRO BLANES VIALE,DR GABRIEL OTERO,46345022,1,-56.0581234759272,-34.8899491691983
19,5862,5934,AV GONZALO RAMIREZ,DR JOAQUIN REQUENA,46346021,1,-56.1680761642006,-34.91148887766
20,7224,6381,AV PEDRO BLANES VIALE,PUNTAS DE SANTIAGO,46345023,1,-56.0592771094167,-34.8902587061675
21,7224,6210,AV PEDRO BLANES VIALE,CARLOS F SAEZ,46345024,1,-56.0581234759272,-34.8899491691983
22,6600,1110,AV DR FRANCISCO SOCA,AV BRASIL,46346022,1,-56.1534221606136,-34.9090920743542
23,1071,3564,BOLONIA,AV ITALIA,46345025,1,-56.0782372488207,-34.881153073031
24,1071,3564,BOLONIA,AV ITALIA,46345026,1,-56.0782305389382,-34.88126392341
25,6600,3924,AV DR FRANCISCO SOCA,LIBERTAD,46346023,1,-56.153766462047,-34.9083793609231
26,1071,3564,BOLONIA,AV ITALIA,46345027,1,-56.0782380811484,-34.8811393225661
27,2019,5316,COIMBRA,AV GRAL JOSE MARIA PAZ,46345028,1,-56.0805794343259,-34.8960836335248
28,3564,5973,AV ITALIA,AV DR AMERICO RICALDONI,46346024,1,-56.1585078773527,-34.8921251548205
29,2019,5316,COIMBRA,AV GRAL JOSE MARIA PAZ,46345029,1,-56.0805481742178,-34.896091531939
30,5316,2019,AV GRAL JOSE MARIA PAZ,COIMBRA,46345030,1,-56.0805794343259,-34.8960836335248
31,3564,6276,AV ITALIA,LUIS SAMBUCETTI,46346025,1,-56.1574367086128,-34.8916542256036
32,5316,4344,AV GRAL JOSE MARIA PAZ,MAR MEDITERRANEO,46345031,1,-56.0807606431445,-34.8968976428012
33,5709,4908,MOTIVOS DE PROTEO,RBLA OÂ´HIGGINS,46345032,1,-56.0851170878869,-34.8950976459505
34,1059,6312,AV BOLIVIA,AV SAN MARINO,46346026,1,-56.0731948654688,-34.8912753482567
35,5709,1119,MOTIVOS DE PROTEO,BRENDA,46345033,1,-56.0850047052843,-34.8949136327901
36,5709,2019,MOTIVOS DE PROTEO,COIMBRA,46345034,1,-56.0851170878869,-34.8950976459505
37,1059,1623,AV BOLIVIA,CARAMURU,46346027,1,-56.0731948654688,-34.8912753482567
38,5709,4908,MOTIVOS DE PROTEO,RBLA OÂ´HIGGINS,46345035,1,-56.0850047052843,-34.8949136327901
39,4131,327,MAIPU,AV RAMON ANADOR,46345036,1,-56.1452852343887,-34.8960567519255
40,1059,4656,AV BOLIVIA,PRUDENCIO MURGUIONDO,46346028,1,-56.0969435407732,-34.8725022765391
41,4131,2016,MAIPU,CDRO COE,46345037,1,-56.1452629678039,-34.8955478570212
42,327,4131,AV RAMON ANADOR,MAIPU,46345038,1,-56.1452852343887,-34.8960567519255
43,1059,1683,AV BOLIVIA,CNO CARRASCO,46346029,1,-56.0971509525567,-34.8724127518004
44,327,4704,AV RAMON ANADOR,NAVARRA,46345039,1,-56.1456431625319,-34.8960929761715
45,4656,1059,PRUDENCIO MURGUIONDO,AV BOLIVIA,46346030,1,-56.0969435407732,-34.8725022765391
46,2076,2610,DIVINA COMEDIA,ESTEBAN A ELENA,46345040,1,-56.0590497013928,-34.8881273168231
47,9555,9554,AV DEL POLO,NÂº 3 DE 17 METROS,46346031,1,-56.0707146114692,-34.8657376212471
48,4908,4356,RBLA OÂ´HIGGINS,RBLA REPUBLICA DE MEXICO,46345041,1,-56.0844296256312,-34.8952597709697
49,4908,2019,RBLA OÂ´HIGGINS,COIMBRA,46345042,1,-56.0844296256312,-34.8952597709697
50,4704,327,NAVARRA,AV RAMON ANADOR,46346032,1,-56.1456431625319,-34.8960929761715
51,4908,2895,RBLA OÂ´HIGGINS,DR ALEJANDRO GALLINAL,46345043,1,-56.09149291556,-34.8950197058608
52,7618,6147,RBLA 25 DE AGOSTO DE 1825,RBLA FRANKLIN D ROOSEVELT,46345044,1,-56.2041872542286,-34.9021649987944
53,4704,2016,NAVARRA,CDRO COE,46346033,1,-56.1457832190045,-34.8958048310805
54,7618,3069,RBLA 25 DE AGOSTO DE 1825,JUAN CARLOS GOMEZ,46345045,1,-56.2050533675663,-34.9023619669011
55,7618,6147,RBLA 25 DE AGOSTO DE 1825,RBLA FRANKLIN D ROOSEVELT,46345046,1,-56.2041474126405,-34.9022722510223
56,327,2016,AV RAMON ANADOR,CDRO COE,46346034,1,-56.146290887712,-34.8960098922054
57,7618,3069,RBLA 25 DE AGOSTO DE 1825,JUAN CARLOS GOMEZ,46345047,1,-56.2050077414731,-34.9024570750638
58,2016,327,CDRO COE,AV RAMON ANADOR,46346035,1,-56.1463895858501,-34.8960540027903
59,2016,6033,CDRO COE,ALEJO ROSELL Y RIUS,46346036,1,-56.1469608214344,-34.8963741316857
60,327,2016,AV RAMON ANADOR,CDRO COE,46346037,1,-56.1463895858501,-34.8960540027903
61,327,3804,AV RAMON ANADOR,GRAL LAS HERAS,46346038,1,-56.1471368612984,-34.8960209425225
62,327,6033,AV RAMON ANADOR,ALEJO ROSELL Y RIUS,46346039,1,-56.1471368612984,-34.8960209425225
63,327,1767,AV RAMON ANADOR,AV CATALUÃ‘A,46346040,1,-56.1471368612984,-34.8960209425225
64,327,6168,AV RAMON ANADOR,DOLORES PEREIRA DE ROSELL,46346041,1,-56.1456391565425,-34.8961418416722
65,1128,5001,DR JOSE BRITO FORESTI,RAMON ORTIZ,46346042,1,-56.1532997002128,-34.8883436494134
66,1128,1800,DR JOSE BRITO FORESTI,AV CENTENARIO,46346043,1,-56.1536002430349,-34.8879012054727
67,1059,984,AV BOLIVIA,BEYROUTH,46346044,1,-56.0699915322752,-34.8917897028405
68,1059,6051,AV BOLIVIA,AV GRAL RIVERA,46346045,1,-56.07295165019,-34.890777199518
69,1059,3305,AV BOLIVIA,AV ALM HARWOOD,46346046,1,-56.07295165019,-34.890777199518
70,1059,1683,AV BOLIVIA,CNO CARRASCO,46346047,1,-56.0967240261301,-34.8724144849287
71,3348,3693,AV  DR. LUIS ALBERTO DE HERRERA,JUAN PABLO LAGUNA,46346048,1,-56.1380954067573,-34.9024148920656
72,3348,2511,AV  DR. LUIS ALBERTO DE HERRERA,PLACIDO ELLAURI,46346049,1,-56.1376651812205,-34.9037235717189
73,3348,2876,AV  DR. LUIS ALBERTO DE HERRERA,TTE GRAL PABLO GALARZA,46346050,1,-56.1380330157923,-34.9022182346335
74,2743,6051,ALEJANDRO FLEMING,AV GRAL RIVERA,46346051,1,-56.0928538150004,-34.8909113724708
75,6051,2743,AV GRAL RIVERA,ALEJANDRO FLEMING,46346052,1,-56.0928538150004,-34.8909113724708
76,2743,5487,ALEJANDRO FLEMING,PILCOMAYO,46346053,1,-56.0918804445264,-34.8919926355392
77,6051,6540,AV GRAL RIVERA,ALBERTO ZUM FELDE,46346054,1,-56.0914399973753,-34.8907294668208
78,5973,1800,AV DR AMERICO RICALDONI,AV CENTENARIO,46346055,1,-56.1552190556391,-34.89112916682
79,5973,3564,AV DR AMERICO RICALDONI,AV ITALIA,46346056,1,-56.1552190556391,-34.89112916682
80,5973,3564,AV DR AMERICO RICALDONI,AV ITALIA,46346057,1,-56.15514524568,-34.8913475727525
81,3564,2895,AV ITALIA,DR ALEJANDRO GALLINAL,46346058,1,-56.0990479512444,-34.8856655780979
82,9383,9382,ABREVADERO,29 DE ABRIL,46346059,1,-56.1172825110232,-34.8049463627653
83,5366,6729,CNO LUIS EDUARDO PEREZ,AV LA TABLADA,46346060,1,-56.2534860291107,-34.8140977785383
84,630,5937,ASAMBLEA,RESISTENCIA,46346061,1,-56.1203659067594,-34.8941150970642
85,7680,7701,CALLE 358,PSJE 379,46346062,1,-56.0976256127463,-34.8778183793089
86,7680,7697,CALLE 358,CALLE 375,46346063,1,-56.0978909535262,-34.8784904177131
87,7701,7680,PSJE 379,CALLE 358,46346064,1,-56.0976256127463,-34.8778183793089
88,8884,8000,17 MTS,PSJE PEATONAL VEHICULAR,46346065,1,-56.099830528623,-34.8771421216358
89,8884,7687,17 MTS,CALLE 365,46346066,1,-56.0998832222474,-34.8772169844343
90,9381,8000,18 DE NOVIEMBRE,PSJE PEATONAL VEHICULAR,46346067,1,-56.1182765883147,-34.8045994997875
91,9381,9368,18 DE NOVIEMBRE,18 DE NOVIEMBRE,46346068,1,-56.1182765883147,-34.8045994997875
92,8884,8000,17 MTS,PSJE PEATONAL VEHICULAR,46346069,1,-56.0993471791046,-34.8764554108035
93,1965,1800,JAIME CIBILS,AV CENTENARIO,46346070,1,-56.1537961071226,-34.8877461896858
94,9382,9383,29 DE ABRIL,ABREVADERO,46346071,1,-56.1172825110232,-34.8049463627653
95,9382,8000,29 DE ABRIL,PSJE PEATONAL VEHICULAR,46346072,1,-56.1181837311852,-34.8047589853888
96,8000,8884,PSJE PEATONAL VEHICULAR,17 MTS,46346073,1,-56.099830528623,-34.8771421216358
97,8000,7693,PSJE PEATONAL VEHICULAR,PSJE 371,46346074,1,-56.0992745040791,-34.8768004164272
98,5523,8790,PIRIBEBUY,CALLE 1 DE 17 MTS,46346075,1,-56.2326075604628,-34.8259990506585
99,8103,8109,ZANJA REYUNA,CONGRESO DE ABRIL,46346076,1,-56.2855134073018,-34.8197189765619
100,7939,8009,17 MTS,6 DE 20 MTS ANCHO,46346077,1,-56.1142605873466,-34.839774491524
101,7939,7558,17 MTS,12 DE OCTUBRE,46346078,1,-56.114815571929,-34.8396049944319
102,7940,8009,CALLE 15 MTS,6 DE 20 MTS ANCHO,46346079,1,-56.1147438567018,-34.8404626264582
103,7940,7558,CALLE 15 MTS,12 DE OCTUBRE,46346080,1,-56.1156492861136,-34.8402226923627
104,8009,7939,6 DE 20 MTS ANCHO,17 MTS,46346081,1,-56.1142605873466,-34.839774491524
105,8009,7940,6 DE 20 MTS ANCHO,CALLE 15 MTS,46346082,1,-56.1147438567018,-34.8404626264582
106,6051,4809,AV GRAL RIVERA,OBLIGADO,46346083,1,-56.1603586365488,-34.9030010516627
107,6051,1053,AV GRAL RIVERA,SIMON BOLIVAR,46346084,1,-56.1590467932218,-34.9031026533824
108,5352,8731,CNO CARLOS MARIA DE PENA,PSJE C,46346085,1,-56.2456000104942,-34.8322560640288
109,5352,2151,CNO CARLOS MARIA DE PENA,CORDOBA,46346086,1,-56.2460042736672,-34.8320593210315
110,5352,8726,CNO CARLOS MARIA DE PENA,OFICIAL 3,46346087,1,-56.2460042736672,-34.8320593210315
111,8725,8731,OFICIAL 2,PSJE C,46346088,1,-56.2463061782699,-34.8332219300525
112,2151,8725,CORDOBA,OFICIAL 2,46346089,1,-56.246790479778,-34.832952537173
113,2151,3393,CORDOBA,GRAL HORNOS,46346090,1,-56.2471275974671,-34.8333355859825
114,3393,8724,GRAL HORNOS,OFICIAL 1,46346091,1,-56.247238966608,-34.8332656533656
115,3393,2151,GRAL HORNOS,CORDOBA,46346092,1,-56.2471275974671,-34.8333355859825
116,7939,6237,17 MTS,MARCOS SALCEDO,46346093,1,-56.1160425637778,-34.8392275661293
117,7939,5508,17 MTS,PINTADO,46346094,1,-56.1173044108711,-34.8388393995647
118,5610,1875,AV ING LUIS P PONCE,CHARRUA,46346095,1,-56.1633544501013,-34.9055798507768
119,7023,8934,ESTADOS UNIDOS,PSJE A,46346096,1,-56.2581689751013,-34.8769003919044
120,7023,5982,ESTADOS UNIDOS,PUERTO RICO,46346097,1,-56.2586144942372,-34.8769569735723
121,8934,7023,PSJE A,ESTADOS UNIDOS,46346098,1,-56.2581689751013,-34.8769003919044
122,8934,3612,PSJE A,JAPON,46346099,1,-56.2583427223617,-34.8760169628154
123,7635,3825,3 DE FEBRERO,LAS VIOLETAS,46346100,1,-56.2050050484146,-34.8423431439716
124,7635,5850,3 DE FEBRERO,CNO CORONEL RAIZ,46346101,1,-56.2021907182002,-34.8440062177377
125,4956,570,BV JOSE BATLLE Y ORDOÃ‘EZ,JUAN ARRIETA,46346102,1,-56.1594243989213,-34.8703715779237
126,4956,1563,BV JOSE BATLLE Y ORDOÃ‘EZ,CANSTATT,46346103,1,-56.1582566617919,-34.8712676569081
127,570,4956,JUAN ARRIETA,BV JOSE BATLLE Y ORDOÃ‘EZ,46346104,1,-56.1594243989213,-34.8703715779237
128,570,4956,JUAN ARRIETA,BV JOSE BATLLE Y ORDOÃ‘EZ,46346105,1,-56.1595542140181,-34.8704981207039
129,4956,570,BV JOSE BATLLE Y ORDOÃ‘EZ,JUAN ARRIETA,46346106,1,-56.1595542140181,-34.8704981207039
130,4956,570,BV JOSE BATLLE Y ORDOÃ‘EZ,JUAN ARRIETA,46346107,1,-56.1596299052338,-34.8704337464957
131,4956,570,BV JOSE BATLLE Y ORDOÃ‘EZ,JUAN ARRIETA,46346108,1,-56.1595120484838,-34.8703026500469
132,4956,255,BV JOSE BATLLE Y ORDOÃ‘EZ,ALTAMIRANO,46346109,1,-56.1610728335813,-34.8690964151902
133,570,4956,JUAN ARRIETA,BV JOSE BATLLE Y ORDOÃ‘EZ,46346110,1,-56.1596299052338,-34.8704337464957
134,570,4956,JUAN ARRIETA,BV JOSE BATLLE Y ORDOÃ‘EZ,46346111,1,-56.1595120484838,-34.870302650047
135,4956,5926,BV JOSE BATLLE Y ORDOÃ‘EZ,AV REPUBLICA DE COREA,46346112,1,-56.1571552330019,-34.8722980785617
136,4956,1896,BV JOSE BATLLE Y ORDOÃ‘EZ,CHIAVARI,46346113,1,-56.1571552330019,-34.8722980785617
137,4956,1248,BV JOSE BATLLE Y ORDOÃ‘EZ,CADIZ,46346114,1,-56.1563527120188,-34.8729311122826
138,4956,5926,BV JOSE BATLLE Y ORDOÃ‘EZ,AV REPUBLICA DE COREA,46346115,1,-56.1570290129714,-34.8721812221656
139,4956,1248,BV JOSE BATLLE Y ORDOÃ‘EZ,CADIZ,46346116,1,-56.1562535273121,-34.8728231996782
140,708,4956,AZARA,BV JOSE BATLLE Y ORDOÃ‘EZ,46346117,1,-56.1407425119837,-34.8844637627897
141,708,6351,AZARA,FELIPE SANGUINETTI,46346118,1,-56.1401383640084,-34.8838739211694
142,4995,399,JUAN ORTIZ,ANZANI,46346119,1,-56.1413118437614,-34.8848280680566
143,4956,708,BV JOSE BATLLE Y ORDOÃ‘EZ,AZARA,46346120,1,-56.1407425119837,-34.8844637627897
144,4956,708,BV JOSE BATLLE Y ORDOÃ‘EZ,AZARA,46346121,1,-56.1406517118471,-34.8845294312344
145,6550,8112,SBRE 10 MTS TUPAMBAE,CNO CAMPAMENTOS ORIENTALES,46346122,1,-56.2893204517933,-34.8162838510626
146,1415,3336,GERARDO DE LEON,CARLOS MARIA HERRERA,46346123,1,-56.2395393583166,-34.8365154790381
147,1415,7182,GERARDO DE LEON,VITTORIO VENETO,46346124,1,-56.2409688447446,-34.8356428993623
148,4956,708,BV JOSE BATLLE Y ORDOÃ‘EZ,AZARA,46346125,1,-56.1407426430984,-34.8846097688764
149,4956,4995,BV JOSE BATLLE Y ORDOÃ‘EZ,JUAN ORTIZ,46346126,1,-56.1407426430985,-34.8846097688764
150,4956,702,BV JOSE BATLLE Y ORDOÃ‘EZ,AYUI,46346127,1,-56.1398710538393,-34.8852395812466
151,4956,1236,BV JOSE BATLLE Y ORDOÃ‘EZ,MATEO CABRAL,46346128,1,-56.1390326644566,-34.8857250586277
152,708,4956,AZARA,BV JOSE BATLLE Y ORDOÃ‘EZ,46346129,1,-56.1406517118471,-34.8845294312344
153,708,4956,AZARA,BV JOSE BATLLE Y ORDOÃ‘EZ,46346130,1,-56.1407426430984,-34.8846097688764
154,708,4995,AZARA,JUAN ORTIZ,46346131,1,-56.1407426430985,-34.8846097688764
155,4956,3564,BV JOSE BATLLE Y ORDOÃ‘EZ,AV ITALIA,46346132,1,-56.1385837724102,-34.8862037225028
156,4956,3564,BV JOSE BATLLE Y ORDOÃ‘EZ,AV ITALIA,46346133,1,-56.1382281731579,-34.8864655377
157,4956,327,BV JOSE BATLLE Y ORDOÃ‘EZ,AV RAMON ANADOR,46346134,1,-56.129719206219,-34.8929803013697
158,4956,6048,BV JOSE BATLLE Y ORDOÃ‘EZ,AV SANTIAGO RIVAS,46346135,1,-56.1289333517543,-34.8936086072949
159,4956,327,BV JOSE BATLLE Y ORDOÃ‘EZ,AV RAMON ANADOR,46346136,1,-56.1297884024316,-34.8930422567471
160,4956,327,BV JOSE BATLLE Y ORDOÃ‘EZ,AV RAMON ANADOR,46346137,1,-56.1299245315202,-34.8930384098169
161,7903,6822,RUTA NAL DR HUGO BATALLA,CARLOS TELLIER,46346138,1,-56.2254057481423,-34.8688043729909
162,7903,4629,RUTA NAL DR HUGO BATALLA,GRAL AGUSTIN MUÃ‘OZ,46346139,1,-56.2264779561781,-34.8692403605458
163,7903,3423,RUTA NAL DR HUGO BATALLA,HUMBOLDT,46346140,1,-56.232758863615,-34.8719232625088
164,3519,5850,BESNES E IRIGOYEN,CNO CORONEL RAIZ,46346141,1,-56.1974254342971,-34.8180013141413
165,3519,5850,BESNES E IRIGOYEN,CNO CORONEL RAIZ,46346142,1,-56.1973828058415,-34.8180264338976
166,8797,239,PEDRO DE SOTO Y ROMERO,DR RODOLFO ALMEIDA PINTOS,46346143,1,-56.1795994263828,-34.8325222117949
167,8797,8850,PEDRO DE SOTO Y ROMERO,HORACIO TORRES,46346144,1,-56.1812417539035,-34.8323981572263
168,6051,6600,AV GRAL RIVERA,AV DR FRANCISCO SOCA,46346145,1,-56.1560421114832,-34.9031652404303
169,7903,5901,RUTA NAL DR HUGO BATALLA,CNEL WENCESLAO REGULES,46346146,1,-56.2209080240974,-34.8692468063328
170,7903,2217,RUTA NAL DR HUGO BATALLA,AV COSTANERA,46346147,1,-56.2209080240974,-34.8692468063328
171,7889,2295,PSJE E,CURITIBA,46346148,1,-56.1763858219366,-34.8231962928895
172,7889,7888,PSJE E,PSJE B,46346149,1,-56.1762427957487,-34.8231666618382
173,7889,7887,PSJE E,PSJE A,46346150,1,-56.1766502307122,-34.8232464522289
174,2295,7889,CURITIBA,PSJE E,46346151,1,-56.1763858219366,-34.8231962928895
175,2295,369,CURITIBA,LOS ANGELES,46346152,1,-56.176225254528,-34.823887910588
176,2413,8374,CNO DELFIN,PSJE A,46346153,1,-56.0926812212937,-34.8259374741023
177,2413,7126,CNO DELFIN,VARSOVIA,46346154,1,-56.0938068918421,-34.8261937731785
178,2413,8373,CNO DELFIN,PSJE B,46346155,1,-56.0918990838875,-34.8256502921773
179,2389,2393,CNO DEL ALAMBRADOR,CNO DEL CARRERO,46346156,1,-56.3980768714681,-34.8337821260372
180,2389,9496,CNO DEL ALAMBRADOR,CNO 3ERO DE 30 MTRS,46346157,1,-56.4077270686309,-34.8250930307704
181,2389,9028,CNO DEL ALAMBRADOR,RBLA COSTANERA,46346158,1,-56.4119246265277,-34.8214580484969
182,5570,5567,PSJE MIGUEL BENINCASA,ANDRES MAZZALI,46346159,1,-56.1613411410146,-34.8286686433503
183,5570,4824,PSJE MIGUEL BENINCASA,PEDRO DOMINGO ETCHEGOYEN,46346160,1,-56.1613411410146,-34.8286686433503
184,5570,2883,PSJE MIGUEL BENINCASA,CNO TTE GALEANO,46346161,1,-56.1614611060225,-34.8295607792357
185,1719,6114,FLORENTINO CASTELLANOS,CELEDONIO ROJAS,46346162,1,-56.18784826817,-34.8508658602554
186,1719,651,FLORENTINO CASTELLANOS,ATAHONA,46346163,1,-56.18784826817,-34.8508658602554
187,1719,4953,FLORENTINO CASTELLANOS,DOMINGO ORDOÃ‘ANA,46346164,1,-56.1882299965274,-34.8505492950022
188,1110,3924,AV BRASIL,LIBERTAD,46346165,1,-56.1545534619943,-34.9087284571373
189,1110,6600,AV BRASIL,AV DR FRANCISCO SOCA,46346166,1,-56.1534221606136,-34.9090920743542
190,597,3183,BV GRAL ARTIGAS,GUANA,46346167,1,-56.1639847203698,-34.9046202786338
191,597,1545,BV GRAL ARTIGAS,CANELONES,46346168,1,-56.1637861271124,-34.9067364029338
192,597,4140,BV GRAL ARTIGAS,MALDONADO,46346169,1,-56.1636347568475,-34.9076987117115
193,5442,5604,CNO PETIROSSI,MANUEL INSUA,46346170,1,-56.1307173981585,-34.801868699682
194,5442,1525,CNO PETIROSSI,CAMUNDA,46346171,1,-56.1284016510559,-34.8011176667253
195,5442,5603,CNO PETIROSSI,ATILIO COSTA,46346172,1,-56.1315101782934,-34.801982825116
196,7776,831,SDA DE PASO,AV LUIS BATLLE BERRES,46346173,1,-56.3180445749062,-34.8138942832811
197,4995,4956,JUAN ORTIZ,BV JOSE BATLLE Y ORDOÃ‘EZ,46346174,1,-56.1407426430985,-34.8846097688764
198,4995,708,JUAN ORTIZ,AZARA,46346175,1,-56.1407426430985,-34.8846097688764
199,5441,8000,CNO PETIROSSI,PSJE PEATONAL VEHICULAR,46346176,1,-56.1103708146945,-34.8090843762624
200,5441,8000,CNO PETIROSSI,PSJE PEATONAL VEHICULAR,46346177,1,-56.1100218466303,-34.8089441837373
201,5442,8602,CNO PETIROSSI,JOSE MARIA CORDERO,46346178,1,-56.1326322370699,-34.8021443428352
202,5603,5442,ATILIO COSTA,CNO PETIROSSI,46346179,1,-56.1315101782934,-34.801982825116
203,5603,5605,ATILIO COSTA,PROF DR JORGE DE VECCHI,46346180,1,-56.1312701158812,-34.8036092552208
204,5605,5603,PROF DR JORGE DE VECCHI,ATILIO COSTA,46346181,1,-56.1312701158812,-34.8036092552208
205,5605,5604,PROF DR JORGE DE VECCHI,MANUEL INSUA,46346182,1,-56.1303003388583,-34.8034939195291
206,2013,6620,COCHABAMBA,SBRE ANCHO 17 METROS,46346183,1,-56.1085616686493,-34.8530573701156
207,2013,4738,COCHABAMBA,GUSTAVO NICOLICH AROCENA,46346184,1,-56.112225200815,-34.8519591830858
208,2013,1650,COCHABAMBA,CNO FELIPE CARDOSO,46346185,1,-56.1019895010797,-34.8539055795508
209,6620,6484,SBRE ANCHO 17 METROS,SDA DE PASO,46346186,1,-56.1062180703621,-34.8464225412362
210,6620,2013,SBRE ANCHO 17 METROS,COCHABAMBA,46346187,1,-56.1085616686493,-34.8530573701156
211,5466,8000,GERONIMO PICCIOLI,PSJE PEATONAL VEHICULAR,46346188,1,-56.1494739133274,-34.8482557799261
212,5466,6666,GERONIMO PICCIOLI,DE LOS STUDS,46346189,1,-56.1500310528098,-34.8478118214648
213,8000,5466,PSJE PEATONAL VEHICULAR,GERONIMO PICCIOLI,46346190,1,-56.1494739133274,-34.8482557799261
214,8000,5466,PSJE PEATONAL VEHICULAR,GERONIMO PICCIOLI,46346191,1,-56.1480236725488,-34.8492377072162
215,8000,3777,PSJE PEATONAL VEHICULAR,AV DAMASO ANTONIO LARRAÃ‘AGA,46346192,1,-56.1480236725488,-34.8492377072162
216,4254,2268,GRAL ENRIQUE MARTINEZ,CUARO,46346193,1,-56.1979039670889,-34.8739261842901
217,4254,1182,GRAL ENRIQUE MARTINEZ,BURICAYUPI,46346194,1,-56.1995078645554,-34.8740522145298
218,3213,306,GUATEMALA,RBLA SUD AMERICA,46346195,1,-56.1952945274257,-34.8924763921281
219,3213,5115,GUATEMALA,PARAGUAY,46346196,1,-56.1939231141258,-34.8923610327451
220,9810,9577,RUTA NAL 5,SBRE SERVIDUMBRE DE PASO,46346197,1,-56.269251008387,-34.7722732407072
221,9810,6203,RUTA NAL 5,RUTA NAL PERIMETRAL WILSON FERREIRA,46346198,1,-56.2702524149305,-34.7738092597632
222,1248,1941,CADIZ,CHIRIGUANOS,46346199,1,-56.1621952111863,-34.8791378492265
223,1248,1965,CADIZ,JAIME CIBILS,46346200,1,-56.1622720165341,-34.8799218722981
224,1248,1941,CADIZ,CHIRIGUANOS,46346201,1,-56.1622720165341,-34.8799218722981
225,1248,1965,CADIZ,JAIME CIBILS,46346202,1,-56.1621952111863,-34.8791378492265
226,239,8797,DR RODOLFO ALMEIDA PINTOS,PEDRO DE SOTO Y ROMERO,46346203,1,-56.1795994263828,-34.8325222117949
227,239,4277,DR RODOLFO ALMEIDA PINTOS,DR ISIDRO MAS DE AYALA,46346204,1,-56.179637154146,-34.8329515972839
228,239,8823,DR RODOLFO ALMEIDA PINTOS,FRANCISCO DE LOS ANGELES MUÃ‘OZ,46346205,1,-56.1795374559109,-34.8319834051587
229,239,4309,DR RODOLFO ALMEIDA PINTOS,DR JOSE MAY,46346206,1,-56.1794543084531,-34.8313459941174
230,4309,239,DR JOSE MAY,DR RODOLFO ALMEIDA PINTOS,46346207,1,-56.1794543084531,-34.8313459941174
231,4309,8850,DR JOSE MAY,HORACIO TORRES,46346208,1,-56.1811603192047,-34.8313293077126
232,4277,239,DR ISIDRO MAS DE AYALA,DR RODOLFO ALMEIDA PINTOS,46346209,1,-56.179637154146,-34.8329515972839
233,4277,8850,DR ISIDRO MAS DE AYALA,HORACIO TORRES,46346210,1,-56.1812751126235,-34.8328320471965
234,2542,239,DR VICTOR ESCARDO Y ANAYA,DR RODOLFO ALMEIDA PINTOS,46346211,1,-56.1792825046583,-34.830288351296
235,2542,8850,DR VICTOR ESCARDO Y ANAYA,HORACIO TORRES,46346212,1,-56.1810797055997,-34.8302384560521
236,336,2755,CNO ANAYA,CNO MANUEL M FLORES,46346213,1,-56.3193443603851,-34.831689758054
237,336,8252,CNO ANAYA,MARIO R PEREZ,46346214,1,-56.3152717860469,-34.8261701974101
238,1625,5823,AV COSTANERA FELIPE CARAPE,JOSE MARIA PLATERO,46346215,1,-56.1938680993285,-34.8540702862046
239,1625,5775,AV COSTANERA FELIPE CARAPE,PASCUAL COSTA,46346216,1,-56.1937551989967,-34.8542181228444
240,7052,7051,LAS TACUARAS,2 LOS CIPRESES,46346217,1,-56.2802554945954,-34.8526211490861
