Arbol,Cod_calle,Calle,Cod_Entre,Entre,Cod_Y,Y, Numero,Ajuste,Acera,Alineacion,Ordinal,Ancho Vereda,Distancia,CAP,Altura,Diametro Copa,EV,Int.Aerea,Int.Sub,Genero,Especie,Nombre científico
141634,7602,20 DE FEBRERO,4965,ORIBE GRAL. IGNACIO,4578,MORENO LUCAS,2943,,I,1,1,,5,134,13,12,2,N,S,51,1,Melia azedarach
141635,7602,20 DE FEBRERO,4965,ORIBE GRAL. IGNACIO,4578,MORENO LUCAS,2945,2943,I,1,1,,5,136,14,11,2,S,S,51,1,Melia azedarach
141636,7602,20 DE FEBRERO,4965,ORIBE GRAL. IGNACIO,4578,MORENO LUCAS,2945,,I,1,2,,5,81,7,8,2,S,N,71,1,Schinus molle
141637,7602,20 DE FEBRERO,687,AVELLANEDA MARCOS DE,7019,DE UBEDA FRAY MANUEL,0,S/N,P,1,1,,2,169,14,12,2,N,S,51,1,Melia azedarach
141638,7602,20 DE FEBRERO,687,AVELLANEDA MARCOS DE,7019,DE UBEDA FRAY MANUEL,2816,,P,1,1,,2,115,13,10,2,S,S,35,3,Fraxinus lanceolata
141639,7602,20 DE FEBRERO,687,AVELLANEDA MARCOS DE,7019,DE UBEDA FRAY MANUEL,2816,,P,1,2,,2,150,6,5,2,S,S,55,1,Nerium oleander
141640,7602,20 DE FEBRERO,687,AVELLANEDA MARCOS DE,7019,DE UBEDA FRAY MANUEL,2818,,P,1,1,,2,113,12,9,2,S,S,35,3,Fraxinus lanceolata
141641,7602,20 DE FEBRERO,687,AVELLANEDA MARCOS DE,7019,DE UBEDA FRAY MANUEL,2824,,P,1,2,,2,50,4,4,2,S,N,79,1,Hibiscus rosa-sinensis
141642,7602,20 DE FEBRERO,687,AVELLANEDA MARCOS DE,7019,DE UBEDA FRAY MANUEL,2824,,P,1,1,,2,37,3,3,2,S,N,79,1,Hibiscus rosa-sinensis
141643,7602,20 DE FEBRERO,4578,MORENO LUCAS,120,AGACES,2939,,I,1,2,,5,82,7,6,2,N,S,51,1,Melia azedarach
141644,7602,20 DE FEBRERO,4578,MORENO LUCAS,120,AGACES,2939,,I,1,1,,5,96,8,6,2,N,S,51,1,Melia azedarach
141645,7602,20 DE FEBRERO,4578,MORENO LUCAS,120,AGACES,2969,,I,1,1,,5,118,7,3,3,N,N,51,1,Melia azedarach
141646,7602,20 DE FEBRERO,7019,DE UBEDA FRAY MANUEL,3834,LASALA CNEL.,2844,,P,1,1,,2,140,13,11,2,S,S,35,3,Fraxinus lanceolata
141647,7602,20 DE FEBRERO,7019,DE UBEDA FRAY MANUEL,3834,LASALA CNEL.,2848,,P,1,1,,2,128,11,11,3,S,S,35,3,Fraxinus lanceolata
141648,7602,20 DE FEBRERO,7019,DE UBEDA FRAY MANUEL,3834,LASALA CNEL.,0,S/N,P,1,2,,2,115,12,9,2,S,S,35,3,Fraxinus lanceolata
141649,7602,20 DE FEBRERO,7019,DE UBEDA FRAY MANUEL,3834,LASALA CNEL.,0,S/N,P,1,1,,2,120,11,9,2,S,S,35,3,Fraxinus lanceolata
141650,7602,20 DE FEBRERO,1800,CENTENARIO AVENIDA,0,,,S/N,I,,1,,1,212,12,,2,N,N,70,2,Salix babylonica
141651,7602,20 DE FEBRERO,1800,CENTENARIO AVENIDA,0,,3917,,I,,1,,1,181,15,,2,N,N,64,2,Populus deltoides
141652,7602,20 DE FEBRERO,6180,ROUSSEAU JUAN JACOBO,930,FRAY BENTOS,2748,,P,1,1,,2,127,14,9,2,S,S,35,3,Fraxinus lanceolata
141653,7602,20 DE FEBRERO,6180,ROUSSEAU JUAN JACOBO,930,FRAY BENTOS,0,S/N,I,1,1,,2,80,10,7,2,S,S,35,3,Fraxinus lanceolata
141654,7602,20 DE FEBRERO,6180,ROUSSEAU JUAN JACOBO,930,FRAY BENTOS,0,S/N,I,1,2,,2,73,10,7,2,S,N,35,3,Fraxinus lanceolata
141655,7602,20 DE FEBRERO,6180,ROUSSEAU JUAN JACOBO,930,FRAY BENTOS,0,S/N,I,1,1,,2,87,12,9,2,S,N,35,3,Fraxinus lanceolata
141656,7602,20 DE FEBRERO,6180,ROUSSEAU JUAN JACOBO,930,FRAY BENTOS,0,S/N,I,1,2,,2,91,12,10,2,S,N,35,3,Fraxinus lanceolata
141657,7602,20 DE FEBRERO,6180,ROUSSEAU JUAN JACOBO,930,FRAY BENTOS,0,S/N,I,1,3,,2,200,12,10,2,S,N,51,1,Melia azedarach
141658,7602,20 DE FEBRERO,6180,ROUSSEAU JUAN JACOBO,930,FRAY BENTOS,0,S/N,I,1,4,,2,198,12,10,2,S,N,51,1,Melia azedarach
141659,7602,20 DE FEBRERO,6180,ROUSSEAU JUAN JACOBO,930,FRAY BENTOS,0,,I,1,1,,2,125,11,9,2,S,N,51,1,Melia azedarach
141660,7602,20 DE FEBRERO,3114,IRURETA GOYENA DR. JOSE,1995,CLARAMUNT TOMAS,3030,,P,1,1,,3,42,3,3,2,S,N,41,1,Lagerstroemia indica
141661,7602,20 DE FEBRERO,3114,IRURETA GOYENA DR. JOSE,1995,CLARAMUNT TOMAS,3032,,P,1,1,,3,212,14,12,2,S,S,51,1,Melia azedarach
141662,7602,20 DE FEBRERO,3114,IRURETA GOYENA DR. JOSE,1995,CLARAMUNT TOMAS,3032,,P,1,2,,3,170,12,10,2,N,S,51,1,Melia azedarach
141663,7602,20 DE FEBRERO,7447,YUCATAN,6537,SERRATO  ING JOSE,3155,,I,1,1,,4,151,9,6,2,N,S,35,3,Fraxinus lanceolata
141664,7602,20 DE FEBRERO,7447,YUCATAN,6537,SERRATO  ING JOSE,3161,,I,1,1,,4,100,8,5,3,N,N,35,3,Fraxinus lanceolata
141665,7602,20 DE FEBRERO,7447,YUCATAN,6537,SERRATO  ING JOSE,3167,,I,1,1,,4,163,10,11,2,S,S,35,3,Fraxinus lanceolata
141666,7602,20 DE FEBRERO,7447,YUCATAN,6537,SERRATO  ING JOSE,3171,,I,1,1,,4,143,12,10,2,N,S,35,3,Fraxinus lanceolata
141667,7602,20 DE FEBRERO,7447,YUCATAN,6537,SERRATO  ING JOSE,3171,,I,1,2,,4,112,10,15,2,S,S,33,2,Ficus elastica
141668,7602,20 DE FEBRERO,7447,YUCATAN,6537,SERRATO  ING JOSE,3177,,I,1,1,,4,190,14,12,2,S,S,35,3,Fraxinus lanceolata
141669,7602,20 DE FEBRERO,7447,YUCATAN,6537,SERRATO  ING JOSE,3185,,I,1,1,,4,132,10,8,2,S,S,35,3,Fraxinus lanceolata
141670,7602,20 DE FEBRERO,7447,YUCATAN,6537,SERRATO  ING JOSE,3191,,I,1,1,,4,117,11,8,2,S,S,35,3,Fraxinus lanceolata
141671,7602,20 DE FEBRERO,7447,YUCATAN,6537,SERRATO  ING JOSE,3197,S/N,I,1,1,,4,176,13,10,2,N,N,35,3,Fraxinus lanceolata
141672,7602,20 DE FEBRERO,7447,YUCATAN,6537,SERRATO  ING JOSE,3197,4,I,1,2,,4,155,12,9,2,S,S,35,3,Fraxinus lanceolata
141673,7602,20 DE FEBRERO,7656,8 DE OCTUBRE AVENIDA,6180,ROUSSEAU JUAN JACOBO,2684,,P,1,1,,1,152,13,9,3,S,S,51,1,Melia azedarach
141678,7602,20 DE FEBRERO,7656,8 DE OCTUBRE AVENIDA,6180,ROUSSEAU JUAN JACOBO,0,s/n,I,1,3,,1,135,13,11,2,S,S,63,1,Platanus x acerifolia
141679,7602,20 DE FEBRERO,7656,8 DE OCTUBRE AVENIDA,6180,ROUSSEAU JUAN JACOBO,0,s/n,I,1,2,,1,130,14,12,2,S,S,63,1,Platanus x acerifolia
141680,7602,20 DE FEBRERO,7656,8 DE OCTUBRE AVENIDA,6180,ROUSSEAU JUAN JACOBO,2657,,I,1,1,,2,125,12,5,4,N,S,76,1,Tipuana tipu
141681,7602,20 DE FEBRERO,7656,8 DE OCTUBRE AVENIDA,6180,ROUSSEAU JUAN JACOBO,2657,bis,I,1,2,,1,230,16,12,2,S,S,63,1,Platanus x acerifolia
141682,7602,20 DE FEBRERO,7656,8 DE OCTUBRE AVENIDA,6180,ROUSSEAU JUAN JACOBO,2671,,I,1,1,,2,183,16,13,2,S,S,76,1,Tipuana tipu
141683,7602,20 DE FEBRERO,7656,8 DE OCTUBRE AVENIDA,6180,ROUSSEAU JUAN JACOBO,2673,,I,1,1,,2,190,16,13,2,S,S,76,1,Tipuana tipu
141684,7602,20 DE FEBRERO,7656,8 DE OCTUBRE AVENIDA,6180,ROUSSEAU JUAN JACOBO,2685,,I,1,1,,2,215,17,12,2,N,S,76,1,Tipuana tipu
141685,7602,20 DE FEBRERO,7656,8 DE OCTUBRE AVENIDA,6180,ROUSSEAU JUAN JACOBO,2687,,I,1,2,,2,165,13,10,3,N,S,51,1,Melia azedarach
141686,7602,20 DE FEBRERO,7656,8 DE OCTUBRE AVENIDA,6180,ROUSSEAU JUAN JACOBO,2687,,I,1,1,,2,113,12,10,3,S,S,51,1,Melia azedarach
141687,7602,20 DE FEBRERO,930,FRAY BENTOS,687,AVELLANEDA MARCOS DE,0,S/N,P,1,2,,2,182,14,10,2,S,N,51,1,Melia azedarach
141688,7602,20 DE FEBRERO,930,FRAY BENTOS,687,AVELLANEDA MARCOS DE,0,S/N,P,1,1,,2,195,14,10,2,S,S,51,1,Melia azedarach
141689,7602,20 DE FEBRERO,930,FRAY BENTOS,687,AVELLANEDA MARCOS DE,2772,,P,1,2,,2,187,14,10,2,S,S,51,1,Melia azedarach
141690,7602,20 DE FEBRERO,930,FRAY BENTOS,687,AVELLANEDA MARCOS DE,2772,,P,1,1,,2,155,14,11,3,S,S,51,1,Melia azedarach
141691,7602,20 DE FEBRERO,930,FRAY BENTOS,687,AVELLANEDA MARCOS DE,2780,,P,1,1,,2,155,14,10,2,S,S,35,3,Fraxinus lanceolata
141692,7602,20 DE FEBRERO,930,FRAY BENTOS,687,AVELLANEDA MARCOS DE,2786,,P,1,2,,2,109,9,8,2,N,S,35,2,Fraxinus excelsior
141693,7602,20 DE FEBRERO,930,FRAY BENTOS,687,AVELLANEDA MARCOS DE,2786,,P,1,1,,2,200,12,10,2,S,S,51,1,Melia azedarach
141695,7602,20 DE FEBRERO,822,BATALLA MAURICIA,7447,YUCATAN,3116,,P,1,2,,5,124,10,8,2,N,N,35,2,Fraxinus excelsior
141696,7602,20 DE FEBRERO,822,BATALLA MAURICIA,7447,YUCATAN,3116,,P,1,1,,5,157,11,10,2,S,S,35,2,Fraxinus excelsior
141697,7602,20 DE FEBRERO,822,BATALLA MAURICIA,7447,YUCATAN,3122,,P,1,1,,5,144,8,8,3,N,S,35,2,Fraxinus excelsior
141698,7602,20 DE FEBRERO,822,BATALLA MAURICIA,7447,YUCATAN,3128,,P,1,1,,5,129,8,6,2,N,N,35,2,Fraxinus excelsior
141699,7602,20 DE FEBRERO,822,BATALLA MAURICIA,7447,YUCATAN,3132,,P,1,1,,5,135,9,10,2,N,S,35,3,Fraxinus lanceolata
141700,7602,20 DE FEBRERO,822,BATALLA MAURICIA,7447,YUCATAN,3138,,P,1,1,,5,131,11,9,2,S,N,35,3,Fraxinus lanceolata
141701,7602,20 DE FEBRERO,822,BATALLA MAURICIA,7447,YUCATAN,3142,,P,1,1,,5,162,12,10,2,S,S,35,3,Fraxinus lanceolata
141702,7602,20 DE FEBRERO,7447,YUCATAN,703,AYUNTAMIENTO,3154,,P,1,1,,5,171,12,10,2,N,S,35,3,Fraxinus lanceolata
141703,7602,20 DE FEBRERO,7447,YUCATAN,703,AYUNTAMIENTO,3162,,P,1,1,,5,108,11,9,2,N,S,35,3,Fraxinus lanceolata
141704,7602,20 DE FEBRERO,7447,YUCATAN,703,AYUNTAMIENTO,3166,,P,1,1,,5,162,11,12,2,N,S,35,3,Fraxinus lanceolata
141706,7602,20 DE FEBRERO,7447,YUCATAN,703,AYUNTAMIENTO,3174,,P,1,5,,5,173,10,13,2,S,S,71,1,Schinus molle
141707,7602,20 DE FEBRERO,7447,YUCATAN,703,AYUNTAMIENTO,3184,,P,1,4,,5,150,11,10,2,S,N,35,3,Fraxinus lanceolata
141708,7602,20 DE FEBRERO,7447,YUCATAN,703,AYUNTAMIENTO,0,S/N,P,1,3,,4,158,12,9,2,N,S,35,3,Fraxinus lanceolata
141709,7602,20 DE FEBRERO,7447,YUCATAN,703,AYUNTAMIENTO,0,S/N,P,1,2,,4,166,11,9,2,N,N,35,2,Fraxinus excelsior
141710,7602,20 DE FEBRERO,7447,YUCATAN,703,AYUNTAMIENTO,0,S/N,P,1,1,,4,177,13,12,2,N,N,35,2,Fraxinus excelsior
238436,7602,20 DE FEBRERO,3366,HIMALAYA,0,,0,s/n,P,1,,,4,264,17,6,2,S,S,64,2,Populus deltoides
238469,7602,20 DE FEBRERO,3834,LASALA CNEL.,2157,VAZQUEZ CORES FRANCISCO,2896,,P,1,,,2,20,3,1,2,N,N,999,88,Dudas
238470,7602,20 DE FEBRERO,3834,LASALA CNEL.,2157,VAZQUEZ CORES FRANCISCO,2896,,P,1,,,2,60,6,8,2,S,N,25,2,Chorisia speciosa
238471,7602,20 DE FEBRERO,3834,LASALA CNEL.,2157,VAZQUEZ CORES FRANCISCO,2896,,P,1,,,2,65,9,6,2,S,N,15,2,Araucaria bidwillii
238487,7602,20 DE FEBRERO,3834,LASALA CNEL.,4965,ORIBE GRAL. IGNACIO,0,s/n,I,1,,,0,200,9,6,3,N,S,70,4,Salix humboldtiana
238488,7602,20 DE FEBRERO,3834,LASALA CNEL.,4965,ORIBE GRAL. IGNACIO,4287,4287b,I,1,,,0,128,12,9,2,S,S,51,1,Melia azedarach
238489,7602,20 DE FEBRERO,3834,LASALA CNEL.,4965,ORIBE GRAL. IGNACIO,4287,,I,1,,,0,97,12,8,2,N,S,51,1,Melia azedarach
238634,7602,20 DE FEBRERO,4965,ORIBE GRAL. IGNACIO,4578,MORENO LUCAS,2945,,I,1,,,5,77,7,8,2,S,N,71,1,Schinus molle
238635,7602,20 DE FEBRERO,4965,ORIBE GRAL. IGNACIO,4578,MORENO LUCAS,2949,,I,1,,,5,7,1,.5,2,N,N,51,1,Melia azedarach
238636,7602,20 DE FEBRERO,4578,MORENO LUCAS,120,AGACES,2959,,I,1,,,2,178,16,14,2,S,N,35,4,Fraxinus ornus
238651,7602,20 DE FEBRERO,7447,YUCATAN,6537,SERRATO  ING JOSE,3197,,I,1,,,4,77,12,9,3,N,N,51,1,Melia azedarach
238652,7602,20 DE FEBRERO,7447,YUCATAN,6537,SERRATO  ING JOSE,3197,,I,1,,,4,47,7,5,2,N,N,35,3,Fraxinus lanceolata
238653,7602,20 DE FEBRERO,7447,YUCATAN,6537,SERRATO  ING JOSE,3185,,I,1,,,4,45,4,3,2,N,N,22,3,Celtis spinosa
238654,7602,20 DE FEBRERO,7447,YUCATAN,6537,SERRATO  ING JOSE,3161,,I,1,,,4,75,8,9,2,S,N,71,1,Schinus molle
238655,7602,20 DE FEBRERO,7447,YUCATAN,6537,SERRATO  ING JOSE,3155,,I,1,,,4,70,8,9,2,S,N,71,1,Schinus molle
238656,7602,20 DE FEBRERO,7447,YUCATAN,6537,SERRATO  ING JOSE,3155,,I,1,,,4,56,01/05/10,2,1,N,N,19,1,Butia capitata
239102,7602,20 DE FEBRERO,2157,VAZQUEZ CORES FRANCISCO,2523,DE ERCILIA ALONSO,2940,,P,1,,,4,33,3,2,2,N,N,79,3,Hibiscus syriacus
239103,7602,20 DE FEBRERO,2157,VAZQUEZ CORES FRANCISCO,2523,DE ERCILIA ALONSO,2940,,P,1,,,4,41,2,1,2,N,N,55,1,Nerium oleander
239104,7602,20 DE FEBRERO,2157,VAZQUEZ CORES FRANCISCO,2523,DE ERCILIA ALONSO,2940,,P,1,,,4,97,9,7,2,S,N,25,2,Chorisia speciosa
239105,7602,20 DE FEBRERO,2157,VAZQUEZ CORES FRANCISCO,2523,DE ERCILIA ALONSO,2940,,P,1,,,4,93,3,3,2,N,N,55,1,Nerium oleander
239106,7602,20 DE FEBRERO,2157,VAZQUEZ CORES FRANCISCO,2523,DE ERCILIA ALONSO,2940,,P,1,,,4,73,10,6,2,N,N,40,2,Juglans regia
239107,7602,20 DE FEBRERO,2157,VAZQUEZ CORES FRANCISCO,2523,DE ERCILIA ALONSO,2940,,P,1,,,4,104,12,8,2,N,N,25,2,Chorisia speciosa
239108,7602,20 DE FEBRERO,2157,VAZQUEZ CORES FRANCISCO,2523,DE ERCILIA ALONSO,2940,,P,1,,,4,32,3,2,2,N,N,79,3,Hibiscus syriacus
239109,7602,20 DE FEBRERO,2157,VAZQUEZ CORES FRANCISCO,2523,DE ERCILIA ALONSO,2948,,P,1,,,4,127,12,10,3,S,S,51,1,Melia azedarach
239110,7602,20 DE FEBRERO,2157,VAZQUEZ CORES FRANCISCO,2523,DE ERCILIA ALONSO,2952,,P,1,,,4,11,2,1,2,N,N,51,1,Melia azedarach
239111,7602,20 DE FEBRERO,2157,VAZQUEZ CORES FRANCISCO,2523,DE ERCILIA ALONSO,2910,,P,1,,,4,225,11,10,4,S,S,11,2,Acer negundo
239112,7602,20 DE FEBRERO,2157,VAZQUEZ CORES FRANCISCO,2523,DE ERCILIA ALONSO,2910,,P,1,,,4,197,14,11,3,S,S,51,1,Melia azedarach
239113,7602,20 DE FEBRERO,2157,VAZQUEZ CORES FRANCISCO,2523,DE ERCILIA ALONSO,2952,,P,1,,,4,84,5,4,2,N,N,51,1,Melia azedarach
239114,7602,20 DE FEBRERO,2157,VAZQUEZ CORES FRANCISCO,2523,DE ERCILIA ALONSO,2958,,P,1,,,4,222,15,16,2,S,N,51,1,Melia azedarach
239115,7602,20 DE FEBRERO,2157,VAZQUEZ CORES FRANCISCO,2523,DE ERCILIA ALONSO,2962,,P,1,,,4,202,14,12,2,S,N,70,2,Salix babylonica
239116,7602,20 DE FEBRERO,2157,VAZQUEZ CORES FRANCISCO,2523,DE ERCILIA ALONSO,2942,,P,1,,,4,37,3,3,2,N,N,79,1,Hibiscus rosa-sinensis
239117,7602,20 DE FEBRERO,2157,VAZQUEZ CORES FRANCISCO,2523,DE ERCILIA ALONSO,2942,,P,1,,,4,35,3,2,2,N,N,79,3,Hibiscus syriacus
