Arbol,Cod_calle,Calle,Cod_Entre,Entre,Cod_Y,Y, Numero,Ajuste,Acera,Alineacion,Ordinal,Ancho Vereda,Distancia,CAP,Altura,Diametro Copa,EV,Int.Aerea,Int.Sub,Genero,Especie,Nombre científico
121861,7569,18 DE DICIEMBRE AVENIDA,175,DE AGUIRRE Y LECUBE DR. JOSE,4025,LOPEZ AVENIDA ESTANISLAO,0,S/N,P,3,II - 2,,4,180,6,4,1,N,N,51,1,Melia azedarach
121862,7569,18 DE DICIEMBRE AVENIDA,175,DE AGUIRRE Y LECUBE DR. JOSE,4025,LOPEZ AVENIDA ESTANISLAO,0,S/N,P,1,I - 1,,28,8,02/05/10,1,1,N,N,35,3,Fraxinus lanceolata
121866,7569,18 DE DICIEMBRE AVENIDA,7200,VERDI,6051,RIVERA AVENIDA GRAL.,1557,,I,2,II - 1,,3,136,7,1,1,N,N,51,1,Melia azedarach
121867,7569,18 DE DICIEMBRE AVENIDA,7200,VERDI,6051,RIVERA AVENIDA GRAL.,1559,,I,1,I - 1,,6,115,9,9,1,N,N,35,2,Fraxinus excelsior
121868,7569,18 DE DICIEMBRE AVENIDA,7200,VERDI,6051,RIVERA AVENIDA GRAL.,1559,,I,2,II - 2,,3,100,6,4,1,N,N,51,1,Melia azedarach
121869,7569,18 DE DICIEMBRE AVENIDA,7200,VERDI,6051,RIVERA AVENIDA GRAL.,1561,,I,1,I - 1,,6,79,10,6,1,N,N,35,2,Fraxinus excelsior
121870,7569,18 DE DICIEMBRE AVENIDA,7200,VERDI,6051,RIVERA AVENIDA GRAL.,1613,,I,1,II - 1,,3,25,5,3,1,N,N,35,2,Fraxinus excelsior
121871,7569,18 DE DICIEMBRE AVENIDA,7200,VERDI,6051,RIVERA AVENIDA GRAL.,1613,,I,1,I - 2,,6,20,5,2,1,N,N,35,3,Fraxinus lanceolata
121872,7569,18 DE DICIEMBRE AVENIDA,7200,VERDI,6051,RIVERA AVENIDA GRAL.,1613,,I,2,II - 3,,3,114,8,2,2,N,N,35,2,Fraxinus excelsior
121873,7569,18 DE DICIEMBRE AVENIDA,7200,VERDI,6051,RIVERA AVENIDA GRAL.,1615,,I,2,II - 1,,3,154,8,8,1,N,N,35,2,Fraxinus excelsior
121874,7569,18 DE DICIEMBRE AVENIDA,7200,VERDI,6051,RIVERA AVENIDA GRAL.,1615,bis,I,2,II - 2,,3,235,11,4,1,N,N,51,1,Melia azedarach
121876,7569,18 DE DICIEMBRE AVENIDA,7200,VERDI,6051,RIVERA AVENIDA GRAL.,1619,,I,2,II - 2,,3,190,3,1,1,N,N,51,1,Melia azedarach
121877,7569,18 DE DICIEMBRE AVENIDA,7200,VERDI,6051,RIVERA AVENIDA GRAL.,1575,,I,2,II - 1,,3,136,8,2,1,N,N,51,1,Melia azedarach
121878,7569,18 DE DICIEMBRE AVENIDA,7200,VERDI,6051,RIVERA AVENIDA GRAL.,1627,,I,2,II - 1,,3,120,8,5,1,N,N,71,1,Schinus molle
121879,7569,18 DE DICIEMBRE AVENIDA,7200,VERDI,6051,RIVERA AVENIDA GRAL.,1627,,I,2,II - 2,,3,150,4,1,1,N,N,51,1,Melia azedarach
121880,7569,18 DE DICIEMBRE AVENIDA,7200,VERDI,6051,RIVERA AVENIDA GRAL.,1627,,I,1,I - 3,,6,74,8,5,1,N,N,51,1,Melia azedarach
121881,7569,18 DE DICIEMBRE AVENIDA,7200,VERDI,6051,RIVERA AVENIDA GRAL.,1629,,I,2,II - 1,,3,60,5,3,1,N,N,35,3,Fraxinus lanceolata
121882,7569,18 DE DICIEMBRE AVENIDA,7200,VERDI,6051,RIVERA AVENIDA GRAL.,1629,,I,1,I - 2,,6,90,6,3,1,N,N,35,3,Fraxinus lanceolata
121883,7569,18 DE DICIEMBRE AVENIDA,7200,VERDI,6051,RIVERA AVENIDA GRAL.,1633,,I,2,II - 1,,3,47,5,4,1,N,N,35,3,Fraxinus lanceolata
121884,7569,18 DE DICIEMBRE AVENIDA,7200,VERDI,6051,RIVERA AVENIDA GRAL.,1633,,I,1,I - 2,,6,54,5,5,1,N,N,35,3,Fraxinus lanceolata
121885,7569,18 DE DICIEMBRE AVENIDA,7200,VERDI,6051,RIVERA AVENIDA GRAL.,1635,,I,1,I - 1,,6,130,10,8,1,N,N,51,1,Melia azedarach
121886,7569,18 DE DICIEMBRE AVENIDA,7200,VERDI,6051,RIVERA AVENIDA GRAL.,1635,,I,2,II - 2,,2,162,8,4,1,N,N,51,1,Melia azedarach
121887,7569,18 DE DICIEMBRE AVENIDA,7200,VERDI,6051,RIVERA AVENIDA GRAL.,1649,,I,2,II - 1,,3,51,4,3,1,N,N,35,3,Fraxinus lanceolata
121888,7569,18 DE DICIEMBRE AVENIDA,7200,VERDI,6051,RIVERA AVENIDA GRAL.,1649,,I,2,II - 2,,3,63,4,3,1,N,N,35,3,Fraxinus lanceolata
121889,7569,18 DE DICIEMBRE AVENIDA,6051,RIVERA AVENIDA GRAL.,175,DE AGUIRRE Y LECUBE DR. JOSE,1651,,I,3,II - 1,,4,110,9,5,2,N,S,35,3,Fraxinus lanceolata
121890,7569,18 DE DICIEMBRE AVENIDA,6051,RIVERA AVENIDA GRAL.,175,DE AGUIRRE Y LECUBE DR. JOSE,1655,,I,3,II - 1,,4,155,8,6,2,N,S,35,3,Fraxinus lanceolata
121891,7569,18 DE DICIEMBRE AVENIDA,6051,RIVERA AVENIDA GRAL.,175,DE AGUIRRE Y LECUBE DR. JOSE,1657,,I,3,II - 1,,4,105,8,4,2,N,N,35,3,Fraxinus lanceolata
121892,7569,18 DE DICIEMBRE AVENIDA,6051,RIVERA AVENIDA GRAL.,175,DE AGUIRRE Y LECUBE DR. JOSE,1663,,I,1,I - 1,,10,185,9,4,2,N,S,35,2,Fraxinus excelsior
121893,7569,18 DE DICIEMBRE AVENIDA,6051,RIVERA AVENIDA GRAL.,175,DE AGUIRRE Y LECUBE DR. JOSE,1663,,I,3,II - 2,,4,155,5,1,3,N,S,51,1,Melia azedarach
121894,7569,18 DE DICIEMBRE AVENIDA,6051,RIVERA AVENIDA GRAL.,175,DE AGUIRRE Y LECUBE DR. JOSE,1663,,I,3,II - 3,,3,230,8,3,2,N,S,51,1,Melia azedarach
121895,7569,18 DE DICIEMBRE AVENIDA,6051,RIVERA AVENIDA GRAL.,175,DE AGUIRRE Y LECUBE DR. JOSE,1663,,I,1,I - 4,,10,80,8,5,2,N,S,35,3,Fraxinus lanceolata
121896,7569,18 DE DICIEMBRE AVENIDA,6051,RIVERA AVENIDA GRAL.,175,DE AGUIRRE Y LECUBE DR. JOSE,1669,,I,3,II - 1,,4,75,8,4,2,N,N,21,1,Catalpa bignonioides
121897,7569,18 DE DICIEMBRE AVENIDA,6051,RIVERA AVENIDA GRAL.,175,DE AGUIRRE Y LECUBE DR. JOSE,1669,,I,1,I - 2,,10,40,6,02/05/10,2,N,N,21,1,Catalpa bignonioides
121898,7569,18 DE DICIEMBRE AVENIDA,6051,RIVERA AVENIDA GRAL.,175,DE AGUIRRE Y LECUBE DR. JOSE,1669,,I,3,II - 3,,4,80,8,4,2,N,S,21,1,Catalpa bignonioides
121899,7569,18 DE DICIEMBRE AVENIDA,6051,RIVERA AVENIDA GRAL.,175,DE AGUIRRE Y LECUBE DR. JOSE,1669,,I,1,II - 4,,10,165,5,1,3,N,S,51,1,Melia azedarach
121900,7569,18 DE DICIEMBRE AVENIDA,6051,RIVERA AVENIDA GRAL.,175,DE AGUIRRE Y LECUBE DR. JOSE,1669,,I,3,I - 5,,4,180,4,2,3,N,S,51,1,Melia azedarach
121901,7569,18 DE DICIEMBRE AVENIDA,6051,RIVERA AVENIDA GRAL.,175,DE AGUIRRE Y LECUBE DR. JOSE,0,S/N,I,1,I - 1,,10,180,8,3,2,N,S,51,1,Melia azedarach
121902,7569,18 DE DICIEMBRE AVENIDA,102,ACONCAGUA,5487,PILCOMAYO,1453,,I,,II,,3,145,10,,3,N,N,51,1,Melia azedarach
121903,7569,18 DE DICIEMBRE AVENIDA,102,ACONCAGUA,5487,PILCOMAYO,1453,,I,,I,,10,156,10,,3,N,N,51,1,Melia azedarach
121905,7569,18 DE DICIEMBRE AVENIDA,102,ACONCAGUA,5487,PILCOMAYO,1465,,I,,II,,3,187,10,,4,N,N,51,1,Melia azedarach
121906,7569,18 DE DICIEMBRE AVENIDA,102,ACONCAGUA,5487,PILCOMAYO,1475,,I,,II - 1,,3,100,8,,2,N,N,51,1,Melia azedarach
121907,7569,18 DE DICIEMBRE AVENIDA,102,ACONCAGUA,5487,PILCOMAYO,1475,,I,,I - 1,,10,68,7,,2,N,N,51,1,Melia azedarach
121908,7569,18 DE DICIEMBRE AVENIDA,102,ACONCAGUA,5487,PILCOMAYO,1475,,I,,I - 2,,10,136,10,,4,N,N,51,1,Melia azedarach
121909,7569,18 DE DICIEMBRE AVENIDA,102,ACONCAGUA,5487,PILCOMAYO,1475,,I,,II - 2,,3,147,10,,2,N,N,51,1,Melia azedarach
121910,7569,18 DE DICIEMBRE AVENIDA,102,ACONCAGUA,5487,PILCOMAYO,1487,,I,,II,,3,140,10,,3,N,N,51,1,Melia azedarach
121911,7569,18 DE DICIEMBRE AVENIDA,102,ACONCAGUA,5487,PILCOMAYO,1487,,I,,I,,10,128,10,,3,N,N,51,1,Melia azedarach
121912,7569,18 DE DICIEMBRE AVENIDA,102,ACONCAGUA,5487,PILCOMAYO,1495,,I,,I,,10,28,7,,2,N,N,35,3,Fraxinus lanceolata
121913,7569,18 DE DICIEMBRE AVENIDA,102,ACONCAGUA,5487,PILCOMAYO,1495,,I,,II,,3,132,10,,3,N,N,51,1,Melia azedarach
121914,7569,18 DE DICIEMBRE AVENIDA,102,ACONCAGUA,5487,PILCOMAYO,1499,,I,,II - 1,,3,26,7,,2,N,N,35,3,Fraxinus lanceolata
121915,7569,18 DE DICIEMBRE AVENIDA,102,ACONCAGUA,5487,PILCOMAYO,1499,,I,,I - 1,,10,118,10,,3,N,N,51,1,Melia azedarach
121916,7569,18 DE DICIEMBRE AVENIDA,102,ACONCAGUA,5487,PILCOMAYO,1499,,I,,I - 2,,10,108,10,,3,N,N,51,1,Melia azedarach
121917,7569,18 DE DICIEMBRE AVENIDA,102,ACONCAGUA,5487,PILCOMAYO,1499,,I,,II - 2,,3,22,7,,2,N,N,35,3,Fraxinus lanceolata
121918,7569,18 DE DICIEMBRE AVENIDA,102,ACONCAGUA,5487,PILCOMAYO,1499,,I,,II - 3,,3,145,10,,3,N,N,51,1,Melia azedarach
121919,7569,18 DE DICIEMBRE AVENIDA,102,ACONCAGUA,5487,PILCOMAYO,1499,,I,,I - 3,,10,128,10,,2,N,N,51,1,Melia azedarach
121920,7569,18 DE DICIEMBRE AVENIDA,5802,QUIEBRAYUGOS,4025,LOPEZ AVENIDA ESTANISLAO,1751,,I,1,I - 1,,10,110,8,5,2,N,N,51,1,Melia azedarach
121921,7569,18 DE DICIEMBRE AVENIDA,5802,QUIEBRAYUGOS,4025,LOPEZ AVENIDA ESTANISLAO,1751,,I,3,II - 1,,3,115,10,8,2,N,S,35,3,Fraxinus lanceolata
121922,7569,18 DE DICIEMBRE AVENIDA,5802,QUIEBRAYUGOS,4025,LOPEZ AVENIDA ESTANISLAO,1715,,I,1,I - 1,,10,115,8,5,2,N,S,35,2,Fraxinus excelsior
121923,7569,18 DE DICIEMBRE AVENIDA,5802,QUIEBRAYUGOS,4025,LOPEZ AVENIDA ESTANISLAO,1715,,I,3,II - 1,,3,145,9,8,2,N,S,35,3,Fraxinus lanceolata
121924,7569,18 DE DICIEMBRE AVENIDA,5802,QUIEBRAYUGOS,4025,LOPEZ AVENIDA ESTANISLAO,1771,,I,1,I - 1,,10,140,8,6,2,N,S,51,1,Melia azedarach
121925,7569,18 DE DICIEMBRE AVENIDA,5802,QUIEBRAYUGOS,4025,LOPEZ AVENIDA ESTANISLAO,1771,,I,3,II - 1,,3,40,6,4,2,S,S,35,3,Fraxinus lanceolata
121926,7569,18 DE DICIEMBRE AVENIDA,5802,QUIEBRAYUGOS,4025,LOPEZ AVENIDA ESTANISLAO,1773,,I,1,I - 1,,10,45,6,4,2,N,N,35,3,Fraxinus lanceolata
121927,7569,18 DE DICIEMBRE AVENIDA,5802,QUIEBRAYUGOS,4025,LOPEZ AVENIDA ESTANISLAO,1773,,I,3,II - 1,,3,60,7,3,2,N,N,35,3,Fraxinus lanceolata
121929,7569,18 DE DICIEMBRE AVENIDA,5802,QUIEBRAYUGOS,4025,LOPEZ AVENIDA ESTANISLAO,1779,,I,3,II - 1,,3,65,6,3,2,N,N,35,3,Fraxinus lanceolata
121930,7569,18 DE DICIEMBRE AVENIDA,5802,QUIEBRAYUGOS,4025,LOPEZ AVENIDA ESTANISLAO,1779,,I,1,I - 2,,10,50,4,3,2,N,N,35,3,Fraxinus lanceolata
121932,7569,18 DE DICIEMBRE AVENIDA,175,DE AGUIRRE Y LECUBE DR. JOSE,5802,QUIEBRAYUGOS,1695,,I,1,I - 1,,10,170,8,5,2,N,S,51,1,Melia azedarach
121936,7569,18 DE DICIEMBRE AVENIDA,175,DE AGUIRRE Y LECUBE DR. JOSE,5802,QUIEBRAYUGOS,1729,,I,2,II - 1,,3,165,8,3,2,N,S,51,1,Melia azedarach
121937,7569,18 DE DICIEMBRE AVENIDA,175,DE AGUIRRE Y LECUBE DR. JOSE,5802,QUIEBRAYUGOS,1729,,I,1,I - 1,,10,60,7,4,2,N,S,35,3,Fraxinus lanceolata
121938,7569,18 DE DICIEMBRE AVENIDA,175,DE AGUIRRE Y LECUBE DR. JOSE,5802,QUIEBRAYUGOS,1701,,I,2,II - 1,,3,65,7,5,2,S,S,35,3,Fraxinus lanceolata
121939,7569,18 DE DICIEMBRE AVENIDA,175,DE AGUIRRE Y LECUBE DR. JOSE,5802,QUIEBRAYUGOS,1701,,I,1,I - 1,,10,40,5,5,2,N,N,35,3,Fraxinus lanceolata
121945,7569,18 DE DICIEMBRE AVENIDA,117,PIEDRAS DE AFILAR,6051,RIVERA AVENIDA GRAL.,1608,,P,2,II - 1,,2,33,4,2,1,N,N,35,3,Fraxinus lanceolata
121946,7569,18 DE DICIEMBRE AVENIDA,117,PIEDRAS DE AFILAR,6051,RIVERA AVENIDA GRAL.,1612,,P,2,II - 1,,2,75,8,4,1,N,N,35,3,Fraxinus lanceolata
121947,7569,18 DE DICIEMBRE AVENIDA,117,PIEDRAS DE AFILAR,6051,RIVERA AVENIDA GRAL.,1616,,P,2,II - 2,,2,190,6,3,2,N,N,51,1,Melia azedarach
121948,7569,18 DE DICIEMBRE AVENIDA,117,PIEDRAS DE AFILAR,6051,RIVERA AVENIDA GRAL.,1616,,P,2,II - 1,,2,60,8,5,1,N,N,35,3,Fraxinus lanceolata
121949,7569,18 DE DICIEMBRE AVENIDA,117,PIEDRAS DE AFILAR,6051,RIVERA AVENIDA GRAL.,1616,,P,1,I - 2,,10,65,10,3,1,N,N,35,3,Fraxinus lanceolata
121950,7569,18 DE DICIEMBRE AVENIDA,117,PIEDRAS DE AFILAR,6051,RIVERA AVENIDA GRAL.,1616,,P,1,I - 1,,10,65,9,5,1,S,N,35,3,Fraxinus lanceolata
121951,7569,18 DE DICIEMBRE AVENIDA,117,PIEDRAS DE AFILAR,6051,RIVERA AVENIDA GRAL.,1644,,P,1,I - 1,,10,57,7,5,1,N,N,35,3,Fraxinus lanceolata
121952,7569,18 DE DICIEMBRE AVENIDA,117,PIEDRAS DE AFILAR,6051,RIVERA AVENIDA GRAL.,1646,,P,1,I - 1,,10,49,9,5,1,N,N,35,3,Fraxinus lanceolata
121953,7569,18 DE DICIEMBRE AVENIDA,117,PIEDRAS DE AFILAR,6051,RIVERA AVENIDA GRAL.,1646,,P,2,I - 2,,2,121,10,4,1,N,N,51,1,Melia azedarach
121954,7569,18 DE DICIEMBRE AVENIDA,117,PIEDRAS DE AFILAR,6051,RIVERA AVENIDA GRAL.,0,S/N,P,1,II - 2,,3,147,9,6,1,N,S,35,2,Fraxinus excelsior
121955,7569,18 DE DICIEMBRE AVENIDA,117,PIEDRAS DE AFILAR,6051,RIVERA AVENIDA GRAL.,0,S/N,P,1,II - 1,,3,45,5,2,1,N,N,35,3,Fraxinus lanceolata
121956,7569,18 DE DICIEMBRE AVENIDA,6051,RIVERA AVENIDA GRAL.,175,DE AGUIRRE Y LECUBE DR. JOSE,1654,,P,2,II - 10,,3,170,8,5,2,N,S,51,1,Melia azedarach
121957,7569,18 DE DICIEMBRE AVENIDA,6051,RIVERA AVENIDA GRAL.,175,DE AGUIRRE Y LECUBE DR. JOSE,1654,,P,2,II - 9,,3,150,8,5,2,N,S,51,1,Melia azedarach
121958,7569,18 DE DICIEMBRE AVENIDA,6051,RIVERA AVENIDA GRAL.,175,DE AGUIRRE Y LECUBE DR. JOSE,1654,,P,1,II - 8,,9,115,7,4,2,N,S,51,1,Melia azedarach
121961,7569,18 DE DICIEMBRE AVENIDA,6051,RIVERA AVENIDA GRAL.,175,DE AGUIRRE Y LECUBE DR. JOSE,1664,,P,2,II- 7,,3,140,03/05/10,.7,4,N,S,51,1,Melia azedarach
121962,7569,18 DE DICIEMBRE AVENIDA,6051,RIVERA AVENIDA GRAL.,175,DE AGUIRRE Y LECUBE DR. JOSE,1664,,P,1,I - 10,,9,175,3,1,4,N,S,51,1,Melia azedarach
121963,7569,18 DE DICIEMBRE AVENIDA,6051,RIVERA AVENIDA GRAL.,175,DE AGUIRRE Y LECUBE DR. JOSE,1666,,P,1,I - 9,,9,205,8,5,2,N,S,51,1,Melia azedarach
121964,7569,18 DE DICIEMBRE AVENIDA,6051,RIVERA AVENIDA GRAL.,175,DE AGUIRRE Y LECUBE DR. JOSE,1668,,P,2,II - 6,,3,140,9,5,2,N,S,35,3,Fraxinus lanceolata
121965,7569,18 DE DICIEMBRE AVENIDA,6051,RIVERA AVENIDA GRAL.,175,DE AGUIRRE Y LECUBE DR. JOSE,1672,,P,2,II - 5,,3,110,8,6,2,N,N,35,3,Fraxinus lanceolata
121967,7569,18 DE DICIEMBRE AVENIDA,6051,RIVERA AVENIDA GRAL.,175,DE AGUIRRE Y LECUBE DR. JOSE,1672,,P,1,I - 7,,9,120,7,6,2,N,S,51,1,Melia azedarach
121968,7569,18 DE DICIEMBRE AVENIDA,6051,RIVERA AVENIDA GRAL.,175,DE AGUIRRE Y LECUBE DR. JOSE,1696,,P,1,II - 4,,9,275,9,6,2,N,S,64,1,Populus alba
121971,7569,18 DE DICIEMBRE AVENIDA,6051,RIVERA AVENIDA GRAL.,175,DE AGUIRRE Y LECUBE DR. JOSE,1696,,P,1,II - 1,,9,210,8,5,2,N,S,64,1,Populus alba
121972,7569,18 DE DICIEMBRE AVENIDA,6051,RIVERA AVENIDA GRAL.,175,DE AGUIRRE Y LECUBE DR. JOSE,1696,,P,2,I - 6,,3,250,8,7,2,N,S,64,1,Populus alba
121975,7569,18 DE DICIEMBRE AVENIDA,6051,RIVERA AVENIDA GRAL.,175,DE AGUIRRE Y LECUBE DR. JOSE,1696,,P,2,I - 3,,6,215,8,6,2,N,S,64,1,Populus alba
121978,7569,18 DE DICIEMBRE AVENIDA,5487,PILCOMAYO,7200,VERDI,1507,,I,1,1,,3,263,5,2,1,N,N,51,1,Melia azedarach
121979,7569,18 DE DICIEMBRE AVENIDA,5487,PILCOMAYO,7200,VERDI,1511,,I,1,1,,3,200,9,3,1,N,N,51,1,Melia azedarach
121980,7569,18 DE DICIEMBRE AVENIDA,5487,PILCOMAYO,7200,VERDI,1515,,I,1,1,,9,185,10,5,1,N,N,51,1,Melia azedarach
121981,7569,18 DE DICIEMBRE AVENIDA,5487,PILCOMAYO,7200,VERDI,1525,,I,2,I,,3,215,10,4,2,N,S,51,1,Melia azedarach
121982,7569,18 DE DICIEMBRE AVENIDA,5487,PILCOMAYO,7200,VERDI,1525,,I,1,II,,9,135,4,1,4,N,N,51,1,Melia azedarach
121984,7569,18 DE DICIEMBRE AVENIDA,5487,PILCOMAYO,7200,VERDI,1545,,I,2,II,,3,185,8,4,1,N,N,51,1,Melia azedarach
121985,7569,18 DE DICIEMBRE AVENIDA,102,ACONCAGUA,5487,PILCOMAYO,1452,,P,,1,,3,30,3,,3,N,N,35,3,Fraxinus lanceolata
121986,7569,18 DE DICIEMBRE AVENIDA,102,ACONCAGUA,5487,PILCOMAYO,1452,,P,,2,,6,110,6,,2,N,N,51,1,Melia azedarach
121987,7569,18 DE DICIEMBRE AVENIDA,102,ACONCAGUA,5487,PILCOMAYO,1454,,P,,I - 1,,7,31,4,,3,N,N,35,3,Fraxinus lanceolata
121989,7569,18 DE DICIEMBRE AVENIDA,102,ACONCAGUA,5487,PILCOMAYO,1478,,P,,II,,3,31,01/07/10,,2,N,N,71,1,Schinus molle
121990,7569,18 DE DICIEMBRE AVENIDA,102,ACONCAGUA,5487,PILCOMAYO,1478,,P,,I,,6,116,7,,2,N,N,51,1,Melia azedarach
121991,7569,18 DE DICIEMBRE AVENIDA,102,ACONCAGUA,5487,PILCOMAYO,1486,,P,,I,,6,120,9,,2,N,N,64,1,Populus alba
121992,7569,18 DE DICIEMBRE AVENIDA,102,ACONCAGUA,5487,PILCOMAYO,1486,,P,,II,,3,127,5,,3,N,N,64,1,Populus alba
121993,7569,18 DE DICIEMBRE AVENIDA,102,ACONCAGUA,5487,PILCOMAYO,1424,,P,,I,,6,83,5,,2,N,N,51,1,Melia azedarach
121994,7569,18 DE DICIEMBRE AVENIDA,102,ACONCAGUA,5487,PILCOMAYO,1424,,P,,II,,3,77,5,,2,N,N,35,3,Fraxinus lanceolata
121995,7569,18 DE DICIEMBRE AVENIDA,102,ACONCAGUA,5487,PILCOMAYO,1426,,P,,1,,6,163,8,,2,N,N,51,1,Melia azedarach
121996,7569,18 DE DICIEMBRE AVENIDA,102,ACONCAGUA,5487,PILCOMAYO,1496,,P,,7,,3,42,5,,2,N,N,35,3,Fraxinus lanceolata
121997,7569,18 DE DICIEMBRE AVENIDA,102,ACONCAGUA,5487,PILCOMAYO,1496,,P,,6,,3,2,.5,,2,N,N,59,1,Persea americana
121998,7569,18 DE DICIEMBRE AVENIDA,102,ACONCAGUA,5487,PILCOMAYO,1496,,P,,5,,3,10,01/05/10,,2,N,N,71,1,Schinus molle
121999,7569,18 DE DICIEMBRE AVENIDA,102,ACONCAGUA,5487,PILCOMAYO,1496,,P,,4,,3,3,01/05/10,,4,N,N,74,1,Taxodium distichum
122000,7569,18 DE DICIEMBRE AVENIDA,102,ACONCAGUA,5487,PILCOMAYO,1496,,P,,3,,3,1,01/05/10,,2,N,N,71,1,Schinus molle
122003,7569,18 DE DICIEMBRE AVENIDA,5487,PILCOMAYO,2334,DECROLY DR,0,S/N,P,2,1,,3,152,1,2,6,N,N,51,1,Melia azedarach
122004,7569,18 DE DICIEMBRE AVENIDA,5487,PILCOMAYO,2334,DECROLY DR,1508,,P,1,II,,8,167,8,2,1,N,N,51,1,Melia azedarach
122005,7569,18 DE DICIEMBRE AVENIDA,5487,PILCOMAYO,2334,DECROLY DR,1508,,P,2,I,,3,156,7,4,1,N,S,51,1,Melia azedarach
122009,7569,18 DE DICIEMBRE AVENIDA,5487,PILCOMAYO,2334,DECROLY DR,1518,,P,2,II,,3,106,10,5,1,N,N,35,3,Fraxinus lanceolata
