Arbol,Cod_calle,Calle,Cod_Entre,Entre,Cod_Y,Y, Numero,Ajuste,Acera,Alineacion,Ordinal,Ancho Vereda,Distancia,CAP,Altura,Diametro Copa,EV,Int.Aerea,Int.Sub,Genero,Especie,Nombre científico
67328,7533,1 DE MARZO,2421,DUNANT,3312,HELVECIA,4264,,P,1,1,,4,95,10,8,2,S,S,70,2,Salix babylonica
67329,7533,1 DE MARZO,2421,DUNANT,3312,HELVECIA,0,S/N,P,2,2,,3,270,14,15,2,S,S,63,1,Platanus x acerifolia
67331,7533,1 DE MARZO,3312,HELVECIA,5994,RINALDI CAMINO TTE.,0,S/N (ESQ.),P,1,1,,3,210,8,5,3,S,S,51,1,Melia azedarach
67332,7533,1 DE MARZO,3312,HELVECIA,5994,RINALDI CAMINO TTE.,0,S/N,P,1,1,,3,175,2,1,6,N,N,51,1,Melia azedarach
67333,7533,1 DE MARZO,3312,HELVECIA,5994,RINALDI CAMINO TTE.,4358,,P,1,1,,3,120,5,4,4,N,N,51,1,Melia azedarach
67334,7533,1 DE MARZO,3312,HELVECIA,5994,RINALDI CAMINO TTE.,4362,,P,1,1,,3,170,3,3,6,N,N,51,1,Melia azedarach
67335,7533,1 DE MARZO,3312,HELVECIA,5994,RINALDI CAMINO TTE.,4364,,P,1,1,,4,140,8,7,2,N,S,51,1,Melia azedarach
67336,7533,1 DE MARZO,3312,HELVECIA,5994,RINALDI CAMINO TTE.,0,S/N,P,1,3,,4,180,7,5,3,N,N,11,2,Acer negundo
67337,7533,1 DE MARZO,3312,HELVECIA,5994,RINALDI CAMINO TTE.,0,S/N,P,1,2,,4,65,6,6,2,N,N,21,1,Catalpa bignonioides
67338,7533,1 DE MARZO,3312,HELVECIA,5994,RINALDI CAMINO TTE.,4396,,P,1,1,,4,85,6,8,2,S,N,71,2,Schinus lentiscifolius
67339,7533,1 DE MARZO,3312,HELVECIA,5994,RINALDI CAMINO TTE.,0,S/N,P,1,1,,4,80,6,7,2,N,N,21,1,Catalpa bignonioides
67340,7533,1 DE MARZO,3312,HELVECIA,5994,RINALDI CAMINO TTE.,4307,,I,1,1,,4,150,9,9,2,N,S,35,3,Fraxinus lanceolata
67341,7533,1 DE MARZO,3312,HELVECIA,5994,RINALDI CAMINO TTE.,4307,,I,1,2,,4,190,10,11,2,N,S,51,1,Melia azedarach
67342,7533,1 DE MARZO,3312,HELVECIA,5994,RINALDI CAMINO TTE.,4309,,I,1,1,,4,130,8,8,2,S,S,71,1,Schinus molle
67345,7533,1 DE MARZO,3312,HELVECIA,5994,RINALDI CAMINO TTE.,4345,,I,1,1,,4,105,8,3,2,N,N,21,1,Catalpa bignonioides
67346,7533,1 DE MARZO,3312,HELVECIA,5994,RINALDI CAMINO TTE.,0,S/N,I,1,2,,4,90,9,7,2,N,N,21,1,Catalpa bignonioides
67347,7533,1 DE MARZO,3075,GOMEZ CAMINO GENERAL LEANDRO,5868,RAMIREZ JOSE,4060,,P,1,2,,5,240,9,12,2,S,S,35,2,Fraxinus excelsior
67348,7533,1 DE MARZO,3075,GOMEZ CAMINO GENERAL LEANDRO,5868,RAMIREZ JOSE,4060,,P,1,1,,5,110,7,8,2,S,N,35,2,Fraxinus excelsior
67350,7533,1 DE MARZO,3075,GOMEZ CAMINO GENERAL LEANDRO,5868,RAMIREZ JOSE,4064,,P,1,1,,5,140,8,7,3,N,N,51,1,Melia azedarach
67351,7533,1 DE MARZO,3075,GOMEZ CAMINO GENERAL LEANDRO,5868,RAMIREZ JOSE,4068,,P,1,2,,5,120,7,9,2,S,N,35,2,Fraxinus excelsior
67352,7533,1 DE MARZO,3075,GOMEZ CAMINO GENERAL LEANDRO,5868,RAMIREZ JOSE,4068,,P,1,1,,5,100,6,7,2,S,N,35,2,Fraxinus excelsior
67353,7533,1 DE MARZO,3075,GOMEZ CAMINO GENERAL LEANDRO,5868,RAMIREZ JOSE,4070,,P,1,1,,5,100,6,6,3,N,N,35,2,Fraxinus excelsior
67354,7533,1 DE MARZO,3075,GOMEZ CAMINO GENERAL LEANDRO,5868,RAMIREZ JOSE,4074,,P,1,2,,5,160,8,10,2,N,N,35,3,Fraxinus lanceolata
67355,7533,1 DE MARZO,3075,GOMEZ CAMINO GENERAL LEANDRO,5868,RAMIREZ JOSE,4074,,P,1,1,,5,150,7,8,2,S,S,51,1,Melia azedarach
67356,7533,1 DE MARZO,3075,GOMEZ CAMINO GENERAL LEANDRO,5868,RAMIREZ JOSE,4086,,P,1,1,,5,130,8,14,2,S,N,51,1,Melia azedarach
67357,7533,1 DE MARZO,3075,GOMEZ CAMINO GENERAL LEANDRO,5868,RAMIREZ JOSE,0,S/N,I,1,1,,4,170,9,17,2,N,N,70,2,Salix babylonica
67358,7533,1 DE MARZO,3075,GOMEZ CAMINO GENERAL LEANDRO,5868,RAMIREZ JOSE,4061,,I,1,1,,4,180,9,12,2,S,S,35,2,Fraxinus excelsior
67359,7533,1 DE MARZO,3075,GOMEZ CAMINO GENERAL LEANDRO,5868,RAMIREZ JOSE,4067,,I,1,1,,4,145,7,10,2,N,S,35,2,Fraxinus excelsior
67361,7533,1 DE MARZO,3075,GOMEZ CAMINO GENERAL LEANDRO,5868,RAMIREZ JOSE,4085,,I,1,1,,4,115,7,5,2,S,N,35,2,Fraxinus excelsior
67362,7533,1 DE MARZO,3075,GOMEZ CAMINO GENERAL LEANDRO,5868,RAMIREZ JOSE,4085,,I,1,2,,4,130,6,5,2,S,N,30,1,Erythrina crista-galli
67363,7533,1 DE MARZO,3075,GOMEZ CAMINO GENERAL LEANDRO,5868,RAMIREZ JOSE,4087,A,I,1,1,,4,180,9,11,2,S,S,35,2,Fraxinus excelsior
67364,7533,1 DE MARZO,3075,GOMEZ CAMINO GENERAL LEANDRO,5868,RAMIREZ JOSE,4095,Bis,I,1,1,,4,165,9,14,2,N,N,35,3,Fraxinus lanceolata
279296,4593,30 METROS AVENIDA,3075,GOMEZ CAMINO GENERAL LEANDRO,5868,RAMIREZ JOSE,4418,,P,1,,,6,35,5,5,2,N,N,70,88,Salix sp.
68250,4593,30 METROS AVENIDA,3075,GOMEZ CAMINO GENERAL LEANDRO,5868,RAMIREZ JOSE,4410,,P,2,1,,3,185,9,10,2,S,S,51,1,Melia azedarach
68251,4593,30 METROS AVENIDA,3075,GOMEZ CAMINO GENERAL LEANDRO,5868,RAMIREZ JOSE,4414,,P,2,3,,3,150,7,10,2,S,N,51,1,Melia azedarach
68257,4593,30 METROS AVENIDA,3075,GOMEZ CAMINO GENERAL LEANDRO,5868,RAMIREZ JOSE,4422,,P,1,5,,6,130,7,10,2,N,N,52,1,Morus alba
68260,4593,30 METROS AVENIDA,3075,GOMEZ CAMINO GENERAL LEANDRO,5868,RAMIREZ JOSE,4422,,P,1,2,,3,175,6,7,3,N,N,51,1,Melia azedarach
68261,4593,30 METROS AVENIDA,3075,GOMEZ CAMINO GENERAL LEANDRO,5868,RAMIREZ JOSE,4426,,P,1,1,,6,100,6,3,3,S,N,21,1,Catalpa bignonioides
68262,4593,30 METROS AVENIDA,3075,GOMEZ CAMINO GENERAL LEANDRO,5868,RAMIREZ JOSE,4426,,P,1,1,,6,155,8,8,2,N,N,51,1,Melia azedarach
68263,4593,30 METROS AVENIDA,3075,GOMEZ CAMINO GENERAL LEANDRO,5868,RAMIREZ JOSE,4436,,P,2,1,,3,175,9,10,2,S,N,51,1,Melia azedarach
68264,4593,30 METROS AVENIDA,3075,GOMEZ CAMINO GENERAL LEANDRO,5868,RAMIREZ JOSE,4442,,P,1,2,,6,110,6,5,2,N,S,51,1,Melia azedarach
68265,4593,30 METROS AVENIDA,3075,GOMEZ CAMINO GENERAL LEANDRO,5868,RAMIREZ JOSE,4442,,P,2,1,,3,170,6,6,2,S,S,51,1,Melia azedarach
68266,4593,30 METROS AVENIDA,3075,GOMEZ CAMINO GENERAL LEANDRO,5868,RAMIREZ JOSE,4444,,P,1,1,,6,170,8,12,2,N,N,51,1,Melia azedarach
68267,4593,30 METROS AVENIDA,3075,GOMEZ CAMINO GENERAL LEANDRO,5868,RAMIREZ JOSE,0,S/N,P,1,4,,6,260,4,6,4,N,N,70,2,Salix babylonica
68271,4593,30 METROS AVENIDA,3075,GOMEZ CAMINO GENERAL LEANDRO,5868,RAMIREZ JOSE,0,S/N,I,1,1,,7,200,5,3,5,N,N,35,3,Fraxinus lanceolata
68272,4593,30 METROS AVENIDA,3075,GOMEZ CAMINO GENERAL LEANDRO,5868,RAMIREZ JOSE,4413,,I,2,1,,5,100,7,10,2,N,N,70,2,Salix babylonica
68274,4593,30 METROS AVENIDA,3075,GOMEZ CAMINO GENERAL LEANDRO,5868,RAMIREZ JOSE,4411,,I,3,1,,4,270,8,11,2,S,N,60,1,Phoenix canariensis
286898,93,ACHAR,3747,BOISO LANZA CAMINO,4014,LOPEZ CAMINO CARLOS A.,5289,,I,1,,,2,60,7,8,2,S,N,70,88,Salix sp.
286899,93,ACHAR,3747,BOISO LANZA CAMINO,4014,LOPEZ CAMINO CARLOS A.,5285,,I,1,,,2,60,4,1,2,N,N,70,88,Salix sp.
286900,93,ACHAR,3747,BOISO LANZA CAMINO,4014,LOPEZ CAMINO CARLOS A.,5303,,I,1,,,2,35,1,2,2,N,N,60,1,Phoenix canariensis
286901,93,ACHAR,3747,BOISO LANZA CAMINO,4014,LOPEZ CAMINO CARLOS A.,5335,,I,2,,,0,220,5,8,2,S,N,60,1,Phoenix canariensis
286902,93,ACHAR,1233,CABRAL EUSEBIO,4014,LOPEZ CAMINO CARLOS A.,0,S/N,P,1,,,3,150,5,2,3,N,N,51,1,Melia azedarach
286903,93,ACHAR,1233,CABRAL EUSEBIO,4014,LOPEZ CAMINO CARLOS A.,5398,,P,1,,,3,35,5,4,2,N,N,51,1,Melia azedarach
286909,93,ACHAR,3801,LAS FLORES,1233,CABRAL EUSEBIO,0,S/N,P,2,,,2,60,6,5,1,S,N,26,2,Cupressus sempervirens
286910,93,ACHAR,3801,LAS FLORES,1233,CABRAL EUSEBIO,0,S/N,P,2,,,2,40,3,01/05/10,2,N,N,43,1,Ligustrum lucidum
286911,93,ACHAR,3801,LAS FLORES,1233,CABRAL EUSEBIO,0,S/N,P,2,,,2,150,01/05/10,01/05/10,2,N,N,93,1,Aloe arborescens
286912,93,ACHAR,3801,LAS FLORES,1233,CABRAL EUSEBIO,0,S/N,P,1,,,2,45,6,6,2,S,N,26,2,Cupressus sempervirens
288027,93,ACHAR,3747,BOISO LANZA CAMINO,3801,LAS FLORES,0,S/N,P,1,,,2,80,8,7,2,S,N,35,3,Fraxinus lanceolata
288028,93,ACHAR,3747,BOISO LANZA CAMINO,3801,LAS FLORES,0,S/N,P,1,,,2,90,6,7,2,S,N,51,1,Melia azedarach
288029,93,ACHAR,3747,BOISO LANZA CAMINO,3801,LAS FLORES,0,S/N,P,1,,,2,35,4,2,2,N,N,79,3,Hibiscus syriacus
63035,93,ACHAR,3747,BOISO LANZA CAMINO,4014,LOPEZ CAMINO CARLOS A.,5281,,I,1,1,,2,130,5,6,2,S,N,51,1,Melia azedarach
63036,93,ACHAR,3747,BOISO LANZA CAMINO,4014,LOPEZ CAMINO CARLOS A.,5299,,I,1,1,,2,60,6,2,2,N,N,70,88,Salix sp.
63040,93,ACHAR,3747,BOISO LANZA CAMINO,4014,LOPEZ CAMINO CARLOS A.,5341,,I,1,1,,2,130,10,8,2,S,N,22,1,Celtis australis
63041,93,ACHAR,3747,BOISO LANZA CAMINO,4014,LOPEZ CAMINO CARLOS A.,5345,,I,1,1,,2,110,9,6,2,S,N,51,1,Melia azedarach
63042,93,ACHAR,3747,BOISO LANZA CAMINO,4014,LOPEZ CAMINO CARLOS A.,5345,,I,1,2,,2,140,9,8,2,S,N,51,1,Melia azedarach
63043,93,ACHAR,3747,BOISO LANZA CAMINO,4014,LOPEZ CAMINO CARLOS A.,5347,,I,1,1,,2,125,8,9,2,S,N,51,1,Melia azedarach
63044,93,ACHAR,3747,BOISO LANZA CAMINO,4014,LOPEZ CAMINO CARLOS A.,5355,,I,1,1,,2,105,5,6,2,S,N,51,1,Melia azedarach
63045,93,ACHAR,3747,BOISO LANZA CAMINO,4014,LOPEZ CAMINO CARLOS A.,5367,,I,2,1,,0,340,11,16,3,S,S,28,1,Enterolobium contortisiliquum
63052,93,ACHAR,1233,CABRAL EUSEBIO,4014,LOPEZ CAMINO CARLOS A.,5398,,P,1,1,,3,175,8,9,2,S,S,51,1,Melia azedarach
63057,93,ACHAR,1233,CABRAL EUSEBIO,4014,LOPEZ CAMINO CARLOS A.,0,S/N,P,1,1,,3,70,8,7,2,N,N,35,3,Fraxinus lanceolata
63058,93,ACHAR,3801,LAS FLORES,1233,CABRAL EUSEBIO,0,S/N,P,2,1,,2,130,5,8,2,S,N,43,1,Ligustrum lucidum
63062,93,ACHAR,3801,LAS FLORES,1233,CABRAL EUSEBIO,5304,,P,1,1,,3,200,10,14,2,S,N,70,88,Salix sp.
287176,115,ADAMI ANGEL SALVADOR,5442,PETIROSSI CAMINO,348,AL PASO DEL ANDALUZ CAMINO,5460,,P,1,,,2,30,.6,.6,2,N,N,33,2,Ficus elastica
287177,115,ADAMI ANGEL SALVADOR,5442,PETIROSSI CAMINO,348,AL PASO DEL ANDALUZ CAMINO,5456,,P,1,,,2,20,1,01/05/10,2,N,N,71,1,Schinus molle
287178,115,ADAMI ANGEL SALVADOR,5442,PETIROSSI CAMINO,348,AL PASO DEL ANDALUZ CAMINO,5446,,P,1,,,2,50,6,5,2,N,N,35,3,Fraxinus lanceolata
287179,115,ADAMI ANGEL SALVADOR,5442,PETIROSSI CAMINO,348,AL PASO DEL ANDALUZ CAMINO,5428,,P,1,,,2,100,12,6,2,N,N,64,2,Populus deltoides
287180,115,ADAMI ANGEL SALVADOR,5442,PETIROSSI CAMINO,348,AL PASO DEL ANDALUZ CAMINO,5416,,P,1,,,2,60,5,8,2,S,N,71,1,Schinus molle
287181,115,ADAMI ANGEL SALVADOR,5442,PETIROSSI CAMINO,348,AL PASO DEL ANDALUZ CAMINO,5469,,I,4,,,2,110,12,7,2,N,N,999,88,Dudas
287182,115,ADAMI ANGEL SALVADOR,5442,PETIROSSI CAMINO,348,AL PASO DEL ANDALUZ CAMINO,5479,,I,4,,,2,100,11,6,2,N,N,35,3,Fraxinus lanceolata
287183,115,ADAMI ANGEL SALVADOR,5442,PETIROSSI CAMINO,348,AL PASO DEL ANDALUZ CAMINO,5479,,I,4,,,2,130,10,7,2,S,N,35,3,Fraxinus lanceolata
287184,115,ADAMI ANGEL SALVADOR,5442,PETIROSSI CAMINO,348,AL PASO DEL ANDALUZ CAMINO,5479,,I,4,,,2,130,9,9,2,N,N,35,3,Fraxinus lanceolata
287185,115,ADAMI ANGEL SALVADOR,5442,PETIROSSI CAMINO,348,AL PASO DEL ANDALUZ CAMINO,5479,,I,3,,,4,80,9,9,2,N,N,70,88,Salix sp.
287186,115,ADAMI ANGEL SALVADOR,5442,PETIROSSI CAMINO,348,AL PASO DEL ANDALUZ CAMINO,5485,,I,1,,,15,40,3,2,3,N,N,88,1,Cordyline australis
287187,115,ADAMI ANGEL SALVADOR,5442,PETIROSSI CAMINO,348,AL PASO DEL ANDALUZ CAMINO,5485,,I,2,,,8,40,3,2,2,N,N,110,88,Rosa sp.
287188,115,ADAMI ANGEL SALVADOR,5442,PETIROSSI CAMINO,348,AL PASO DEL ANDALUZ CAMINO,5485,,I,3,,,5,40,4,01/05/10,2,N,N,88,2,Cordyline stricta
287189,115,ADAMI ANGEL SALVADOR,5442,PETIROSSI CAMINO,348,AL PASO DEL ANDALUZ CAMINO,5485,,I,4,,,2,140,9,7,2,N,S,35,3,Fraxinus lanceolata
287190,115,ADAMI ANGEL SALVADOR,5442,PETIROSSI CAMINO,348,AL PASO DEL ANDALUZ CAMINO,5485,,I,4,,,2,115,8,6,2,N,N,35,3,Fraxinus lanceolata
287191,115,ADAMI ANGEL SALVADOR,5442,PETIROSSI CAMINO,348,AL PASO DEL ANDALUZ CAMINO,5485,,I,3,,,5,130,12,14,2,N,N,70,2,Salix babylonica
287192,115,ADAMI ANGEL SALVADOR,5442,PETIROSSI CAMINO,348,AL PASO DEL ANDALUZ CAMINO,5485,,I,2,,,8,130,14,14,2,N,N,70,2,Salix babylonica
287193,115,ADAMI ANGEL SALVADOR,5442,PETIROSSI CAMINO,348,AL PASO DEL ANDALUZ CAMINO,5489,,I,2,,,8,40,3,2,2,N,N,88,2,Cordyline stricta
287194,115,ADAMI ANGEL SALVADOR,5442,PETIROSSI CAMINO,348,AL PASO DEL ANDALUZ CAMINO,5489,,I,4,,,2,40,4,2,2,N,N,88,2,Cordyline stricta
287195,115,ADAMI ANGEL SALVADOR,5442,PETIROSSI CAMINO,348,AL PASO DEL ANDALUZ CAMINO,5489,,I,3,,,5,15,3,4,2,N,N,70,3,Salix elegantissima
287196,115,ADAMI ANGEL SALVADOR,5442,PETIROSSI CAMINO,348,AL PASO DEL ANDALUZ CAMINO,5489,,I,1,,,15,110,6,8,2,N,N,10,1,Acacia caven
287197,115,ADAMI ANGEL SALVADOR,5442,PETIROSSI CAMINO,348,AL PASO DEL ANDALUZ CAMINO,5489,,I,5,,,1,70,9,8,2,N,N,10,88,Acacia sp.
287198,115,ADAMI ANGEL SALVADOR,5442,PETIROSSI CAMINO,348,AL PASO DEL ANDALUZ CAMINO,5489,,I,4,,,2,50,7,5,2,N,N,51,1,Melia azedarach
287199,115,ADAMI ANGEL SALVADOR,5442,PETIROSSI CAMINO,348,AL PASO DEL ANDALUZ CAMINO,0,S/N,I,3,,,5,70,8,4,2,N,N,42,1,Laurus nobilis
63063,115,ADAMI ANGEL SALVADOR,5442,PETIROSSI CAMINO,348,AL PASO DEL ANDALUZ CAMINO,0,S/N,P,1,3,,2,90,6,10,2,S,N,65,1,Prunus cerasifera var. pissardii
63064,115,ADAMI ANGEL SALVADOR,5442,PETIROSSI CAMINO,348,AL PASO DEL ANDALUZ CAMINO,5414,,P,1,2,,2,120,9,8,2,N,N,51,1,Melia azedarach
63065,115,ADAMI ANGEL SALVADOR,5442,PETIROSSI CAMINO,348,AL PASO DEL ANDALUZ CAMINO,5414,,P,1,1,,2,130,9,9,2,N,N,51,1,Melia azedarach
63066,115,ADAMI ANGEL SALVADOR,5442,PETIROSSI CAMINO,348,AL PASO DEL ANDALUZ CAMINO,5416,,P,1,1,,2,140,9,12,2,N,N,51,1,Melia azedarach
63067,115,ADAMI ANGEL SALVADOR,5442,PETIROSSI CAMINO,348,AL PASO DEL ANDALUZ CAMINO,5420,,P,1,3,,2,200,3,3,2,N,N,55,1,Nerium oleander
63069,115,ADAMI ANGEL SALVADOR,5442,PETIROSSI CAMINO,348,AL PASO DEL ANDALUZ CAMINO,5420,,P,1,1,,2,250,4,4,2,N,N,55,1,Nerium oleander
63070,115,ADAMI ANGEL SALVADOR,5442,PETIROSSI CAMINO,348,AL PASO DEL ANDALUZ CAMINO,5430,,P,1,2,,2,105,9,11,2,S,N,39,1,Jacaranda ovalifolia
63072,115,ADAMI ANGEL SALVADOR,5442,PETIROSSI CAMINO,348,AL PASO DEL ANDALUZ CAMINO,5438,,P,1,2,,2,160,12,8,3,S,N,64,2,Populus deltoides
63075,115,ADAMI ANGEL SALVADOR,5442,PETIROSSI CAMINO,348,AL PASO DEL ANDALUZ CAMINO,5450,,P,1,1,,2,250,14,14,2,S,N,64,2,Populus deltoides
63078,115,ADAMI ANGEL SALVADOR,5442,PETIROSSI CAMINO,348,AL PASO DEL ANDALUZ CAMINO,5464,,P,1,1,,2,240,14,12,2,N,N,64,2,Populus deltoides
63079,115,ADAMI ANGEL SALVADOR,5442,PETIROSSI CAMINO,348,AL PASO DEL ANDALUZ CAMINO,5474,,P,1,4,,2,180,8,7,2,S,S,64,2,Populus deltoides
63080,115,ADAMI ANGEL SALVADOR,5442,PETIROSSI CAMINO,348,AL PASO DEL ANDALUZ CAMINO,5474,,P,1,3,,2,75,8,7,2,S,N,71,1,Schinus molle
63081,115,ADAMI ANGEL SALVADOR,5442,PETIROSSI CAMINO,348,AL PASO DEL ANDALUZ CAMINO,5474,,P,1,2,,2,100,9,8,2,N,N,51,1,Melia azedarach
63084,115,ADAMI ANGEL SALVADOR,5442,PETIROSSI CAMINO,348,AL PASO DEL ANDALUZ CAMINO,5486,,P,1,1,,2,100,8,5,3,N,N,51,1,Melia azedarach
63085,115,ADAMI ANGEL SALVADOR,5442,PETIROSSI CAMINO,348,AL PASO DEL ANDALUZ CAMINO,5498,,P,1,1,,2,220,9,11,2,N,N,51,1,Melia azedarach
63086,115,ADAMI ANGEL SALVADOR,3507,DE LAS INSTRUCCIONES AVENIDA,5442,PETIROSSI CAMINO,5343,,I,,1,,1,167,8,,2,N,N,71,1,Schinus molle
63087,115,ADAMI ANGEL SALVADOR,3507,DE LAS INSTRUCCIONES AVENIDA,5442,PETIROSSI CAMINO,5343,,I,,2,,3,20,01/07/10,,2,N,N,19,2,Butia yatay
63088,115,ADAMI ANGEL SALVADOR,3507,DE LAS INSTRUCCIONES AVENIDA,5442,PETIROSSI CAMINO,5347,,I,,1,,2,139,8,,3,N,N,71,1,Schinus molle
63089,115,ADAMI ANGEL SALVADOR,3507,DE LAS INSTRUCCIONES AVENIDA,5442,PETIROSSI CAMINO,5351,,I,,1,,2,23,4,,2,N,N,71,1,Schinus molle
63090,115,ADAMI ANGEL SALVADOR,3507,DE LAS INSTRUCCIONES AVENIDA,5442,PETIROSSI CAMINO,5375,,I,,1,,1,100,7,,2,N,N,28,1,Enterolobium contortisiliquum
63091,115,ADAMI ANGEL SALVADOR,3507,DE LAS INSTRUCCIONES AVENIDA,5442,PETIROSSI CAMINO,5375,,I,,2,,1,40,5,,2,N,N,70,2,Salix babylonica
63092,115,ADAMI ANGEL SALVADOR,3507,DE LAS INSTRUCCIONES AVENIDA,5442,PETIROSSI CAMINO,,S/N,I,,1,,1,5,03/05/10,,2,N,N,64,2,Populus deltoides
63093,115,ADAMI ANGEL SALVADOR,5442,PETIROSSI CAMINO,348,AL PASO DEL ANDALUZ CAMINO,5417,,I,1,1,,2,135,10,9,2,N,N,35,3,Fraxinus lanceolata
63094,115,ADAMI ANGEL SALVADOR,5442,PETIROSSI CAMINO,348,AL PASO DEL ANDALUZ CAMINO,5417,,I,1,2,,2,100,9,8,2,N,N,35,3,Fraxinus lanceolata
63095,115,ADAMI ANGEL SALVADOR,5442,PETIROSSI CAMINO,348,AL PASO DEL ANDALUZ CAMINO,5221,,I,1,1,,2,150,11,11,2,N,N,35,3,Fraxinus lanceolata
63096,115,ADAMI ANGEL SALVADOR,5442,PETIROSSI CAMINO,348,AL PASO DEL ANDALUZ CAMINO,5425,,I,1,1,,2,140,9,14,2,N,N,35,3,Fraxinus lanceolata
63097,115,ADAMI ANGEL SALVADOR,5442,PETIROSSI CAMINO,348,AL PASO DEL ANDALUZ CAMINO,5425,,I,1,2,,2,150,9,11,2,S,N,35,3,Fraxinus lanceolata
63098,115,ADAMI ANGEL SALVADOR,5442,PETIROSSI CAMINO,348,AL PASO DEL ANDALUZ CAMINO,5429,,I,1,1,,2,160,11,14,2,N,N,35,3,Fraxinus lanceolata
63099,115,ADAMI ANGEL SALVADOR,5442,PETIROSSI CAMINO,348,AL PASO DEL ANDALUZ CAMINO,5437,,I,1,1,,2,90,6,4,2,N,N,35,3,Fraxinus lanceolata
