Arbol,Cod_calle,Calle,Cod_Entre,Entre,Cod_Y,Y, Numero,Ajuste,Acera,Alineacion,Ordinal,Ancho Vereda,Distancia,CAP,Altura,Diametro Copa,EV,Int.Aerea,Int.Sub,Genero,Especie,Nombre científico
242699,1683,CARRASCO CAMINO,4177,MAÑE PABLO,138,AGRIGENTO,5816,,P,2,,,1,20,4,3,1,N,N,70,3,Salix elegantissima,
243999,1683,CARRASCO CAMINO,3735,LANCASTERIANA,1596,CAPRI,7170,,P,2,,,6,8,01/06/10,.7,1,N,N,74,1,Taxodium distichum,
244000,1683,CARRASCO CAMINO,3735,LANCASTERIANA,1596,CAPRI,0,s/n7194,P,1,,,15,53,7,04/05/10,2,N,N,35,1,Fraxinus americana,
244001,1683,CARRASCO CAMINO,3735,LANCASTERIANA,1596,CAPRI,0,s/n7194,P,1,,,15,84,04/05/10,04/05/10,2,N,N,10,6,Acacia baileyana,
244238,1683,CARRASCO CAMINO,4986,ORLEANS,985,BIANCHI EDMUNDO,7258,,P,2,,,6,3,01/05/10,.5,2,N,N,70,2,Salix babylonica,
244239,1683,CARRASCO CAMINO,4986,ORLEANS,985,BIANCHI EDMUNDO,0,S/NESQ.,P,2,,,6,15,2,01/05/10,2,N,N,74,1,Taxodium distichum,
245866,1683,CARRASCO CAMINO,7060,USABIAGA SALA MARTIN,6665,STRASSENER  CAMINO JOSE,6173,,I,1,,,4,74,5,2,1,N,N,74,1,Taxodium distichum,
245867,1683,CARRASCO CAMINO,7060,USABIAGA SALA MARTIN,6665,STRASSENER  CAMINO JOSE,6031,,I,2,,,3,66,4,2,2,N,N,30,1,Erythrina crista-galli,
245868,1683,CARRASCO CAMINO,7060,USABIAGA SALA MARTIN,6665,STRASSENER  CAMINO JOSE,6031,,I,2,,,3,214,5,3,3,N,N,30,1,Erythrina crista-galli,
245870,1683,CARRASCO CAMINO,6282,SAN BORJAS,0,,0,s/n esq.,I,3,,,1,117,5,2,2,S,N,51,1,Melia azedarach,
245871,1683,CARRASCO CAMINO,6282,SAN BORJAS,0,,0,s/n esq.,I,2,,,4,107,10,5,1,N,N,64,2,Populus deltoides,
245872,1683,CARRASCO CAMINO,6282,SAN BORJAS,0,,0,s/n esq.,I,1,,,12,87,15,5,3,N,N,35,3,Fraxinus lanceolata,
245873,1683,CARRASCO CAMINO,6282,SAN BORJAS,0,,5949,,I,2,,,6,120,14,6,1,N,N,74,1,Taxodium distichum,
245874,1683,CARRASCO CAMINO,6282,SAN BORJAS,0,,5949,,I,1,,,12,98,10,5,2,N,N,35,3,Fraxinus lanceolata,
245875,1683,CARRASCO CAMINO,6282,SAN BORJAS,0,,5947,,I,1,,,12,120,15,4,3,N,N,35,3,Fraxinus lanceolata,
245876,1683,CARRASCO CAMINO,6282,SAN BORJAS,0,,5947,,I,2,,,6,138,15,6,1,N,N,74,1,Taxodium distichum,
245877,1683,CARRASCO CAMINO,6282,SAN BORJAS,0,,5945,,I,2,,,4,117,18,8,2,S,N,28,1,Enterolobium contortisiliquum,
245878,1683,CARRASCO CAMINO,6282,SAN BORJAS,0,,0,s/n,I,1,,,12,69,10,5,3,N,N,35,3,Fraxinus lanceolata,
245879,1683,CARRASCO CAMINO,6282,SAN BORJAS,0,,0,s/n,I,1,,,12,64,10,5,2,N,N,35,3,Fraxinus lanceolata,
245880,1683,CARRASCO CAMINO,6282,SAN BORJAS,0,,5929,,I,1,,,12,65,10,5,1,N,N,35,3,Fraxinus lanceolata,
245881,1683,CARRASCO CAMINO,6282,SAN BORJAS,0,,5915,,I,2,,,6,93,12,5,2,N,N,74,1,Taxodium distichum,
245882,1683,CARRASCO CAMINO,6282,SAN BORJAS,0,,5915,,I,1,,,12,75,14,5,1,N,N,35,3,Fraxinus lanceolata,
245883,1683,CARRASCO CAMINO,6282,SAN BORJAS,0,,6917,,I,1,,,12,80,14,5,2,N,N,35,3,Fraxinus lanceolata,
245884,1683,CARRASCO CAMINO,6282,SAN BORJAS,0,,5925,,I,2,,,6,44,6,2,2,N,N,74,1,Taxodium distichum,
245885,1683,CARRASCO CAMINO,6282,SAN BORJAS,0,,5925,,I,1,,,12,63,8,5,2,N,N,35,3,Fraxinus lanceolata,
245886,1683,CARRASCO CAMINO,6282,SAN BORJAS,0,,0,s/n,I,1,,,5,45,10,6,1,N,N,35,3,Fraxinus lanceolata,
245887,1683,CARRASCO CAMINO,6282,SAN BORJAS,0,,0,s/n,I,1,,,5,54,12,5,2,N,N,35,3,Fraxinus lanceolata,
245888,1683,CARRASCO CAMINO,6282,SAN BORJAS,0,,0,s/n,I,1,,,5,105,16,7,2,N,N,35,3,Fraxinus lanceolata,
245889,1683,CARRASCO CAMINO,6282,SAN BORJAS,0,,0,s/n,I,1,,,5,108,16,7,2,N,N,35,3,Fraxinus lanceolata,
245890,1683,CARRASCO CAMINO,6282,SAN BORJAS,0,,5857,,I,1,,,5,103,14,6,2,N,N,35,3,Fraxinus lanceolata,
245891,1683,CARRASCO CAMINO,6282,SAN BORJAS,0,,0,s/n,I,1,,,5,119,10,5,2,N,S,35,3,Fraxinus lanceolata,
245892,1683,CARRASCO CAMINO,6282,SAN BORJAS,0,,0,s/n,I,1,,,5,137,15,5,2,N,N,35,3,Fraxinus lanceolata,
246058,1683,CARRASCO CAMINO,4947,ONCATIVO,0,,5357,,I,1,,,3,81,8,4,2,N,N,35,3,Fraxinus lanceolata,
246059,1683,CARRASCO CAMINO,4947,ONCATIVO,0,,5357,,I,1,,,3,67,8,4,2,N,N,35,3,Fraxinus lanceolata,
246060,1683,CARRASCO CAMINO,4947,ONCATIVO,0,,5357,,I,1,,,3,57,8,4,2,N,N,35,3,Fraxinus lanceolata,
246061,1683,CARRASCO CAMINO,4947,ONCATIVO,0,,5373,,I,1,,,3,82,7,3,2,N,S,35,3,Fraxinus lanceolata,
246062,1683,CARRASCO CAMINO,4947,ONCATIVO,0,,5373,,I,1,,,3,25,7,3,3,N,N,35,3,Fraxinus lanceolata,
246063,1683,CARRASCO CAMINO,4947,ONCATIVO,0,,5375,,I,1,,,3,59,5,2,2,N,N,35,3,Fraxinus lanceolata,
143681,1689,CARTAGENA,3465,ILARIA ARQ. AMERICO,6051,RIVERA AVENIDA GRAL.,1652,,P,,2,,5,207,9,,2,N,N,62,4,Pinus pinaster,
143682,1689,CARTAGENA,3465,ILARIA ARQ. AMERICO,6051,RIVERA AVENIDA GRAL.,1652,,P,,1,,5,212,11,,2,N,N,62,4,Pinus pinaster,
143683,1689,CARTAGENA,3465,ILARIA ARQ. AMERICO,6051,RIVERA AVENIDA GRAL.,1660,,P,,1,,5,9,2,,2,N,N,65,1,Prunus cerasifera var. pissardii,
143685,1689,CARTAGENA,3465,ILARIA ARQ. AMERICO,6051,RIVERA AVENIDA GRAL.,1670,,P,,2,,5,211,16,,2,N,N,31,8,Eucalyptus tereticornis,
143686,1689,CARTAGENA,3465,ILARIA ARQ. AMERICO,6051,RIVERA AVENIDA GRAL.,1670,,P,,1,,5,201,16,,2,N,N,31,8,Eucalyptus tereticornis,
143687,1689,CARTAGENA,3465,ILARIA ARQ. AMERICO,6051,RIVERA AVENIDA GRAL.,1666,,P,,3,,5,70,8,,2,N,N,37,1,Gleditsia triacanthos,
143688,1689,CARTAGENA,3465,ILARIA ARQ. AMERICO,6051,RIVERA AVENIDA GRAL.,1666,,P,,2,,5,179,16,,2,N,N,38,1,Grevillea robusta,
143689,1689,CARTAGENA,3465,ILARIA ARQ. AMERICO,6051,RIVERA AVENIDA GRAL.,1666,,P,,1,,5,104,15,,2,N,N,15,1,Araucaria angustifolia,
143690,1689,CARTAGENA,3465,ILARIA ARQ. AMERICO,6051,RIVERA AVENIDA GRAL.,1680,,P,,1,,5,89,13,,2,N,N,51,1,Melia azedarach,
143691,1689,CARTAGENA,3465,ILARIA ARQ. AMERICO,6051,RIVERA AVENIDA GRAL.,1684,,P,,2,,5,124,13,,2,N,N,62,6,Pinus pinea,
143692,1689,CARTAGENA,3465,ILARIA ARQ. AMERICO,6051,RIVERA AVENIDA GRAL.,1684,,P,,1,,5,95,12,,2,N,N,74,1,Taxodium distichum,
143693,1689,CARTAGENA,3465,ILARIA ARQ. AMERICO,6051,RIVERA AVENIDA GRAL.,1686,,P,,1,,5,136,11,,2,N,N,62,3,Pinus patula,
143694,1689,CARTAGENA,3465,ILARIA ARQ. AMERICO,6051,RIVERA AVENIDA GRAL.,1690,,P,,2,,5,170,11,,2,N,N,62,8,Pinus radiata,
143695,1689,CARTAGENA,3465,ILARIA ARQ. AMERICO,6051,RIVERA AVENIDA GRAL.,1690,,P,,1,,5,30,6,,2,N,N,10,2,Acacia dealbata,
143696,1689,CARTAGENA,3465,ILARIA ARQ. AMERICO,6051,RIVERA AVENIDA GRAL.,1665,,I,,1,,3,121,11,,3,N,N,62,8,Pinus radiata,
143697,1689,CARTAGENA,3465,ILARIA ARQ. AMERICO,6051,RIVERA AVENIDA GRAL.,1665,,I,,2,,3,135,15,,3,N,N,62,3,Pinus patula,
143698,1689,CARTAGENA,3465,ILARIA ARQ. AMERICO,6051,RIVERA AVENIDA GRAL.,1665,,I,,3,,3,10,01/08/10,,2,N,N,67,2,Quercus bicolor,
143699,1689,CARTAGENA,3465,ILARIA ARQ. AMERICO,6051,RIVERA AVENIDA GRAL.,1665,,I,,4,,3,168,20,,2,N,N,38,1,Grevillea robusta,
143700,1689,CARTAGENA,3465,ILARIA ARQ. AMERICO,6051,RIVERA AVENIDA GRAL.,1665,,I,,5,,3,80,11,,3,N,N,62,8,Pinus radiata,
143701,1689,CARTAGENA,3465,ILARIA ARQ. AMERICO,6051,RIVERA AVENIDA GRAL.,1673,,I,,1,,3,130,17,,2,N,N,38,1,Grevillea robusta,
143702,1689,CARTAGENA,3465,ILARIA ARQ. AMERICO,6051,RIVERA AVENIDA GRAL.,1675,,I,,1,,3,20,03/05/10,,2,N,N,67,5,Quercus robur,
143703,1689,CARTAGENA,3465,ILARIA ARQ. AMERICO,6051,RIVERA AVENIDA GRAL.,1675,,I,,2,,3,10,2,,2,N,N,74,1,Taxodium distichum,
143704,1689,CARTAGENA,3465,ILARIA ARQ. AMERICO,6051,RIVERA AVENIDA GRAL.,1675,,I,,3,,3,124,13,,2,N,N,25,2,Chorisia speciosa,
143705,1689,CARTAGENA,3465,ILARIA ARQ. AMERICO,6051,RIVERA AVENIDA GRAL.,1681,,I,,1,,4,40,7,,2,N,N,74,1,Taxodium distichum,
143706,1689,CARTAGENA,3465,ILARIA ARQ. AMERICO,6051,RIVERA AVENIDA GRAL.,1681,,I,,2,,3,25,05/05/10,,2,N,N,35,3,Fraxinus lanceolata,
143707,1689,CARTAGENA,3465,ILARIA ARQ. AMERICO,6051,RIVERA AVENIDA GRAL.,1681,,I,,3,,3,134,18,,2,N,N,62,3,Pinus patula,
143708,1689,CARTAGENA,3465,ILARIA ARQ. AMERICO,6051,RIVERA AVENIDA GRAL.,1697,,I,,1,,0,0,3,,2,N,N,55,1,Nerium oleander,
143709,1689,CARTAGENA,3465,ILARIA ARQ. AMERICO,6051,RIVERA AVENIDA GRAL.,1697,,I,,2,,3,130,18,,2,N,N,38,1,Grevillea robusta,
143711,1689,CARTAGENA,4176,MANTUA,3465,ILARIA ARQ. AMERICO,1606,,P,,I - 1,,4,161,12,,2,N,N,38,1,Grevillea robusta,
143712,1689,CARTAGENA,4176,MANTUA,3465,ILARIA ARQ. AMERICO,1612,,P,,1,,2,299,15,,2,N,N,62,8,Pinus radiata,
143713,1689,CARTAGENA,4176,MANTUA,3465,ILARIA ARQ. AMERICO,1614,,P,,1,,4,175,12,,2,N,N,62,4,Pinus pinaster,
143714,1689,CARTAGENA,4176,MANTUA,3465,ILARIA ARQ. AMERICO,1620,,P,,1,,4,188,15,,2,N,N,38,1,Grevillea robusta,
143715,1689,CARTAGENA,4176,MANTUA,3465,ILARIA ARQ. AMERICO,1618,,P,,1,,4,60,7,,2,N,N,10,2,Acacia dealbata,
143716,1689,CARTAGENA,4176,MANTUA,3465,ILARIA ARQ. AMERICO,1622,,P,,I - 2,,5,168,15,,2,N,N,38,1,Grevillea robusta,
143717,1689,CARTAGENA,4176,MANTUA,3465,ILARIA ARQ. AMERICO,1622,,P,,I - 1,,5,201,15,,2,N,N,38,1,Grevillea robusta,
143718,1689,CARTAGENA,4176,MANTUA,3465,ILARIA ARQ. AMERICO,1624,,P,,1,,5,111,8,,2,N,N,38,1,Grevillea robusta,
143719,1689,CARTAGENA,4176,MANTUA,3465,ILARIA ARQ. AMERICO,1628,,P,,1,,4,181,12,,2,N,N,38,1,Grevillea robusta,
143720,1689,CARTAGENA,4176,MANTUA,3465,ILARIA ARQ. AMERICO,1632,,P,,1,,3,136,8,,2,N,N,51,1,Melia azedarach,
143721,1689,CARTAGENA,4176,MANTUA,3465,ILARIA ARQ. AMERICO,1640,,P,,1,,5,174,12,,2,N,N,38,1,Grevillea robusta,
143722,1689,CARTAGENA,4176,MANTUA,3465,ILARIA ARQ. AMERICO,1646,,P,,1,,4,158,12,,2,N,N,38,1,Grevillea robusta,
143723,1689,CARTAGENA,4176,MANTUA,3465,ILARIA ARQ. AMERICO,1650,,P,,I - 4,,3,227,12,,2,N,N,62,4,Pinus pinaster,
143724,1689,CARTAGENA,4176,MANTUA,3465,ILARIA ARQ. AMERICO,1650,,P,,I - 3,,4,176,10,,2,N,N,62,4,Pinus pinaster,
143725,1689,CARTAGENA,4176,MANTUA,3465,ILARIA ARQ. AMERICO,1650,,P,,I - 2,,4,74,9,,2,N,N,38,1,Grevillea robusta,
143726,1689,CARTAGENA,4176,MANTUA,3465,ILARIA ARQ. AMERICO,1650,,P,,I - 1,,2,165,12,,2,N,N,62,4,Pinus pinaster,
143729,1689,CARTAGENA,957,BERRETA RAMBLA TOMAS,4176,MANTUA,1576,,P,,2,,2,0,3,,3,N,N,44,1,Liquidambar styraciflua,
143730,1689,CARTAGENA,957,BERRETA RAMBLA TOMAS,4176,MANTUA,1576,,P,,1,,2,0,3,,3,N,N,44,1,Liquidambar styraciflua,
143731,1689,CARTAGENA,957,BERRETA RAMBLA TOMAS,4176,MANTUA,1582,,P,,I - 2,,3,0,3,,2,N,N,62,5,Pinus elliottii,
143732,1689,CARTAGENA,957,BERRETA RAMBLA TOMAS,4176,MANTUA,1582,,P,,I - 1,,3,0,2,,2,N,N,62,5,Pinus elliottii,
143733,1689,CARTAGENA,957,BERRETA RAMBLA TOMAS,4176,MANTUA,1588,,P,,I - 2,,3,214,15,,2,N,N,62,4,Pinus pinaster,
143734,1689,CARTAGENA,957,BERRETA RAMBLA TOMAS,4176,MANTUA,1588,,P,,I - 1,,3,20,3,,2,N,N,62,5,Pinus elliottii,
143735,1689,CARTAGENA,957,BERRETA RAMBLA TOMAS,4176,MANTUA,1590,,P,,I - 2,,2,190,12,,2,N,N,62,6,Pinus pinea,
143736,1689,CARTAGENA,957,BERRETA RAMBLA TOMAS,4176,MANTUA,1590,,P,,I - 1,,2,195,12,,2,N,N,62,6,Pinus pinea,
143738,1689,CARTAGENA,957,BERRETA RAMBLA TOMAS,4176,MANTUA,1583,,I,,I - 1,,3,177,15,,4,N,N,62,4,Pinus pinaster,
143739,1689,CARTAGENA,957,BERRETA RAMBLA TOMAS,4176,MANTUA,1589,,I,,1,,3,0,1,,2,N,N,62,9,Pinus mugo,
143740,1689,CARTAGENA,957,BERRETA RAMBLA TOMAS,4176,MANTUA,1599,,I,,I - 2,,2,246,12,,2,N,N,62,4,Pinus pinaster,
143741,1689,CARTAGENA,957,BERRETA RAMBLA TOMAS,4176,MANTUA,1599,,I,,I - 1,,2,156,12,,2,N,N,62,4,Pinus pinaster,
143742,1689,CARTAGENA,4176,MANTUA,3465,ILARIA ARQ. AMERICO,,S/N,I,,I - 1,,4,115,10,,2,N,N,38,1,Grevillea robusta,
143743,1689,CARTAGENA,4176,MANTUA,3465,ILARIA ARQ. AMERICO,,S/N,I,,I - 2,,4,112,10,,2,N,N,38,1,Grevillea robusta,
143744,1689,CARTAGENA,4176,MANTUA,3465,ILARIA ARQ. AMERICO,,S/N,I,,I - 3,,4,166,10,,3,N,N,38,1,Grevillea robusta,
143745,1689,CARTAGENA,4176,MANTUA,3465,ILARIA ARQ. AMERICO,,S/N,I,,I - 4,,4,118,10,,2,N,N,38,1,Grevillea robusta,
143746,1689,CARTAGENA,4176,MANTUA,3465,ILARIA ARQ. AMERICO,,S/N,I,,I - 5,,4,124,10,,2,N,N,38,1,Grevillea robusta,
143747,1689,CARTAGENA,4176,MANTUA,3465,ILARIA ARQ. AMERICO,1611,,I,,I - 1,,3,295,10,,2,N,N,62,2,Pinus halepensis,
143748,1689,CARTAGENA,4176,MANTUA,3465,ILARIA ARQ. AMERICO,1613,,I,,1,,4,0,1,,2,N,N,71,1,Schinus molle,
143749,1689,CARTAGENA,4176,MANTUA,3465,ILARIA ARQ. AMERICO,1617,,I,,1,,4,156,10,,2,N,N,38,1,Grevillea robusta,
143750,1689,CARTAGENA,4176,MANTUA,3465,ILARIA ARQ. AMERICO,1619,,I,,1,,4,150,10,,2,N,N,38,1,Grevillea robusta,
143751,1689,CARTAGENA,4176,MANTUA,3465,ILARIA ARQ. AMERICO,1623,,I,,I - 1,,4,0,01/05/10,,2,N,N,44,1,Liquidambar styraciflua,
143752,1689,CARTAGENA,4176,MANTUA,3465,ILARIA ARQ. AMERICO,1623,,I,,I - 2,,4,31,4,,2,N,N,55,1,Nerium oleander,
143753,1689,CARTAGENA,4176,MANTUA,3465,ILARIA ARQ. AMERICO,1625,,I,,1,,4,195,10,,2,N,N,38,1,Grevillea robusta,
143754,1689,CARTAGENA,4176,MANTUA,3465,ILARIA ARQ. AMERICO,1627,,I,,1,,4,85,7,,2,N,N,33,2,Ficus elastica,
143755,1689,CARTAGENA,4176,MANTUA,3465,ILARIA ARQ. AMERICO,1629,,I,,I - 1,,4,168,10,,2,N,N,38,1,Grevillea robusta,
143756,1689,CARTAGENA,4176,MANTUA,3465,ILARIA ARQ. AMERICO,1629,,I,,I - 2,,4,25,3,,2,N,N,35,3,Fraxinus lanceolata,
143757,1689,CARTAGENA,4176,MANTUA,3465,ILARIA ARQ. AMERICO,1633,,I,,1,,4,195,12,,2,N,N,38,1,Grevillea robusta,
143758,1689,CARTAGENA,4176,MANTUA,3465,ILARIA ARQ. AMERICO,1635,,I,,1,,4,137,12,,2,N,N,38,1,Grevillea robusta,
143759,1689,CARTAGENA,4176,MANTUA,3465,ILARIA ARQ. AMERICO,1637,,I,,I - 1,,4,20,2,,4,N,N,99,2,Callistemon salignus,
143760,1689,CARTAGENA,4176,MANTUA,3465,ILARIA ARQ. AMERICO,1637,,I,,I - 2,,4,118,10,,2,N,N,38,1,Grevillea robusta,
143761,1689,CARTAGENA,4176,MANTUA,3465,ILARIA ARQ. AMERICO,1637,,I,,I - 3,,4,122,10,,2,N,N,38,1,Grevillea robusta,
143762,1689,CARTAGENA,4176,MANTUA,3465,ILARIA ARQ. AMERICO,1639,,I,,1,,2,219,15,,2,N,N,62,2,Pinus halepensis,
143763,1689,CARTAGENA,4176,MANTUA,3465,ILARIA ARQ. AMERICO,,S/N,I,,I - 1,,4,162,12,,2,N,N,38,1,Grevillea robusta,
143764,1689,CARTAGENA,4176,MANTUA,3465,ILARIA ARQ. AMERICO,,S/N,I,,I - 2,,4,124,12,,2,N,N,38,1,Grevillea robusta,
143765,1689,CARTAGENA,4176,MANTUA,3465,ILARIA ARQ. AMERICO,,S/N,I,,I - 3,,4,139,12,,2,N,N,38,1,Grevillea robusta,
147578,1689,CARTAGENA,957,BERRETA RAMBLA TOMAS,4176,MANTUA,1576,,P,,3,,2,0,3,,3,N,N,44,1,Liquidambar styraciflua,
289381,1689,CARTAGENA,957,BERRETA RAMBLA TOMAS,4176,MANTUA,1579,,I,1,,,300,100,5,4,1,N,S,20,1,Casuarina cunninghamiana,
289382,1689,CARTAGENA,957,BERRETA RAMBLA TOMAS,4176,MANTUA,1581,,I,1,,,3,100,5,4,1,N,S,20,1,Casuarina cunninghamiana,
143890,1770,CATANIA,4413,MESSINA,573,ARROSPIDE GUILLERMO,2206,,P,,1,,4,0,01/05/10,,1,N,N,55,1,Nerium oleander,
143891,1770,CATANIA,4413,MESSINA,573,ARROSPIDE GUILLERMO,2206,,P,,2,,4,0,01/05/10,,1,N,N,79,1,Hibiscus rosa-sinensis,
143892,1770,CATANIA,4413,MESSINA,573,ARROSPIDE GUILLERMO,2236,,P,,1,,4,0,.5,,2,N,N,119,1,Punica granatum,
143893,1770,CATANIA,4413,MESSINA,573,ARROSPIDE GUILLERMO,2214,,P,,1,,4,0,01/05/10,,1,N,N,79,1,Hibiscus rosa-sinensis,
143894,1770,CATANIA,4413,MESSINA,573,ARROSPIDE GUILLERMO,2214,,P,,2,,4,0,1,,1,N,N,79,1,Hibiscus rosa-sinensis,
143895,1770,CATANIA,4413,MESSINA,573,ARROSPIDE GUILLERMO,2214,,P,,3,,4,34,2,,1,N,N,65,1,Prunus cerasifera var. pissardii,
143896,1770,CATANIA,4413,MESSINA,573,ARROSPIDE GUILLERMO,2208,,P,,1,,4,41,4,,2,N,N,35,3,Fraxinus lanceolata,
143897,1770,CATANIA,4413,MESSINA,573,ARROSPIDE GUILLERMO,2208,,P,,2,,4,151,9,,2,N,N,25,2,Chorisia speciosa,
143898,1770,CATANIA,4413,MESSINA,573,ARROSPIDE GUILLERMO,2208,,P,,3,,4,52,5,,2,N,N,39,1,Jacaranda ovalifolia,
143899,1770,CATANIA,4413,MESSINA,573,ARROSPIDE GUILLERMO,2127,,I,,1,,3,0,01/07/10,,2,N,N,55,1,Nerium oleander,
143900,1770,CATANIA,3564,ITALIA AVENIDA,4413,MESSINA,,S/N,P,,2,,4,0,0,,0,N,N,999,88,Dudas,
143901,1770,CATANIA,3564,ITALIA AVENIDA,4413,MESSINA,,S/N,P,,1,,4,0,2,,2,N,N,35,3,Fraxinus lanceolata,
143902,1770,CATANIA,3564,ITALIA AVENIDA,4413,MESSINA,2152,,P,,1,,4,136,10,,2,N,N,51,1,Melia azedarach,
143903,1770,CATANIA,3564,ITALIA AVENIDA,4413,MESSINA,2174,,P,,2,,4,22,4,,2,N,N,35,3,Fraxinus lanceolata,
143904,1770,CATANIA,3564,ITALIA AVENIDA,4413,MESSINA,2174,,P,,1,,4,18,8,,2,N,N,35,3,Fraxinus lanceolata,
143905,1770,CATANIA,3564,ITALIA AVENIDA,4413,MESSINA,2166,,P,,2,,4,116,11,,2,N,N,35,3,Fraxinus lanceolata,
143906,1770,CATANIA,3564,ITALIA AVENIDA,4413,MESSINA,2166,,P,,1,,4,108,11,,2,N,N,35,3,Fraxinus lanceolata,
143907,1770,CATANIA,3564,ITALIA AVENIDA,4413,MESSINA,2178,,P,,1,,4,10,01/08/10,,2,N,N,25,2,Chorisia speciosa,
143908,1770,CATANIA,3564,ITALIA AVENIDA,4413,MESSINA,2188,,P,,1,,4,172,11,,2,N,N,51,1,Melia azedarach,
143909,1770,CATANIA,3564,ITALIA AVENIDA,4413,MESSINA,2194,,P,,2,,4,13,4,,2,N,N,55,1,Nerium oleander,
143910,1770,CATANIA,3564,ITALIA AVENIDA,4413,MESSINA,2194,,P,,1,,4,23,5,,2,N,N,55,1,Nerium oleander,
143912,1770,CATANIA,3564,ITALIA AVENIDA,4413,MESSINA,,S/N,P,,1,,4,0,1,,2,N,N,74,1,Taxodium distichum,
143913,1770,CATANIA,3564,ITALIA AVENIDA,4413,MESSINA,2165,,I,,1,,4,129,7,,2,N,N,71,1,Schinus molle,
143914,1770,CATANIA,3564,ITALIA AVENIDA,4413,MESSINA,2165,,I,,2,,4,135,8,,2,N,N,51,1,Melia azedarach,
143915,1770,CATANIA,3564,ITALIA AVENIDA,4413,MESSINA,2165,,I,,3,,5,11,3,,2,N,N,75,2,Tilia platyphyllos,
143916,1770,CATANIA,3564,ITALIA AVENIDA,4413,MESSINA,2167,,I,,1,,4,147,9,,2,N,N,51,1,Melia azedarach,
143917,1770,CATANIA,3564,ITALIA AVENIDA,4413,MESSINA,2171,,I,,1,,4,72,9,,3,N,N,51,1,Melia azedarach,
143918,1770,CATANIA,3564,ITALIA AVENIDA,4413,MESSINA,2171,,I,,2,,4,145,9,,3,N,N,51,1,Melia azedarach,
143919,1770,CATANIA,3564,ITALIA AVENIDA,4413,MESSINA,2175,,I,,1,,4,135,8,,2,N,N,51,1,Melia azedarach,
143920,1770,CATANIA,3564,ITALIA AVENIDA,4413,MESSINA,2175,,I,,2,,4,0,2,,2,N,N,55,1,Nerium oleander,
143922,1770,CATANIA,3564,ITALIA AVENIDA,4413,MESSINA,2183,,I,,2,,4,116,9,,2,N,N,51,1,Melia azedarach,
143923,1770,CATANIA,3564,ITALIA AVENIDA,4413,MESSINA,2183,,I,,1,,4,152,8,,2,N,N,51,1,Melia azedarach,
143924,1770,CATANIA,3564,ITALIA AVENIDA,4413,MESSINA,2195,,I,,1,,3,0,2,,2,N,N,55,1,Nerium oleander,
143925,1770,CATANIA,3564,ITALIA AVENIDA,4413,MESSINA,2195,,I,,2,,3,0,2,,2,N,N,55,1,Nerium oleander,
143798,5127,CIUDAD DE PARIS,3921,LIBANO,984,BEYROUTH,,S/N,P,,1,,5,220,16,,2,N,N,51,1,Melia azedarach,
143799,5127,CIUDAD DE PARIS,3921,LIBANO,984,BEYROUTH,,S/N,P,,2,,5,230,17,,2,N,N,51,1,Melia azedarach,
143800,5127,CIUDAD DE PARIS,3921,LIBANO,984,BEYROUTH,5816,,P,,1,,5,182,16,,2,N,N,51,1,Melia azedarach,
143801,5127,CIUDAD DE PARIS,3921,LIBANO,984,BEYROUTH,,P 6166,P,,1,,5,97,8,,2,N,N,51,1,Melia azedarach,
143802,5127,CIUDAD DE PARIS,3921,LIBANO,984,BEYROUTH,5822,,P,,4,,5,0,01/02/10,,2,N,N,55,1,Nerium oleander,
143803,5127,CIUDAD DE PARIS,3921,LIBANO,984,BEYROUTH,5822,,P,,3,,5,0,01/02/10,,2,N,N,55,1,Nerium oleander,
143804,5127,CIUDAD DE PARIS,3921,LIBANO,984,BEYROUTH,5822,,P,,2,,5,10,01/07/10,,2,N,N,51,1,Melia azedarach,
143805,5127,CIUDAD DE PARIS,3921,LIBANO,984,BEYROUTH,5822,,P,,1,,5,0,01/02/10,,2,N,N,51,1,Melia azedarach,
143806,5127,CIUDAD DE PARIS,3921,LIBANO,984,BEYROUTH,5826,,P,,1,,5,133,8,,2,N,N,51,1,Melia azedarach,
143807,5127,CIUDAD DE PARIS,3921,LIBANO,984,BEYROUTH,,P 6178,P,,1,,5,152,7,,3,N,N,51,1,Melia azedarach,
143808,5127,CIUDAD DE PARIS,3921,LIBANO,984,BEYROUTH,5836,,P,,1,,5,164,7,,2,N,N,51,1,Melia azedarach,
143809,5127,CIUDAD DE PARIS,3921,LIBANO,984,BEYROUTH,,S/N,P,,1,,5,26,4,,2,N,N,51,1,Melia azedarach,
143810,5127,CIUDAD DE PARIS,3921,LIBANO,984,BEYROUTH,,5846,P,,4,,5,29,3,,4,N,N,51,1,Melia azedarach,
143811,5127,CIUDAD DE PARIS,3921,LIBANO,984,BEYROUTH,5846,,P,,3,,5,152,6,,2,N,N,51,1,Melia azedarach,
143812,5127,CIUDAD DE PARIS,3921,LIBANO,984,BEYROUTH,5846,,P,,2,,5,124,5,,3,N,N,51,1,Melia azedarach,
143813,5127,CIUDAD DE PARIS,3921,LIBANO,984,BEYROUTH,5846,,P,,1,,5,103,5,,3,N,N,51,1,Melia azedarach,
143814,5127,CIUDAD DE PARIS,984,BEYROUTH,1059,BOLIVIA AVENIDA,,P 6203,I,,1,,5,175,9,,2,N,N,51,1,Melia azedarach,
