Arbol,Cod_calle,Calle,Cod_Entre,Entre,Cod_Y,Y, Numero,Ajuste,Acera,Alineacion,Ordinal,Ancho Vereda,Distancia,CAP,Altura,Diametro Copa,EV,Int.Aerea,Int.Sub,Genero,Especie,Nombre científico
154571,6369,SANTA MONICA,6762,TAJES GRAL. MAXIMO,2676,FEDRA,2321,,I,1,2,,5,196,13,7,2,S,N,74,1,Taxodium distichum,
154573,6369,SANTA MONICA,6762,TAJES GRAL. MAXIMO,2676,FEDRA,2331,,I,1,2,,5,163,5,3,2,N,N,71,1,Schinus molle,
154575,6369,SANTA MONICA,6762,TAJES GRAL. MAXIMO,2676,FEDRA,2339,,I,1,1,,6,170,9,6,3,S,N,39,1,Jacaranda ovalifolia,
154576,6369,SANTA MONICA,6762,TAJES GRAL. MAXIMO,2676,FEDRA,2339,,I,1,2,,6,127,10,6,2,S,N,39,1,Jacaranda ovalifolia,
154577,6369,SANTA MONICA,6762,TAJES GRAL. MAXIMO,2676,FEDRA,2343,,I,1,1,,5,185,1,1,6,N,N,888,888,Seco,
154578,6369,SANTA MONICA,6762,TAJES GRAL. MAXIMO,2676,FEDRA,0,s/n,I,1,1,,2,228,12,8,2,S,N,74,1,Taxodium distichum,
154580,6369,SANTA MONICA,3564,ITALIA AVENIDA,6762,TAJES GRAL. MAXIMO,,S/N,I,,II - 4,,1,165,14,,2,N,N,62,4,Pinus pinaster,
154581,6369,SANTA MONICA,3564,ITALIA AVENIDA,6762,TAJES GRAL. MAXIMO,,S/N,I,,II - 3,,1,83,8,,3,N,N,62,4,Pinus pinaster,
154583,6369,SANTA MONICA,3564,ITALIA AVENIDA,6762,TAJES GRAL. MAXIMO,2223,,I,1,II - 1,,1,130,13,5,2,S,N,62,4,Pinus pinaster,
154584,6369,SANTA MONICA,3564,ITALIA AVENIDA,6762,TAJES GRAL. MAXIMO,2223,,I,1,I - 3,,5,137,14,5,2,N,N,62,4,Pinus pinaster,
154585,6369,SANTA MONICA,3564,ITALIA AVENIDA,6762,TAJES GRAL. MAXIMO,2223,,I,1,I - 2,,5,172,15,6,2,N,N,62,4,Pinus pinaster,
154586,6369,SANTA MONICA,3564,ITALIA AVENIDA,6762,TAJES GRAL. MAXIMO,0,S/N,I,1,I - 1,,4,162,14,0,1,N,N,62,4,Pinus pinaster,
154587,6369,SANTA MONICA,3564,ITALIA AVENIDA,6762,TAJES GRAL. MAXIMO,2223,bis,I,1,II - 1,,2,95,12,5,2,S,N,62,4,Pinus pinaster,
154588,6369,SANTA MONICA,3564,ITALIA AVENIDA,6762,TAJES GRAL. MAXIMO,2223,biS,I,1,I - 3,,2,240,15,6,3,S,N,62,4,Pinus pinaster,
154589,6369,SANTA MONICA,3564,ITALIA AVENIDA,6762,TAJES GRAL. MAXIMO,2223,bis,I,2,I - 2,,4,173,15,6,3,N,N,62,4,Pinus pinaster,
154591,6369,SANTA MONICA,3564,ITALIA AVENIDA,6762,TAJES GRAL. MAXIMO,2225,,I,2,I - 2,,4,238,15,7,2,N,N,62,4,Pinus pinaster,
154593,6369,SANTA MONICA,3564,ITALIA AVENIDA,6762,TAJES GRAL. MAXIMO,2235,,I,1,II - 2,,1,66,04/05/10,1,1,N,N,16,1,Arecastrum romanzoffianum,
154595,6369,SANTA MONICA,3564,ITALIA AVENIDA,6762,TAJES GRAL. MAXIMO,2235,,I,1,I - 2,,5,76,5,03/05/10,2,N,N,71,1,Schinus molle,
154596,6369,SANTA MONICA,3564,ITALIA AVENIDA,6762,TAJES GRAL. MAXIMO,2245,,I,1,I - 1,,5,208,13,6,3,S,N,62,4,Pinus pinaster,
242269,6369,SANTA MONICA,3564,ITALIA AVENIDA,6762,TAJES GRAL. MAXIMO,0,s/n esq,P,2,,,4,100,01/01/68,2,2,N,N,55,1,Nerium oleander,
242270,6369,SANTA MONICA,3564,ITALIA AVENIDA,6762,TAJES GRAL. MAXIMO,2238,,P,3,,,1,170,8,8,3,S,N,52,1,Morus alba,
242271,6369,SANTA MONICA,3564,ITALIA AVENIDA,6762,TAJES GRAL. MAXIMO,2238,,P,2,,,4,130,5,05/05/10,2,S,N,999,88,Dudas,
242272,6369,SANTA MONICA,3564,ITALIA AVENIDA,6762,TAJES GRAL. MAXIMO,2238,,P,2,,,4,60,2,2,2,N,N,999,88,Dudas,
242273,6369,SANTA MONICA,3564,ITALIA AVENIDA,6762,TAJES GRAL. MAXIMO,2226,,P,2,,,4,60,01/01/68,01/05/10,2,N,N,79,1,Hibiscus rosa-sinensis,
242274,6369,SANTA MONICA,3564,ITALIA AVENIDA,6762,TAJES GRAL. MAXIMO,2216,,P,1,,,2,50,01/07/10,2,2,N,N,65,1,Prunus cerasifera var. pissardii,
243737,6369,SANTA MONICA,6762,TAJES GRAL. MAXIMO,106,ACOSTA Y LARA ARQ HORACIO,0,s/n,P,1,,,6,105,10,7,2,N,N,64,2,Populus deltoides,
243738,6369,SANTA MONICA,6762,TAJES GRAL. MAXIMO,106,ACOSTA Y LARA ARQ HORACIO,0,s/n,P,1,,,6,115,13,8,4,N,N,64,2,Populus deltoides,
243739,6369,SANTA MONICA,6762,TAJES GRAL. MAXIMO,106,ACOSTA Y LARA ARQ HORACIO,2370,,P,1,,,6,54,4,5,2,N,N,35,3,Fraxinus lanceolata,
243740,6369,SANTA MONICA,6762,TAJES GRAL. MAXIMO,106,ACOSTA Y LARA ARQ HORACIO,2370,,P,1,,,6,35,4,4,2,N,N,35,3,Fraxinus lanceolata,
243741,6369,SANTA MONICA,6762,TAJES GRAL. MAXIMO,106,ACOSTA Y LARA ARQ HORACIO,2370,,P,1,,,6,55,5,04/05/10,2,N,N,35,3,Fraxinus lanceolata,
243742,6369,SANTA MONICA,6762,TAJES GRAL. MAXIMO,106,ACOSTA Y LARA ARQ HORACIO,0,s/n,P,1,,,6,174,15,9,3,N,N,64,2,Populus deltoides,
243743,6369,SANTA MONICA,6762,TAJES GRAL. MAXIMO,106,ACOSTA Y LARA ARQ HORACIO,0,s/n,P,1,,,6,60,5,1,3,N,N,26,88,Cupressus spp.,
243744,6369,SANTA MONICA,6762,TAJES GRAL. MAXIMO,106,ACOSTA Y LARA ARQ HORACIO,0,s/n,P,1,,,6,5,.8,.5,2,N,N,74,1,Taxodium distichum,
243745,6369,SANTA MONICA,6762,TAJES GRAL. MAXIMO,106,ACOSTA Y LARA ARQ HORACIO,0,s/n,P,1,,,6,5,01/03/10,.5,2,N,N,74,1,Taxodium distichum,
243746,6369,SANTA MONICA,6762,TAJES GRAL. MAXIMO,106,ACOSTA Y LARA ARQ HORACIO,0,s/n,P,1,,,6,5,01/03/10,.5,2,N,N,74,1,Taxodium distichum,
243747,6369,SANTA MONICA,6762,TAJES GRAL. MAXIMO,106,ACOSTA Y LARA ARQ HORACIO,0,s/n,P,1,,,6,0,01/02/10,.5,2,N,N,74,1,Taxodium distichum,
243748,6369,SANTA MONICA,6762,TAJES GRAL. MAXIMO,106,ACOSTA Y LARA ARQ HORACIO,0,s/n,P,1,,,6,5,1,.5,2,N,N,74,1,Taxodium distichum,
243749,6369,SANTA MONICA,6762,TAJES GRAL. MAXIMO,106,ACOSTA Y LARA ARQ HORACIO,0,s/n,P,1,,,6,130,10,7,3,N,N,64,2,Populus deltoides,
243750,6369,SANTA MONICA,6762,TAJES GRAL. MAXIMO,106,ACOSTA Y LARA ARQ HORACIO,0,s/n,P,1,,,6,115,04/05/10,02/05/10,5,N,N,64,2,Populus deltoides,
243751,6369,SANTA MONICA,6762,TAJES GRAL. MAXIMO,106,ACOSTA Y LARA ARQ HORACIO,0,s/n,P,1,,,6,247,15,10/05/10,3,N,N,64,2,Populus deltoides,
243752,6369,SANTA MONICA,6762,TAJES GRAL. MAXIMO,106,ACOSTA Y LARA ARQ HORACIO,0,s/n,P,1,,,6,198,14,8,4,N,N,64,2,Populus deltoides,
243753,6369,SANTA MONICA,6762,TAJES GRAL. MAXIMO,106,ACOSTA Y LARA ARQ HORACIO,0,s/n,P,1,,,6,115,12,06/05/10,2,N,N,64,2,Populus deltoides,
243754,6369,SANTA MONICA,6762,TAJES GRAL. MAXIMO,106,ACOSTA Y LARA ARQ HORACIO,0,s/n,P,1,,,6,5,1,.5,2,N,N,74,1,Taxodium distichum,
243755,6369,SANTA MONICA,6762,TAJES GRAL. MAXIMO,106,ACOSTA Y LARA ARQ HORACIO,0,s/n,P,1,,,6,5,1,.5,2,N,N,74,1,Taxodium distichum,
243756,6369,SANTA MONICA,6762,TAJES GRAL. MAXIMO,106,ACOSTA Y LARA ARQ HORACIO,2370,,P,1,,,6,33,4,3,2,N,N,35,3,Fraxinus lanceolata,
243757,6369,SANTA MONICA,6762,TAJES GRAL. MAXIMO,106,ACOSTA Y LARA ARQ HORACIO,0,2344,P,1,,,6,35,03/05/10,3,2,N,N,64,2,Populus deltoides,
243758,6369,SANTA MONICA,6762,TAJES GRAL. MAXIMO,106,ACOSTA Y LARA ARQ HORACIO,0,2344,P,1,,,6,45,4,4,2,N,N,64,2,Populus deltoides,
243759,6369,SANTA MONICA,6762,TAJES GRAL. MAXIMO,106,ACOSTA Y LARA ARQ HORACIO,0,2344,P,1,,,6,50,8,04/05/10,2,N,N,64,2,Populus deltoides,
244002,6369,SANTA MONICA,6762,TAJES GRAL. MAXIMO,2676,FEDRA,0,s/n,I,1,,,2,20,03/05/10,01/05/10,1,N,N,25,2,Chorisia speciosa,
244003,6369,SANTA MONICA,6762,TAJES GRAL. MAXIMO,2676,FEDRA,2243,,I,1,,,1,60,5,02/05/10,1,N,N,74,1,Taxodium distichum,
244004,6369,SANTA MONICA,6762,TAJES GRAL. MAXIMO,2676,FEDRA,2243,,I,1,,,1,67,01/05/10,01/05/10,1,N,N,999,88,Dudas,
244005,6369,SANTA MONICA,6762,TAJES GRAL. MAXIMO,2676,FEDRA,2243,,I,1,,,1,105,6,2,2,N,N,64,7,Populus nigra,
244006,6369,SANTA MONICA,6762,TAJES GRAL. MAXIMO,2676,FEDRA,2321,,I,1,,,2,1,01/05/10,01/05/10,2,N,N,43,2,Ligustrum lucidum var aureo marginatum,
244007,6369,SANTA MONICA,6762,TAJES GRAL. MAXIMO,2676,FEDRA,2271,,I,1,,,1,38,04/05/10,02/05/10,1,N,N,62,88,Pinus sp.,
244008,6369,SANTA MONICA,6762,TAJES GRAL. MAXIMO,2676,FEDRA,2261,,I,1,,,4,208,12,6,2,S,N,74,1,Taxodium distichum,
244009,6369,SANTA MONICA,6762,TAJES GRAL. MAXIMO,2676,FEDRA,2261,,I,1,,,4,218,12,6,2,S,N,74,1,Taxodium distichum,
244010,6369,SANTA MONICA,6762,TAJES GRAL. MAXIMO,2676,FEDRA,2261,,I,1,,,4,117,09/05/10,6,2,S,N,35,3,Fraxinus lanceolata,
244011,6369,SANTA MONICA,6762,TAJES GRAL. MAXIMO,2676,FEDRA,0,,I,1,,,1,15,02/05/10,1,1,N,N,39,1,Jacaranda ovalifolia,
244012,6369,SANTA MONICA,6762,TAJES GRAL. MAXIMO,2676,FEDRA,0,s/n,I,1,,,1,10,02/05/10,1,1,N,N,36,1,Ginkgo bilboa,
244013,6369,SANTA MONICA,6762,TAJES GRAL. MAXIMO,2676,FEDRA,0,s/n,I,1,,,1,38,7,02/05/10,2,N,N,44,1,Liquidambar styraciflua,
244093,6369,SANTA MONICA,3564,ITALIA AVENIDA,6762,TAJES GRAL. MAXIMO,2245,,I,1,,,6,43,04/05/10,03/05/10,2,N,N,999,88,Dudas,
244094,6369,SANTA MONICA,3564,ITALIA AVENIDA,6762,TAJES GRAL. MAXIMO,2245,,I,2,,,6,51,04/05/10,02/05/10,1,N,N,65,1,Prunus cerasifera var. pissardii,
244095,6369,SANTA MONICA,3564,ITALIA AVENIDA,6762,TAJES GRAL. MAXIMO,2223,,I,1,,,1,15,3,01/05/10,1,N,N,44,1,Liquidambar styraciflua,
244122,6369,SANTA MONICA,81,VASQUEZ ACEVEDO  DR. ALFREDO,7292,VIGIL CONSTANCIO C.,2371,,I,1,,,3,110,05/05/10,4,1,N,N,43,1,Ligustrum lucidum,
244123,6369,SANTA MONICA,81,VASQUEZ ACEVEDO  DR. ALFREDO,7292,VIGIL CONSTANCIO C.,2383,,I,1,,,3,45,1,1,2,N,N,55,1,Nerium oleander,
244124,6369,SANTA MONICA,81,VASQUEZ ACEVEDO  DR. ALFREDO,7292,VIGIL CONSTANCIO C.,2379,,I,1,,,3,1,01/05/10,.3,2,N,N,74,1,Taxodium distichum,
244125,6369,SANTA MONICA,81,VASQUEZ ACEVEDO  DR. ALFREDO,7292,VIGIL CONSTANCIO C.,2387,,I,1,,,3,125,3,02/05/10,2,N,N,55,1,Nerium oleander,
244126,6369,SANTA MONICA,81,VASQUEZ ACEVEDO  DR. ALFREDO,7292,VIGIL CONSTANCIO C.,2387,,I,1,,,3,1,1,.2,2,N,N,74,1,Taxodium distichum,
244127,6369,SANTA MONICA,81,VASQUEZ ACEVEDO  DR. ALFREDO,7292,VIGIL CONSTANCIO C.,2407,,I,1,,,3,72,7,04/05/10,2,N,N,64,2,Populus deltoides,
244128,6369,SANTA MONICA,81,VASQUEZ ACEVEDO  DR. ALFREDO,7292,VIGIL CONSTANCIO C.,2413,,I,1,,,3,1,1,.2,2,S,N,74,1,Taxodium distichum,
244133,6369,SANTA MONICA,7292,VIGIL CONSTANCIO C.,2014,COLATERAL 13,2455,,I,1,,,3,35,04/05/10,2,2,N,N,62,4,Pinus pinaster,
244134,6369,SANTA MONICA,7292,VIGIL CONSTANCIO C.,2014,COLATERAL 13,2455,,I,1,,,3,12,2,1,2,N,N,62,4,Pinus pinaster,
244135,6369,SANTA MONICA,7292,VIGIL CONSTANCIO C.,2014,COLATERAL 13,2455,,I,1,,,3,25,4,01/05/10,2,N,N,62,4,Pinus pinaster,
244136,6369,SANTA MONICA,7292,VIGIL CONSTANCIO C.,2014,COLATERAL 13,2455,,I,1,,,3,20,03/05/10,01/05/10,2,N,N,62,4,Pinus pinaster,
244137,6369,SANTA MONICA,7292,VIGIL CONSTANCIO C.,2014,COLATERAL 13,2455,,I,1,,,3,38,4,2,2,N,N,62,4,Pinus pinaster,
244138,6369,SANTA MONICA,7292,VIGIL CONSTANCIO C.,2014,COLATERAL 13,2455,,I,1,,,3,24,03/05/10,01/05/10,2,N,N,62,4,Pinus pinaster,
244139,6369,SANTA MONICA,7292,VIGIL CONSTANCIO C.,2014,COLATERAL 13,2455,,I,1,,,3,52,5,3,2,N,N,62,4,Pinus pinaster,
244140,6369,SANTA MONICA,7292,VIGIL CONSTANCIO C.,2014,COLATERAL 13,2465,,I,1,,,3,54,05/05/10,3,2,N,N,62,4,Pinus pinaster,
244141,6369,SANTA MONICA,7292,VIGIL CONSTANCIO C.,2014,COLATERAL 13,2465,,I,1,,,3,55,05/05/10,3,2,N,N,62,4,Pinus pinaster,
244142,6369,SANTA MONICA,7292,VIGIL CONSTANCIO C.,2014,COLATERAL 13,2465,,I,1,,,3,22,03/05/10,01/02/10,2,N,N,62,4,Pinus pinaster,
244144,6369,SANTA MONICA,7292,VIGIL CONSTANCIO C.,2014,COLATERAL 13,2471,,I,1,,,3,121,11,7,2,S,N,64,2,Populus deltoides,
244146,6369,SANTA MONICA,7292,VIGIL CONSTANCIO C.,2014,COLATERAL 13,2471,,I,1,,,3,103,11,5,2,S,N,64,2,Populus deltoides,
244147,6369,SANTA MONICA,7292,VIGIL CONSTANCIO C.,2014,COLATERAL 13,2479,,I,1,,,3,97,10,5,2,S,N,64,2,Populus deltoides,
244148,6369,SANTA MONICA,7292,VIGIL CONSTANCIO C.,2014,COLATERAL 13,0,S/N,I,1,,,3,120,11,5,2,S,N,64,2,Populus deltoides,
244149,6369,SANTA MONICA,7292,VIGIL CONSTANCIO C.,2014,COLATERAL 13,0,S/N,I,1,,,3,116,10,5,2,S,N,64,2,Populus deltoides,
244150,6369,SANTA MONICA,7292,VIGIL CONSTANCIO C.,2014,COLATERAL 13,2509,,I,1,,,3,117,11,5,2,S,N,64,2,Populus deltoides,
244151,6369,SANTA MONICA,7292,VIGIL CONSTANCIO C.,2014,COLATERAL 13,0,S/N,I,1,,,3,3,01/05/10,.5,2,N,N,20,1,Casuarina cunninghamiana,
244152,6369,SANTA MONICA,7292,VIGIL CONSTANCIO C.,2014,COLATERAL 13,0,S/N,I,1,,,3,1,01/05/10,.5,2,N,N,20,1,Casuarina cunninghamiana,
244153,6369,SANTA MONICA,7292,VIGIL CONSTANCIO C.,2014,COLATERAL 13,0,S/N,I,1,,,3,1,01/05/10,.3,2,N,N,20,1,Casuarina cunninghamiana,
244154,6369,SANTA MONICA,7292,VIGIL CONSTANCIO C.,2014,COLATERAL 13,0,S/N,I,1,,,3,1,1,.3,2,N,N,20,1,Casuarina cunninghamiana,
244155,6369,SANTA MONICA,7292,VIGIL CONSTANCIO C.,2014,COLATERAL 13,0,S/N,I,1,,,3,1,1,.3,3,N,N,20,1,Casuarina cunninghamiana,
244156,6369,SANTA MONICA,7292,VIGIL CONSTANCIO C.,2014,COLATERAL 13,0,S/N,I,1,,,3,90,9,4,2,S,N,64,2,Populus deltoides,
244157,6369,SANTA MONICA,7292,VIGIL CONSTANCIO C.,2014,COLATERAL 13,0,S/N,I,1,,,3,1,01/05/10,.3,2,N,N,20,1,Casuarina cunninghamiana,
244160,6369,SANTA MONICA,7292,VIGIL CONSTANCIO C.,2014,COLATERAL 13,2513,BIS,I,2,,,1,9,01/05/10,1,2,N,N,79,1,Hibiscus rosa-sinensis,
244161,6369,SANTA MONICA,7292,VIGIL CONSTANCIO C.,2014,COLATERAL 13,2513,BIS,I,2,,,1,5,1,.4,2,N,N,79,1,Hibiscus rosa-sinensis,
244162,6369,SANTA MONICA,7292,VIGIL CONSTANCIO C.,2014,COLATERAL 13,2513,BIS,I,2,,,1,5,1,.5,2,N,N,79,1,Hibiscus rosa-sinensis,
244163,6369,SANTA MONICA,7292,VIGIL CONSTANCIO C.,2014,COLATERAL 13,2513,BIS,I,2,,,1,3,01/05/10,.5,2,N,N,79,1,Hibiscus rosa-sinensis,
244164,6369,SANTA MONICA,7292,VIGIL CONSTANCIO C.,2014,COLATERAL 13,2513,BIS,I,2,,,1,3,1,.5,1,N,N,79,1,Hibiscus rosa-sinensis,
244165,6369,SANTA MONICA,7292,VIGIL CONSTANCIO C.,2014,COLATERAL 13,0,S/N,I,1,1,,3,3,01/06/10,.5,2,N,N,20,1,Casuarina cunninghamiana,
244166,6369,SANTA MONICA,7292,VIGIL CONSTANCIO C.,2014,COLATERAL 13,2513,BIS,I,2,,,1,5,01/05/10,.5,2,N,N,79,1,Hibiscus rosa-sinensis,
244170,6369,SANTA MONICA,7292,VIGIL CONSTANCIO C.,2014,COLATERAL 13,2513,,I,2,,,1,7,01/05/10,1,2,N,N,79,1,Hibiscus rosa-sinensis,
244171,6369,SANTA MONICA,7292,VIGIL CONSTANCIO C.,2014,COLATERAL 13,2513,,I,2,,,1,5,01/05/10,.5,2,N,N,79,1,Hibiscus rosa-sinensis,
244172,6369,SANTA MONICA,7292,VIGIL CONSTANCIO C.,2014,COLATERAL 13,0,S/N2533,I,1,,,3,2,01/01/65,.4,2,N,N,999,88,Dudas,
244173,6369,SANTA MONICA,7292,VIGIL CONSTANCIO C.,2014,COLATERAL 13,2549,,I,1,,,3,37,5,3,2,N,N,64,2,Populus deltoides,
244174,6369,SANTA MONICA,7292,VIGIL CONSTANCIO C.,2014,COLATERAL 13,0,S/NES  Q.,I,1,,,3,86,9,04/05/10,2,N,N,64,2,Populus deltoides,
153900,6378,SANTANDER GRAL.,6683,SUDRIERS ING. VICTOR,106,ACOSTA Y LARA ARQ HORACIO,2335,,I,1,1,,3,100,7,6,2,S,N,74,1,Taxodium distichum,
153902,6378,SANTANDER GRAL.,6683,SUDRIERS ING. VICTOR,106,ACOSTA Y LARA ARQ HORACIO,2337,,I,1,1,,3,172,12,8,2,N,N,38,1,Grevillea robusta,
153903,6378,SANTANDER GRAL.,6683,SUDRIERS ING. VICTOR,106,ACOSTA Y LARA ARQ HORACIO,2337,,I,1,2,,3,128,10,05/05/10,2,S,N,44,1,Liquidambar styraciflua,
153904,6378,SANTANDER GRAL.,6683,SUDRIERS ING. VICTOR,106,ACOSTA Y LARA ARQ HORACIO,2337,,I,1,3,,3,93,7,6,2,S,N,11,2,Acer negundo,
153905,6378,SANTANDER GRAL.,6683,SUDRIERS ING. VICTOR,106,ACOSTA Y LARA ARQ HORACIO,2343,,I,1,1,,3,48,03/05/10,03/05/10,2,N,N,39,1,Jacaranda ovalifolia,
153906,6378,SANTANDER GRAL.,6683,SUDRIERS ING. VICTOR,106,ACOSTA Y LARA ARQ HORACIO,2343,,I,1,2,,3,70,4,04/05/10,2,N,N,39,1,Jacaranda ovalifolia,
153909,6378,SANTANDER GRAL.,6683,SUDRIERS ING. VICTOR,106,ACOSTA Y LARA ARQ HORACIO,2353,,I,1,3,,5,36,03/05/10,02/05/10,2,N,N,39,1,Jacaranda ovalifolia,
153910,6378,SANTANDER GRAL.,6683,SUDRIERS ING. VICTOR,106,ACOSTA Y LARA ARQ HORACIO,2353,,I,1,4,,5,80,4,03/05/10,2,N,N,39,1,Jacaranda ovalifolia,
153913,6378,SANTANDER GRAL.,6683,SUDRIERS ING. VICTOR,106,ACOSTA Y LARA ARQ HORACIO,2365,,I,1,1,,5,175,9,11,2,S,N,51,1,Melia azedarach,
153915,6378,SANTANDER GRAL.,6683,SUDRIERS ING. VICTOR,106,ACOSTA Y LARA ARQ HORACIO,2371,,I,2,II - 1,,2,165,6,5,3,N,N,39,1,Jacaranda ovalifolia,
153916,6378,SANTANDER GRAL.,6683,SUDRIERS ING. VICTOR,106,ACOSTA Y LARA ARQ HORACIO,2371,,I,1,I - 1,,5,109,8,7,3,N,N,10,2,Acacia dealbata,
153917,6378,SANTANDER GRAL.,6683,SUDRIERS ING. VICTOR,106,ACOSTA Y LARA ARQ HORACIO,2371,,I,1,I - 2,,5,61,5,5,3,N,N,10,2,Acacia dealbata,
153918,6378,SANTANDER GRAL.,6683,SUDRIERS ING. VICTOR,106,ACOSTA Y LARA ARQ HORACIO,2377,2373,I,1,I - 3,,5,190,8,10,3,N,N,10,2,Acacia dealbata,
153919,6378,SANTANDER GRAL.,6683,SUDRIERS ING. VICTOR,106,ACOSTA Y LARA ARQ HORACIO,2377,,I,1,1,,5,110,05/05/10,06/05/10,2,N,N,28,1,Enterolobium contortisiliquum,
153921,6378,SANTANDER GRAL.,6683,SUDRIERS ING. VICTOR,106,ACOSTA Y LARA ARQ HORACIO,2391,,I,1,1,,5,82,07/05/10,7,2,N,N,39,1,Jacaranda ovalifolia,
153922,6378,SANTANDER GRAL.,6683,SUDRIERS ING. VICTOR,106,ACOSTA Y LARA ARQ HORACIO,2391,,I,1,2,,5,143,09/05/10,07/05/10,2,N,N,58,1,Peltophorum dubium,
153925,6378,SANTANDER GRAL.,6683,SUDRIERS ING. VICTOR,106,ACOSTA Y LARA ARQ HORACIO,2397,,I,1,3,,5,136,9,06/05/10,2,N,N,10,5,Acacia podalyriifolia,
153926,6378,SANTANDER GRAL.,6683,SUDRIERS ING. VICTOR,106,ACOSTA Y LARA ARQ HORACIO,2397,,I,1,4,,5,65,7,5,2,N,N,10,2,Acacia dealbata,
153927,6378,SANTANDER GRAL.,6762,TAJES GRAL. MAXIMO,6683,SUDRIERS ING. VICTOR,2254,,P,1,1,,2,225,15,12,2,N,N,67,4,Quercus ilex,
153928,6378,SANTANDER GRAL.,6762,TAJES GRAL. MAXIMO,6683,SUDRIERS ING. VICTOR,2262,,P,1,1,,2,244,10,10,2,S,N,51,1,Melia azedarach,
153929,6378,SANTANDER GRAL.,6762,TAJES GRAL. MAXIMO,6683,SUDRIERS ING. VICTOR,2264,,P,1,1,,2,82,7,05/05/10,2,S,N,51,1,Melia azedarach,
153930,6378,SANTANDER GRAL.,6762,TAJES GRAL. MAXIMO,6683,SUDRIERS ING. VICTOR,2278,,P,1,2,,2,144,12,8,3,S,N,64,2,Populus deltoides,
153931,6378,SANTANDER GRAL.,6762,TAJES GRAL. MAXIMO,6683,SUDRIERS ING. VICTOR,2278,,P,1,1,,2,110,12,6,2,S,N,64,2,Populus deltoides,
153932,6378,SANTANDER GRAL.,6762,TAJES GRAL. MAXIMO,6683,SUDRIERS ING. VICTOR,2268,,P,1,2,,2,86,6,5,2,S,N,51,1,Melia azedarach,
153933,6378,SANTANDER GRAL.,6762,TAJES GRAL. MAXIMO,6683,SUDRIERS ING. VICTOR,2268,,P,1,1,,2,115,6,06/05/10,2,S,N,51,1,Melia azedarach,
153934,6378,SANTANDER GRAL.,6762,TAJES GRAL. MAXIMO,6683,SUDRIERS ING. VICTOR,2270,,P,1,2,,2,40,03/05/10,03/05/10,2,N,N,35,3,Fraxinus lanceolata,
153935,6378,SANTANDER GRAL.,6762,TAJES GRAL. MAXIMO,6683,SUDRIERS ING. VICTOR,2270,,P,1,1,,2,167,9,8,2,S,N,51,1,Melia azedarach,
153938,6378,SANTANDER GRAL.,6762,TAJES GRAL. MAXIMO,6683,SUDRIERS ING. VICTOR,2274,,P,1,2,,2,114,7,6,2,S,N,20,1,Casuarina cunninghamiana,
153939,6378,SANTANDER GRAL.,6762,TAJES GRAL. MAXIMO,6683,SUDRIERS ING. VICTOR,2274,,P,1,1,,2,134,13,9,2,S,N,20,1,Casuarina cunninghamiana,
153940,6378,SANTANDER GRAL.,6762,TAJES GRAL. MAXIMO,6683,SUDRIERS ING. VICTOR,2276,,P,1,1,,2,246,12,12,2,S,N,51,1,Melia azedarach,
153943,6378,SANTANDER GRAL.,6762,TAJES GRAL. MAXIMO,6683,SUDRIERS ING. VICTOR,2288,,P,1,2,,2,65,2,02/05/10,2,S,N,71,1,Schinus molle,
153945,6378,SANTANDER GRAL.,6762,TAJES GRAL. MAXIMO,6683,SUDRIERS ING. VICTOR,2294,,P,1,2,,2,200,05/05/10,8,2,S,N,71,1,Schinus molle,
153946,6378,SANTANDER GRAL.,6762,TAJES GRAL. MAXIMO,6683,SUDRIERS ING. VICTOR,2294,,P,1,1,,2,30,01/05/10,1,2,N,N,88,1,Cordyline australis,
153947,6378,SANTANDER GRAL.,6762,TAJES GRAL. MAXIMO,6683,SUDRIERS ING. VICTOR,2296,,P,1,2,,2,85,4,04/05/10,2,S,N,50,1,Manihot flabellifolia,
153948,6378,SANTANDER GRAL.,6762,TAJES GRAL. MAXIMO,6683,SUDRIERS ING. VICTOR,2296,,P,1,1,,2,20,2,1,2,N,N,30,1,Erythrina crista-galli,
153949,6378,SANTANDER GRAL.,6762,TAJES GRAL. MAXIMO,6683,SUDRIERS ING. VICTOR,0,S/N esq,I,2,1,,1,213,13,11,3,S,N,64,1,Populus alba,
153950,6378,SANTANDER GRAL.,6762,TAJES GRAL. MAXIMO,6683,SUDRIERS ING. VICTOR,0,s/n,I,2,II,,1,133,10,9,2,N,N,64,1,Populus alba,
153951,6378,SANTANDER GRAL.,6762,TAJES GRAL. MAXIMO,6683,SUDRIERS ING. VICTOR,0,s/n,I,1,1,,5,96,5,05/05/10,3,N,N,71,1,Schinus molle,
153952,6378,SANTANDER GRAL.,6762,TAJES GRAL. MAXIMO,6683,SUDRIERS ING. VICTOR,0,s/n,I,1,2,,5,53,7,3,2,N,N,25,2,Chorisia speciosa,
153953,6378,SANTANDER GRAL.,6762,TAJES GRAL. MAXIMO,6683,SUDRIERS ING. VICTOR,2257,,I,1,3,,5,200,9,10,2,S,N,25,2,Chorisia speciosa,
153954,6378,SANTANDER GRAL.,6762,TAJES GRAL. MAXIMO,6683,SUDRIERS ING. VICTOR,2257,,I,1,4,,5,65,8,2,2,N,N,25,2,Chorisia speciosa,
